,acinar,alpha,beta,delta,duct,endothelial,mesenchymal,pp,unclear
FAM204A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP4,0.34090907871723175,0.0,0.34090907871723175,0.0,0.34090907871723175,0.34090907871723175,0.6547618880867958,0.0,0.34090907871723175
PMP22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDLIM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMAD6,0.0,0.0,0.0,0.0,0.0,0.9677419066429138,0.0,0.0,0.0
AKR7A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RDH10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
SNX10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
ATAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATXN2,0.0,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.0,0.0,0.34090907871723175,0.34090907871723175,0.34090907871723175
ZEB1,0.0,0.0,0.0,0.0,0.0,0.8928571417927742,0.7954545170068741,0.0,0.0
WASF2,0.0,0.0,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.2083333432674408,0.2083333432674408
UBE2K,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.0
PGAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPB41L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTATIP2,0.7954545170068741,0.0,0.0,0.0,0.7954545170068741,0.0,0.0,0.0,0.0
HNRNPAB,0.39772725850343704,0.0,0.0,0.0,0.39772725850343704,0.6249999925494194,0.6249999925494194,0.39772725850343704,0.3125000149011612
BCL7B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
PAXBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEL1L3,0.7386363372206688,0.0,0.0,0.0,0.907258041203022,0.0,0.0,0.0,0.6250000298023224
S100A16,0.0,0.0,0.0,0.0,0.7954545170068741,0.0,0.7954545170068741,0.0,0.0
FOXC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MXI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITPK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2R2,0.28409089893102646,0.2083333432674408,0.28409089893102646,0.0,0.28409089893102646,0.28409089893102646,0.28409089893102646,0.28409089893102646,0.0
STAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL13A,0.6095679178833961,0.16129031777381897,0.243055559694767,0.16129031777381897,0.16129031777381897,0.059523805975914,0.5545774772763252,0.059523805975914,0.0
CFH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKN2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STMN1,0.0,0.6818181574344635,0.0,0.6818181574344635,0.6818181574344635,0.0,0.0,0.0,0.0
COL1A2,0.0,0.0,0.0,0.0,0.0,0.0,0.9979209899902344,0.0,0.0
KATNAL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNPDA1,0.0,0.0,0.8333333283662796,0.6818181574344635,0.0,0.6818181574344635,0.0,0.0,0.0
RNF186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THAP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNHIT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPYL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDRG1,0.5681817978620529,0.0,0.5681817978620529,0.0,0.0,0.0,0.5681817978620529,0.0,0.5681817978620529
CTRB1,0.98591548204422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRMD8,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
TMEM176A,0.0,0.8333333283662796,0.0,0.6818181574344635,0.0,0.0,0.0,0.6818181574344635,0.0
PTEN,0.0,0.45454543828964233,0.45454543828964233,0.0,0.0,0.0,0.45454543828964233,0.45454543828964233,0.6249999701976776
PHLDA1,0.7954545170068741,0.0,0.0,0.0,0.0,0.0,0.9134615063667297,0.0,0.0
NOL4,0.0,0.5681817978620529,0.5681817978620529,0.5681817978620529,0.0,0.0,0.0,0.5681817978620529,0.0
CREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIS3L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLT1,0.0,0.0,0.0,0.0,0.0,0.9523809552192688,0.0,0.0,0.0
LAMB1,0.0,0.0,0.0,0.0,0.6818181574344635,0.7738095223903656,0.8841463625431061,0.0,0.0
SOBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSM14A,0.0,0.0,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.0,0.0
TM4SF1,0.7317073345184326,0.0,0.0,0.0,0.7598039209842682,0.799180343747139,0.0,0.0,0.0
AFF1,0.0,0.0,0.7386363372206688,0.0,0.0,0.7386363372206688,0.0,0.0,0.6250000298023224
ARL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAP1,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.3869047462940216,0.6554878205060959,0.5443548262119293,0.05681817978620529,0.0
HNRNPA0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847
ATP6V1F,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.0
CHD9,0.0,0.17045453935861588,0.4464285597205162,0.4464285597205162,0.17045453935861588,0.17045453935861588,0.17045453935861588,0.4464285597205162,0.1041666716337204
AKR1B1,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
SCGN,0.0,0.6372549012303352,0.8492366597056389,0.6762295216321945,0.0,0.0,0.0,0.6097561120986938,0.0
SESTD1,0.0,0.0,0.0,0.0,0.8522726967930794,0.0,0.0,0.7291667014360428,0.0
PCDH9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1CC,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.0,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058
RALA,0.0,0.0,0.0,0.0,0.6818181574344635,0.6818181574344635,0.6818181574344635,0.0,0.0
HMGN2,0.05681817978620529,0.3273809403181076,0.3273809403181076,0.5443548262119293,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.3273809403181076,0.0
UGDH-AS1,0.0,0.24390244483947754,0.24390244483947754,0.24390244483947754,0.12096773833036423,0.12096773833036423,0.0,0.3921568766236305,0.0
GJB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FURIN,0.0,0.0,0.0,0.0,0.0,0.9523809552192688,0.0,0.0,0.0
COMMD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632,0.0
AGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCAM,0.0,0.0,0.0,0.0,0.0,0.9803921580314636,0.0,0.0,0.0
RHOBTB3,0.11363635957241058,0.11363635957241058,0.4166666492819786,0.5645161122083664,0.11363635957241058,0.0,0.11363635957241058,0.5645161122083664,0.11363635957241058
CBFB,0.0,0.0,0.0,0.6818181574344635,0.0,0.6818181574344635,0.0,0.6818181574344635,0.0
SP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
API5,0.0,0.0,0.5681817978620529,0.5681817978620529,0.5681817978620529,0.0,0.0,0.0,0.5681817978620529
STEAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANO5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOVL7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REV3L,0.0,0.5681817978620529,0.5681817978620529,0.5681817978620529,0.0,0.0,0.0,0.773809514939785,0.0
MAOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAG2,0.0,0.0,0.5681817978620529,0.5681817978620529,0.0,0.5681817978620529,0.0,0.5681817978620529,0.0
GMFB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLTP3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFI30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP56,0.0,0.0,0.0,0.0,0.0,0.7954545170068741,0.7954545170068741,0.0,0.0
ATIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR1D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMD5,0.0,0.0,0.0,0.7954545170068741,0.0,0.0,0.0,0.7954545170068741,0.0
TGM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSHZ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIGP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAK1,0.0,0.7386363372206688,0.7386363372206688,0.0,0.0,0.0,0.0,0.0,0.6250000298023224
WIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG16L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDHAF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP1G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPS11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCP1A,0.0,0.7386363372206688,0.0,0.0,0.0,0.7386363372206688,0.0,0.0,0.6250000298023224
ESYT1,0.0,0.7954545170068741,0.7954545170068741,0.0,0.0,0.0,0.0,0.0,0.0
TAF5L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHOD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKX2-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0
ANKFY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCAS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDFY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MADCAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB11FIP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCYAP1,0.0,0.0,0.9090908765792847,0.0,0.0,0.0,0.0,0.0,0.0
SEC23A,0.0,0.0,0.0,0.0,0.0,0.7954545170068741,0.7954545170068741,0.0,0.0
PDE5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHURC1,0.0,0.0,0.7954545170068741,0.7954545170068741,0.0,0.0,0.0,0.0,0.0
PRPF38B,0.0,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.3906249478459358
CEP350,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.0
MMP11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYLK,0.0,0.0,0.0,0.0,0.0,0.8928571417927742,0.7954545170068741,0.0,0.0
PPL,0.0,0.5681817978620529,0.5681817978620529,0.5681817978620529,0.0,0.0,0.0,0.5681817978620529,0.0
C1orf162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GINS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMG2,0.0,0.0,0.0,0.0,0.6818181574344635,0.6818181574344635,0.6818181574344635,0.0,0.0
SLPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000253203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSPRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTN3,0.28409089893102646,0.28409089893102646,0.28409089893102646,0.28409089893102646,0.28409089893102646,0.0,0.0,0.28409089893102646,0.2083333432674408
SLFN5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNF1A-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPB2,0.0,0.0,0.0,0.0,0.0,0.7954545170068741,0.7954545170068741,0.0,0.0
SPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YTHDC1,0.0,0.0,0.7386363372206688,0.7386363372206688,0.0,0.0,0.0,0.0,0.6250000298023224
HSP90B1,0.1715686246752739,0.030487805604934692,0.030487805604934692,0.030487805604934692,0.030487805604934692,0.3873239606618881,0.28688526153564453,0.0,0.030487805604934692
MRPS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGA6,0.6818181574344635,0.0,0.0,0.0,0.6818181574344635,0.6818181574344635,0.0,0.0,0.0
SGSM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APLNR,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
UGCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBX5,0.0,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.0,0.0,0.7142857015132904,0.0
YLPM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUCKS1,0.0,0.2822580561041832,0.4268292784690857,0.2822580561041832,0.119047611951828,0.0,0.119047611951828,0.4268292784690857,0.119047611951828
MMP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3GALT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PURB,0.0,0.0,0.5113636180758476,0.0,0.5113636180758476,0.5113636180758476,0.5113636180758476,0.0,0.4166666865348816
HIGD2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
KDM2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847
AMBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK5R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRIG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKN1C,0.0,0.0,0.9523809552192688,0.0,0.0,0.0,0.0,0.0,0.0
EIF4A2,0.059523805975914,0.24193547666072845,0.6045082211494446,0.24193547666072845,0.059523805975914,0.059523805975914,0.0,0.059523805975914,0.329861119389534
ATG13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPL1,0.0,0.0,0.6818181574344635,0.0,0.0,0.6818181574344635,0.0,0.6818181574344635,0.0
ENSG00000245910,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.0,0.11363635957241058,0.11363635957241058,0.11363635957241058
LAMC1,0.0,0.0,0.0,0.0,0.7142857164144516,0.7142857164144516,0.8536585569381714,0.0,0.0
DDX24,0.0,0.17045453935861588,0.4464285597205162,0.4464285597205162,0.17045453935861588,0.17045453935861588,0.1041666716337204,0.4464285597205162,0.17045453935861588
MAFA,0.0,0.0,0.9677419066429138,0.0,0.0,0.0,0.0,0.0,0.0
COL6A3,0.0,0.0,0.0,0.0,0.0,0.0,0.9952606558799744,0.0,0.0
PTK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPM1,0.31762295961380005,0.02016129344701767,0.2083333432674408,0.02016129344701767,0.2083333432674408,0.10670731961727142,0.5425824448466301,0.0,0.10670731961727142
DYRK2,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0
PAWR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMED3,0.0,0.7954545170068741,0.0,0.7954545170068741,0.0,0.0,0.0,0.0,0.0
ANKRD13C-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP2R5C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDIA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMARCA4,0.45454543828964233,0.0,0.45454543828964233,0.0,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.0,0.0
MAPRE1,0.05681817978620529,0.05681817978620529,0.5059523582458496,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.0
ZNF639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDK4,0.0,0.8231707513332367,0.0,0.5681817978620529,0.0,0.0,0.0,0.7661290094256401,0.5681817978620529
ZMYM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNB4,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0
CASC3,0.0,0.0,0.6818181574344635,0.0,0.0,0.6818181574344635,0.0,0.0,0.6818181574344635
DNAJC25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACE,0.0,0.0,0.0,0.0,0.0,0.9523809552192688,0.0,0.0,0.0
JAK1,0.119047611951828,0.0,0.119047611951828,0.0,0.119047611951828,0.7735148519277573,0.5514706075191498,0.119047611951828,0.24038460850715637
EGR1,0.0,0.0,0.0,0.5040322467684746,0.327380932867527,0.0,0.0,0.6250000149011612,0.19531246274709702
INHBA,0.0,0.0,0.0,0.0,0.0,0.0,0.9803921580314636,0.0,0.0
HADHB,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.0
PRRX1,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0
PPM1K,0.0,0.5113636180758476,0.5113636180758476,0.5113636180758476,0.0,0.0,0.0,0.5113636180758476,0.4166666865348816
MYO1B,0.22727271914482117,0.22727271914482117,0.0,0.22727271914482117,0.22727271914482117,0.22727271914482117,0.22727271914482117,0.22727271914482117,0.0
ZNF208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPOPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIPOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSGALNACT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWWP2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGM1,0.9090908765792847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGGT1,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.5059523582458496,0.0
VCAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL15,0.0,0.0,0.0,0.0,0.0,0.7954545170068741,0.7954545170068741,0.0,0.0
SNAPC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APEX1,0.5681817978620529,0.0,0.0,0.0,0.5681817978620529,0.5681817978620529,0.773809514939785,0.0,0.0
PGM3,0.0,0.0,0.0,0.0,0.0,0.0,0.8522726967930794,0.0,0.7291667014360428
CCNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23A,0.27663934230804443,0.15931373834609985,0.15931373834609985,0.15931373834609985,0.02016129344701767,0.02016129344701767,0.27663934230804443,0.15931373834609985,0.0
CUL3,0.0,0.0,0.6249999776482582,0.0,0.520833358168602,0.6249999776482582,0.6249999776482582,0.0,0.0
TRPA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN14,0.0,0.0,0.0,0.0,0.0,0.9523809552192688,0.0,0.0,0.0
COX5B,0.0,0.0,0.0,0.0,0.7954545170068741,0.7954545170068741,0.0,0.0,0.0
FGF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM97,0.9090908765792847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFR3A,0.0,0.2083333432674408,0.28409089893102646,0.28409089893102646,0.0,0.6249999850988388,0.28409089893102646,0.28409089893102646,0.28409089893102646
GPX8,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809552192688,0.0,0.0
CNTN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRBP1,0.8522726967930794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291667014360428
SLC14A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNF1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPX7,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0
HMGCS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
TUBB,0.2083333283662796,0.2083333283662796,0.2083333283662796,0.05681817978620529,0.5335365980863571,0.2083333283662796,0.5335365980863571,0.05681817978620529,0.0
PAEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIMAP7,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
DUSP1,0.5681817978620529,0.0,0.0,0.0,0.744047611951828,0.0,0.5681817978620529,0.0,0.6640624850988388
NDUFB4,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.5357142612338066,0.11363635957241058,0.11363635957241058,0.0
SUPT16H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZHX1,0.0,0.0,0.9090908765792847,0.0,0.0,0.0,0.0,0.0,0.0
ATRNL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPH1,0.0,0.0,0.0,0.0,0.0,0.476190447807312,0.0,0.0,0.0
PSMD7,0.34090907871723175,0.0,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.0,0.0
PTGR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPCAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHB2,0.0,0.0,0.0,0.0,0.476190447807312,0.0,0.0,0.0,0.0
PRR13,0.0,0.0,0.0,0.0,0.7954545170068741,0.7954545170068741,0.0,0.0,0.0
PCCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HHLA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR15L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIF,0.5681817978620529,0.0,0.0,0.0,0.5681817978620529,0.0,0.5681817978620529,0.0,0.5681817978620529
ITPRIP,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
FAM118B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXNDC17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAZAP2,0.22727271914482117,0.0,0.22727271914482117,0.22727271914482117,0.4761904627084732,0.6451612710952759,0.22727271914482117,0.0,0.4761904627084732
NDUFB2,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.0
CYC1,0.34090907871723175,0.34090907871723175,0.0,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.0,0.0
RPS6KC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CISD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCRIP,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.3869047462940216,0.3869047462940216,0.3869047462940216,0.05681817978620529,0.0
ONECUT2,0.0,0.0,0.0,0.0,0.9756097793579102,0.0,0.0,0.0,0.0
RBM26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTUB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
ZPLD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBTPS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
