,acinar,alpha,beta,delta,duct,endothelial,mesenchymal,pp,unclear
DYRK2,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
PAWR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FSIP2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
OGDH,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TMED3,0.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1
ANKRD13C-DT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PPP2R5C,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PDIA5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SMARCA4,1.1,0.1,1.1,0.1,1.1,1.1,1.1,0.1,0.1
MAPRE1,1.1,1.1,2.1,1.1,1.1,1.1,1.1,1.1,0.6
ZNF639,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PDK4,0.1,4.1,0.1,1.1,0.1,0.1,0.1,3.1,1.1
ZMYM4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
HLA-DMB,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
EGR3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CTBS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GNB4,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
CASC3,0.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1,1.1
DNAJC25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ACE,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1
JAK1,2.1,1.1,2.1,1.1,2.1,10.1,5.1,2.1,2.6
EGR1,1.1,1.1,1.1,3.1,2.1,1.1,1.1,4.1,1.5999999
INHBA,0.1,0.1,0.1,0.1,0.1,0.1,5.1,0.1,0.1
HADHB,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1
PRRX1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
PPM1K,0.1,1.1,1.1,1.1,0.1,0.1,0.1,1.1,0.6
MYO1B,1.1,1.1,0.1,1.1,1.1,1.1,1.1,1.1,0.1
ZNF208,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPOPL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
HPS4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PIPOX,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PSMD3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CSGALNACT1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PWWP2B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PGM1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PRPS1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
UGGT1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,2.1,0.6
VCAM1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MRPL15,0.1,0.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1
SNAPC1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BEX5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ICA1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
APEX1,1.1,0.1,0.1,0.1,1.1,1.1,2.1,0.1,0.1
PGM3,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.6
CCNA1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RPL23A,6.1,5.1,5.1,5.1,3.1,3.1,6.1,5.1,2.6
CUL3,0.1,0.1,1.1,0.1,0.6,1.1,1.1,0.1,0.1
TRPA1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GEM,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TSPAN14,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1
COX5B,0.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1,0.1
FGF9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TMEM97,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
S100A14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
EFR3A,0.1,0.6,1.1,1.1,0.1,2.1,1.1,1.1,1.1
GPX8,0.1,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1
CNTN4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RRBP1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
SLC14A2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
HNF1B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ITGA3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PCNA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GPX7,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
HMGCS1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
TUBB,2.1,2.1,2.1,1.1,4.1,2.1,4.1,1.1,0.6
PAEP,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GIMAP7,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
DUSP1,1.1,0.1,0.1,0.1,2.1,0.1,1.1,0.1,1.5999999
NDUFB4,1.1,1.1,1.1,1.1,1.1,2.1,1.1,1.1,0.1
SUPT16H,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ZHX1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1
ATRNL1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
HNRNPH1,1.1,1.1,1.1,1.1,1.1,2.1,1.1,1.1,1.1
PSMD7,1.1,0.1,1.1,1.1,1.1,1.1,1.1,0.1,0.1
PTGR2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LPCAT2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PLEKHB2,1.1,1.1,1.1,1.1,2.1,1.1,1.1,1.1,1.1
PRR13,0.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1,0.1
PCCB,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
HHLA2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PRR15L,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PPIF,1.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,1.1
ITPRIP,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
FAM118B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TXNDC17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
DAZAP2,1.1,0.1,1.1,1.1,2.1,3.1,1.1,0.1,2.1
NDUFB2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1
CYC1,1.1,1.1,0.1,1.1,1.1,1.1,1.1,0.1,0.1
RPS6KC1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TAF7,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
CISD3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GSR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SYNCRIP,1.1,1.1,1.1,1.1,2.1,2.1,2.1,1.1,0.6
ONECUT2,0.1,0.1,0.1,0.1,4.1,0.1,0.1,0.1,0.1
RBM26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GJB1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
OTUB1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ZPLD1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
UAP1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MBTPS2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLC2A6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TMEM258,1.1,2.1,1.1,1.1,1.1,1.1,1.1,1.1,0.6
LSS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SERPINA5,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1
CD4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TRNP1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
C1QB,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CLK2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAP43,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CA12,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PRPSAP1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLC29A1,0.1,1.1,1.1,0.1,0.1,0.1,0.1,1.1,0.1
PLOD2,0.1,0.1,1.1,0.1,0.1,0.1,3.1,1.1,0.6
KIAA0319,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TONSL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
DUSP4,1.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1
CANT1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
EPHX1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
GKN2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TGOLN2,2.1,2.1,3.1,2.1,3.1,2.1,2.1,2.1,1.5999999
KCNJ16,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RABGAP1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
YIPF4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PIGC,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLC44A2,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
FUBP1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
USP11,0.1,1.1,1.1,1.1,0.1,0.1,0.1,1.1,0.1
GSK3A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
IL1A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ERBB4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CYYR1,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1
GLA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RNF128,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ID1,0.1,0.1,1.1,0.1,1.1,8.1,0.1,2.1,1.0999999
EIF3H,1.1,0.1,1.1,1.1,1.1,1.1,1.1,0.1,0.1
ATP6V1H,0.1,0.1,1.1,1.1,0.1,0.1,0.1,0.1,0.6
EID2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MAGI1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
LPCAT3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ADAMDEC1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CLDN12,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
TMEM167A,0.1,1.1,1.1,1.1,0.1,1.1,1.1,0.1,0.6
GSTO2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
KRT6B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
NCSTN,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
MUC5B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RPS27,9.1,5.1,7.1,6.1,6.1,6.1,8.6,5.1,7.1000004
ZBTB40,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
INPP4A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GPS2,1.1,1.1,1.1,1.1,1.1,0.1,1.1,1.1,1.5999999
NOB1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
DDX55,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
HELZ,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1
RPL4,9.1,5.1,8.1,6.1,6.1,5.1,10.1,4.1,5.1
PARD6B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CAPG,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TMED2,2.1,1.1,1.1,1.1,1.1,1.1,2.1,1.1,1.1
TFAP2A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PSAP,2.1,4.1,5.1,4.1,5.1,4.1,3.6,4.1,2.1
TWIST2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
KRT8,2.1,0.1,0.1,0.1,5.1,0.1,0.1,0.1,1.1
ELF1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MBD1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
XRN2,0.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1
IGFBP3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PSMB2,0.1,0.1,0.1,0.1,1.1,0.1,0.6,0.1,0.6
SYT1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BACH1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ARX,0.1,2.1,0.1,0.1,0.1,0.1,0.1,2.1,0.1
KHDRBS1,1.1,1.1,1.1,1.1,1.1,2.1,1.1,1.1,1.1
UQCR10,0.1,1.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1
TLE1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
NOTCH4,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1
SMCHD1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
HCP5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
NKAP,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MR1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PRKCH,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
SEC23B,1.1,0.1,1.1,1.1,0.1,0.1,0.1,1.1,0.6
DCAF7,1.1,1.1,1.1,1.1,1.1,2.1,0.1,1.1,0.6
SLC6A14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SERPINA6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CBR4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
CIR1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
APBB3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GABARAPL2,1.1,2.1,2.1,2.1,1.1,2.1,1.1,2.1,1.1
ARF5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHTOP,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
ALS2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
EDARADD,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1
SYNJ2BP,0.1,0.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1
C5AR1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CCDC12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
UCHL5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLC9B2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CHD4,0.1,1.1,1.1,1.1,1.1,1.1,2.1,1.1,0.1
MGAT5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
NSRP1,0.1,1.1,1.1,1.1,0.1,1.1,1.1,1.1,0.1
CHI3L1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CD99L2,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
IWS1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
C12orf76,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
DLG3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FASN,0.1,0.1,0.6,0.1,0.1,0.1,1.1,0.1,0.1
BRD8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
HOPX,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CARHSP1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RNF168,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
IER2,1.1,0.1,0.1,1.1,1.1,2.1,0.1,0.1,2.6
VDAC3,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1
MRPL24,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CRCT1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ATP6V0C,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TGIF1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TREM2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TACC1,1.1,1.1,1.1,0.1,2.1,2.1,1.1,0.1,0.1
OSTM1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
EGFR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PTPRC,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TAOK1,0.1,1.1,2.1,1.1,1.1,1.1,1.1,1.1,0.6
MSL3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CLASP1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
PCP4,0.1,0.1,0.1,2.1,0.1,0.1,0.1,0.1,0.1
DCBLD2,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
NTS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TSPAN11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GUF1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MRPS23,0.1,0.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1
ZDHHC4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G0S2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ORMDL3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
KPNB1,1.1,1.1,1.1,1.1,1.1,1.1,2.1,1.1,1.1
PDXK,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
HLA-C,5.1,3.1,2.1,2.1,7.1,4.1,2.1,2.1,3.1
S100A8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LARP7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ECHS1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LGALS3BP,0.1,0.1,0.1,0.1,1.1,0.1,0.1,1.1,0.1
MTHFR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ERH,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.6
PFN1,2.1,2.1,1.1,1.1,3.6,5.1,6.1,1.5999999,0.6
ABLIM1,0.1,1.1,1.1,1.1,1.1,0.1,0.1,0.1,0.6
TMED5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TNFAIP6,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
DTX3L,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000244257,0.1,1.1,1.1,2.1,1.1,1.1,1.1,2.1,1.1
CAT,0.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1,0.1
CS,1.1,0.1,1.1,0.1,1.1,1.1,1.1,0.1,1.1
CDH17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GREM1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ZMPSTE24,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
ZMIZ1,0.1,0.1,1.1,0.1,1.1,1.1,0.1,1.1,0.1
SLC8A2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
DIRAS3,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1
PDIA6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
DLAT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MTFP1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
KIF13B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CCNG2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
VPS26A,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
EPHA2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MICAL3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
HES1,1.1,0.1,0.1,0.1,2.1,2.1,1.1,0.1,1.0999999
CKAP2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FZD3,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.6
TOMM34,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1
NOTCH2,0.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1
SNAP23,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.6
MRPS6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PPP2R3A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MAPKAP1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
LOXL1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SAT2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SERPINB3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SUPT5H,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
RPS4Y1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
KLF11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLTM,0.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
MBOAT7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ACTG1,17.1,4.1,8.1,6.1,17.1,13.1,16.1,4.1,8.1
ZC3H13,0.1,0.1,0.1,0.1,1.1,1.1,1.1,0.1,0.6
NOL8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TRAF3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PLK1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
HLA-A,5.1,10.1,5.1,6.1,11.1,9.1,4.6,6.1,6.1
PCMT1,0.1,1.1,1.1,1.1,0.1,0.1,0.1,1.1,1.1
RXRA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
GPR107,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
NCF2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CSNK1A1,0.1,1.1,1.1,1.1,1.1,2.1,1.1,0.1,1.5999999
KANSL2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SH3YL1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1
KCNK17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TSHZ3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GATA6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
NRBF2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
STAM,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MSL1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
HTRA3,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1
TSN,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
FRZB,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MT1F,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LCOR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
IRS2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
SIX3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CYP26B1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SON,1.1,2.1,3.1,3.1,2.1,3.1,2.1,2.1,3.1
KIF13A,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.6,0.1
RPS27L,1.1,0.1,1.1,0.1,1.1,1.1,1.1,0.1,0.6
EIF2AK4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
WSB1,1.1,1.1,1.1,1.1,2.1,2.1,1.1,1.1,1.1
VPS72,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SUCNR1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
HPN,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SRD5A3,1.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ANXA1,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.1,0.1
SP100,0.1,0.1,0.1,0.1,1.1,1.1,1.1,0.1,0.1
PRICKLE2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SPECC1L,0.1,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1
BTN3A3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PDE8B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
NAP1L1,1.1,1.1,2.1,1.1,1.1,2.1,3.1,1.1,1.1
PDS5B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
TIPARP,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
PARP4,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1
DPF2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ING2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CREG1,1.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.6
ECT2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ATP6V1C1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,1.1
BTF3,2.1,1.1,2.1,1.1,2.1,3.1,2.1,1.1,2.6
ECHDC2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
