,Activated CD4 T,Activated CD8 T,Adult Glia,BEST2+ Goblet cell,BEST4+ epithelial,CD8 Tmem,CX3CR1+ CD8 Tmem,Colonocyte,Contractile pericyte (PLN+),Cycling B cell,D cells (SST+),EC cells (TAC1+),EECs,Enterocyte,Goblet cell,I cells (CCK+),ILC3,IgA plasma cell,IgG plasma cell,L cells (PYY+),LEC1 (ACKR4+),LEC3 (ADGRG3+),LEC4 (STAB2+),LEC5 (CLDN11+),LEC6 (ADAMTS4+),LYVE1+ Macrophage,Lymphoid DC,MAIT cell,Macrophages,Mast cell,Mature arterial EC,Mature venous EC,Memory B,Mesothelium (PRG4+),Microfold cell,Monocytes,N cells (NTS+),NK cell,Naive B,Paneth,Pericyte,SELL+ CD4 T,SELL+ CD8 T,Stem cells,Stromal 1 (ADAMDEC1+),Stromal 1 (CCL11+),Stromal 2 (NPY+),Stromal 3 (C7+),T reticular,TA,TRGV2 gdT,TRGV4 gdT,TRGV5/7 gdT,Th17,Transitional Stromal 3 (C3+),Treg,Tuft,arterial capillary,cDC1,cDC2,cycling EC,gdT,mLN Stroma (FMO2+),myofibroblast,myofibroblast (RSPO2+),venous capillary
ALDH7A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33992082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCHF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15239926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9386071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC12A2,0.0,0.0,0.0,0.631492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9283402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6367995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISOC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45066625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HINT1,1.921705,1.7052208,0.0,1.5386989,1.3340564,1.870214,1.5934557,2.2306452,1.4490161,1.717046,1.4083891,1.7315854,1.1744907,1.8655792,1.1459317,1.884497,1.6187952,1.1351092,1.1423328,1.9764125,1.9890845,1.9933549,0.0,1.8154947,1.9060391,0.8409626,2.194197,1.8405569,0.8866317,0.0,1.3947186,1.459357,1.7028604,2.0286376,1.9085584,0.27664998,1.5927954,1.5493315,1.8087299,1.8921028,0.0,2.1283092,2.1053019,2.145865,0.0,0.0,0.68930554,1.1417084,1.2318081,1.8419021,1.5639107,1.5242248,1.8428634,1.231584,1.3539395,1.9567912,0.0,1.3748169,1.6859221,1.3488935,0.0,1.5267295,1.3070557,0.0,1.3439515,0.0
CDC42SE2,0.8347385,0.0,0.0,0.0,0.0,0.0,1.2132947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5802454,0.45970887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0332589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66442275,0.92111725,0.9839968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10524108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9844688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4HA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5783348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDLIM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47000596,0.0,0.0,0.0,0.0,0.29416564,0.0,0.0,0.0,0.0,0.0,0.0,1.9899216,0.0,1.0779607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1064109,0.0
SLC22A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83630276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF1,0.0,0.73113054,0.0,0.0,0.0,1.067894,1.45182,0.0,0.0,0.0,0.59475887,0.0,0.0,0.0,0.0,0.2785085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0511901,0.0,0.0,0.0,0.0,0.0,1.2940719,0.0,0.0,0.69655484,1.3338759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1911883,0.88259846,0.50479317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46307412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQCRQ,0.0,0.0,0.0,1.7454377,1.6600056,0.0,0.0,2.2989647,1.1979966,0.892885,1.4087366,1.9737406,1.6350666,2.1314864,1.5783223,1.7129432,0.0,0.56761193,0.75032043,1.6666505,1.0339117,0.8801305,0.0,1.284738,1.1122297,0.6688235,0.88596153,0.0,0.0,0.89791375,0.822484,0.0,0.0,0.9206947,2.0804508,1.1731193,1.4644217,0.0,0.0,1.5277717,1.0893945,0.0,0.0,1.92558,0.0,0.7706311,0.0,0.0,0.0,2.1914132,0.0,0.96576035,0.9385861,0.0,0.888054,0.0,0.0,0.0,0.80841994,0.59128654,0.0,0.62382156,0.79724514,0.0,1.3015,0.0
AFF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3404609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50184935,0.0,0.0,0.29305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89485896,0.0
HSPA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40888956,0.34009734,0.0,0.0,0.0,0.0,0.3418826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5orf15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18658425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDAC1,0.0,0.0,0.0,0.0,0.5211359,0.0,0.0,1.1271461,0.0,0.79369223,0.33432624,0.0,0.0,1.1122038,0.0,0.9589006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6868486,0.0,0.0,0.0,0.0,0.0,0.0,0.6457999,0.88323087,0.0,0.49699605,0.0,0.0,0.0,0.0,0.0,0.0,1.1107249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9531112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF7,0.7968393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9814677,1.20065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKP1,1.2978573,1.2494669,1.9837745,0.78456515,1.0417771,1.2462782,1.2362844,1.1149538,2.0264354,1.1209879,1.1431888,1.2822821,0.674002,0.7129689,0.73861396,0.992002,1.626183,0.0,0.0,1.3869122,1.6206374,1.4043769,0.0,1.9539909,1.563503,0.0,1.0208738,1.1847572,0.0,1.4816673,1.3303914,0.9696665,1.0642757,1.374559,0.9330505,0.0,0.49234697,1.3349359,1.1197777,0.0,1.6477609,1.3538353,1.2339575,1.3154442,0.0,1.7253947,1.435574,1.8053409,1.5571966,0.0,1.1678839,1.5146145,1.295947,1.1606151,1.4850245,1.3758428,0.0,1.3516891,0.8465901,0.0,0.0,1.2553152,1.6112244,1.828824,1.9792511,0.0
PPP2CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33688205,0.0,0.0,0.0,0.0,0.0,0.44127327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50911754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2B,1.0170906,0.0,0.0,0.0,0.0,0.0,1.0202241,0.0,0.0,0.0,0.46488488,0.0,0.0,0.0,0.0,0.5390347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55709136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71891016,0.40683186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98826385,0.8572964,0.0,0.0,0.5385928,0.0,0.0,0.0,0.0,0.0,0.0,0.77784705,0.0,0.0,0.0
CDKN2AIPNL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25578916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAR1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32379898,0.0,0.0,0.0,0.0,0.25397444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9781804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMLG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47256973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20680977,0.0,0.0,0.0,0.0,0.0,0.35717288,0.0,0.0,0.0,0.0,0.0,0.0,1.6191947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5680808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27742022,0.0,0.0,0.0,0.0,0.0,0.0,0.76952136,0.0,0.0,0.42812377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5orf24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22219583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXNDC15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60921955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACROH2A1,0.0,0.0,0.0,0.24791858,0.0,0.0,0.0,0.5625631,0.0,0.7970284,0.76999176,0.0,0.7216344,0.0,0.0,0.93791884,1.0075212,0.0,0.0,0.49972394,0.0,0.0,0.0,0.0,0.0,1.3694606,0.0,0.0,0.9387854,0.0,0.0,0.0,0.0,0.0,0.0,1.1918956,0.9784858,0.0,0.0,0.0,0.0,0.0,0.0,0.9269849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1688766,1.4226258,0.0,0.0,0.0,0.0,0.0,0.0
CXCL14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.329658,3.526898,2.9661045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4814999,4.0036144,2.1315427,0.0
TGFBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.447037,0.0,0.0,1.3763353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMAD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36559284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6649833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPA0,1.5047351,1.135436,0.0,0.0,0.0,1.349472,1.1553409,0.0,0.0,0.7702755,0.7036736,0.0,0.0,0.0,0.0,0.70813954,1.622679,0.0,0.0,1.0780537,0.0,0.0,0.0,1.0512983,0.0,0.0,0.0,1.3661706,0.0,0.0,0.0,0.0,0.8589376,0.77145475,0.0,0.0,0.0,0.53083736,1.1612767,0.0,0.0,0.87434727,1.3061813,0.6716498,0.0,0.0,0.0,1.0356665,1.5738363,0.0,1.0755975,1.3063778,1.1071026,1.5150704,0.9604434,1.2480226,0.0,0.0,0.0,0.0,0.0,1.0534959,1.2429774,0.0,0.96915305,0.0
BRD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15059829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GFRA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7607985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM53C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15234447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGR1,0.0,0.0,0.0,0.22339667,0.0,0.0,0.0,0.0,0.0,0.0,1.6667626,1.6101024,1.0979347,0.0,0.8502494,2.0804868,0.0,0.0,0.0,1.4372455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9584606,0.0,0.0,0.0,0.4992755,0.9067161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7508976,0.0,0.0,0.0
ETF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5692971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76956743,0.0,0.0,0.0,0.0,0.5209516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55449486,0.0,0.0,0.50045115,0.0,0.0,0.0,0.0,0.0,0.0,0.6314862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.070436,0.7673429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNA1,0.0,0.0,0.0,0.0,0.5604239,0.0,0.0,0.49668753,0.0,0.0,0.32223156,0.0,0.0,0.0,0.0,0.22013696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0906882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73355883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40115145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007239,0.0
SIL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47387868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAIP2,0.0,0.87984604,0.0,0.0,0.0,0.0,0.79649544,0.0,0.0,0.59078085,0.0,0.0,0.0,0.0,0.0,0.5206139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86344016,0.0,0.0,0.0,0.9068098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75001955,0.9222725,1.0249999,0.0,0.0,0.96427655,0.0,0.0,0.0,0.0,0.0,0.63182294,0.0,0.0,0.0,0.0
MZB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7180864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2926502,2.6252136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECSCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2998116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2D2,1.0052562,1.1289964,0.0,0.0,0.0,0.0,1.0243502,0.0,0.0,1.3986441,0.6018747,0.0,0.0,0.0,0.0,0.53980756,0.6996993,0.0,0.0,0.5837627,0.0,0.0,0.0,0.79797786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0323637,0.41979676,0.0,0.0,0.0,0.0,1.0445399,0.0,0.0,0.0,1.1984401,0.604108,0.0,0.0,0.0,0.0,0.0,0.0,1.2894192,1.1747601,1.1383607,1.4590366,0.0,1.1928456,0.0,0.0,0.0,0.0,0.0,1.1545584,0.0,0.0,0.0,0.0
CXXC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243182,0.0,0.0,0.0,0.0,0.15133235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9745256,0.0,0.0,0.0,0.0,0.0
