,author_cell_type_final,silhouette_score
IDA019_S2_cell_12,T cells,0.7184487926737819
IDA019_S2_cell_13,Goblet cells,0.16644346603908497
IDA019_S2_cell_14,Peri-goblet cells,0.5973016452860505
IDA019_S2_cell_15,Peri-goblet cells,0.5987906039382902
IDA019_S2_cell_16,Secretory cells (HLA-DQA1),0.32845695615609105
IDA019_S2_cell_19,Neutrophils & macrophages,0.7294929651218294
IDA019_S2_cell_23,Peri-goblet cells,0.45068876735790603
IDA019_S2_cell_26,Goblet cells,0.5277156678020777
IDA019_S2_cell_29,Peri-goblet cells,0.362513907005616
IDA019_S2_cell_31,T cells,0.7296466696628752
IDA019_S2_cell_37,Mast cells,0.9378635132234496
IDA019_S2_cell_38,Peri-goblet cells,0.42120541621280433
IDA019_S2_cell_39,Goblet cells,0.35613897638924885
IDA019_S2_cell_40,T cells,0.7419974503749189
IDA019_S2_cell_41,Goblet cells,0.4887067896502862
IDA019_S2_cell_43,Peri-goblet cells,0.5025726231662935
IDA019_S2_cell_45,Peri-goblet cells,0.5888258406884304
IDA019_S2_cell_47,T cells,0.47607069088779186
IDA019_S2_cell_48,Secretory cells (HLA-DQA1),0.31869771505706296
IDA019_S2_cell_49,Goblet cells,0.5635559238358889
IDA019_S2_cell_50,MT gene enriched cells,-0.012838485354503208
IDA019_S2_cell_52,Goblet cells,0.5379799613850612
IDA019_S2_cell_53,Peri-goblet cells,0.6027050655140621
IDA019_S2_cell_54,Neutrophils & macrophages,0.7209394002920415
IDA019_S2_cell_56,T cells,0.6891777363743569
IDA019_S2_cell_58,Peri-goblet cells,0.42780669086706224
IDA019_S2_cell_59,Peri-goblet cells,0.5565409095241679
IDA019_S2_cell_60,Goblet cells,0.5298350890934074
IDA019_S2_cell_63,Neutrophils & macrophages,0.7254516394883255
IDA019_S2_cell_64,Peri-goblet cells,0.46246878170834005
IDA019_S2_cell_67,Peri-goblet cells,0.5480892444351256
IDA019_S2_cell_70,Peri-goblet cells,0.5607788779539535
IDA019_S2_cell_73,Ionocytes,0.9802143889511499
IDA019_S2_cell_75,Neutrophils & macrophages,0.7991115992629505
IDA019_S2_cell_76,Peri-goblet cells,0.6077304001470539
IDA019_S2_cell_77,T cells,0.7433960061061358
IDA019_S2_cell_78,Goblet cells,0.20868721187023465
IDA019_S2_cell_79,Neutrophils & macrophages,0.7307606736377493
IDA019_S2_cell_80,Peri-goblet cells,0.515861084693675
IDA019_S2_cell_81,Dendritic cells,0.7817224532279148
IDA019_S2_cell_82,T cells,0.7424913044860292
IDA019_S2_cell_83,NK cells,-0.16221197671126808
IDA019_S2_cell_84,T cells,0.7326709899598577
IDA019_S2_cell_86,T cells,0.7132318046853768
IDA019_S2_cell_88,Peri-goblet cells,0.5648757081234369
IDA019_S2_cell_93,Basal cells,0.2743770470507573
IDA019_S2_cell_94,Goblet cells,0.30170658009773893
IDA019_S2_cell_95,Ionocytes,0.9862011760700005
IDA020_S2_cell_1,Secretory cells (HLA-DQA1),0.7067272523262548
IDA020_S2_cell_2,T cells,0.6994963652333568
IDA020_S2_cell_5,Secretory cells (HLA-DQA1),0.5798876480763249
IDA020_S2_cell_6,Secretory cells (HLA-DQA1),0.6160572383491222
IDA020_S2_cell_10,Secretory cells (HLA-DQA1),0.05565827150325564
IDA020_S2_cell_11,Secretory cells (HLA-DQA1),0.6947974866143939
IDA020_S2_cell_12,MT gene enriched cells,-0.8143889317020376
IDA020_S2_cell_15,Dendritic cells,0.7977142952722961
IDA020_S2_cell_17,Secretory cells (HLA-DQA1),0.6913422802782196
IDA020_S2_cell_19,Goblet cells,0.11330264864994133
IDA020_S2_cell_21,Maturing ciliated cells,0.8973561193098527
IDA020_S2_cell_22,Secretory cells (HLA-DQA1),0.7224467787421862
IDA020_S2_cell_24,Secretory cells (HLA-DQA1),0.7170404030332486
IDA020_S2_cell_25,Secretory cells (HLA-DQA1),0.7245864824478161
IDA020_S2_cell_26,Secretory cells (HLA-DQA1),0.6736420086347203
IDA020_S2_cell_28,Goblet cells,0.38755900913491315
IDA020_S2_cell_29,Goblet cells,0.28822063001708675
IDA020_S2_cell_30,Secretory cells (HLA-DQA1),0.7043848552909276
IDA020_S2_cell_31,Neutrophils & macrophages,0.8592873286869236
IDA020_S2_cell_32,Secretory cells (HLA-DQA1),0.7071622931524606
IDA020_S2_cell_33,Goblet cells,0.3140639286421944
IDA020_S2_cell_34,Dendritic cells,0.8883055247960361
IDA020_S2_cell_35,Secretory cells (HLA-DQA1),0.7148149829701756
IDA020_S2_cell_36,Mast cells,0.9479045103244146
IDA020_S2_cell_37,T cells,0.6746423492623087
IDA020_S2_cell_40,Goblet cells,0.405549804102333
IDA020_S2_cell_44,Goblet cells,0.37129492173654327
IDA020_S2_cell_45,Secretory cells (HLA-DQA1),0.43388943884388786
IDA020_S2_cell_46,Neutrophils & macrophages,0.8561264584666416
IDA020_S2_cell_47,Ionocytes,0.9841535803392056
IDA020_S2_cell_48,Mast cells,0.9490113391269637
IDA020_S2_cell_49,Goblet cells,-0.013185090028605224
IDA020_S2_cell_50,Goblet cells,0.23642538501271648
IDA020_S2_cell_51,Neutrophils & macrophages,0.8505545851591143
IDA020_S2_cell_52,Dendritic cells,0.8044445022339292
IDA020_S2_cell_55,Secretory cells (HLA-DQA1),0.72386139918885
IDA020_S2_cell_56,Goblet cells,0.20550894158990296
IDA020_S2_cell_57,Ciliated cells,0.9302650443181424
IDA020_S2_cell_58,Secretory cells (HLA-DQA1),0.7173209109001317
IDA020_S2_cell_59,T cells,0.7404586404470778
IDA020_S2_cell_60,Secretory cells (HLA-DQA1),0.7113073677479825
IDA020_S2_cell_63,Goblet cells,0.23128601562377604
IDA020_S2_cell_64,Mast cells,0.9387773854481362
IDA020_S2_cell_65,Dendritic cells,0.8287081598445829
IDA020_S2_cell_66,Secretory cells (HLA-DQA1),0.7070177816286743
IDA020_S2_cell_67,Maturing ciliated cells,0.9209911698220731
IDA020_S2_cell_68,Maturing ciliated cells,0.9226227097747999
IDA020_S2_cell_69,Goblet cells,0.3830107654994123
IDA020_S2_cell_70,Goblet cells,0.24076252204308832
IDA020_S2_cell_71,Secretory cells (HLA-DQA1),0.6955111633455823
IDA020_S2_cell_72,Secretory cells (HLA-DQA1),0.7221881424558276
IDA020_S2_cell_74,Maturing ciliated cells,0.8711751145938201
IDA020_S2_cell_75,MT gene enriched cells,-0.07536054239860954
IDA020_S2_cell_76,Secretory cells (HLA-DQA1),0.6912131142467263
IDA020_S2_cell_77,Goblet cells,0.2759320175476944
IDA020_S2_cell_78,Secretory cells (HLA-DQA1),0.7124770586957374
IDA020_S2_cell_79,T cells,0.6984914251261488
IDA020_S2_cell_81,Neutrophils & macrophages,0.8674055297200702
IDA020_S2_cell_82,T cells,0.7247906348469719
IDA020_S2_cell_83,Secretory cells (HLA-DQA1),0.6868694967781496
IDA020_S2_cell_84,MT gene enriched cells,-0.002951066984345077
IDA020_S2_cell_86,Secretory cells (HLA-DQA1),0.6527428303617551
IDA020_S2_cell_87,MT gene enriched cells,-0.026166766507695487
IDA020_S2_cell_90,Mast cells,0.9461901208931751
IDA020_S2_cell_91,Secretory cells (HLA-DQA1),0.6991478050437515
IDA020_S2_cell_92,MT gene enriched cells,0.00612912218428323
IDA020_S2_cell_93,Ionocytes,0.984106498563568
IDA020_S2_cell_94,Neutrophils & macrophages,0.8501020685387172
IDA020_S2_cell_96,T cells,0.7092214437859726
IDA025_S1_cell_2,Suprabasal cells,-0.7404730583332549
IDA025_S1_cell_5,Peri-goblet cells,-0.5356125671042764
IDA025_S1_cell_6,Secretory cells (HLA-DQA1),0.6135622582065555
IDA025_S1_cell_7,Basal cells,0.6379620844492151
IDA025_S1_cell_9,Goblet cells,0.12401342915371856
IDA025_S1_cell_10,Basal cells,-0.6638307110147381
IDA025_S1_cell_11,Secretory cells (HLA-DQA1),0.6816750486256209
IDA025_S1_cell_13,Goblet cells,0.1444883952508379
IDA025_S1_cell_14,Suprabasal cells,0.6356557805868887
IDA025_S1_cell_15,Club cells,0.3439220361700572
IDA025_S1_cell_16,T cells,0.7313995899102923
IDA025_S1_cell_17,Suprabasal cells,0.7103072597672949
IDA025_S1_cell_18,Secretory cells (HLA-DQA1),0.624680820670549
IDA025_S1_cell_19,T cells,0.7385153344665545
IDA025_S1_cell_20,Secretory cells (HLA-DQA1),0.3384021145713482
IDA025_S1_cell_22,Basal II cells,0.6015310652567157
IDA025_S1_cell_24,Secretory cells (HLA-DQA1),0.026000679286235676
IDA025_S1_cell_25,Basal II cells,0.21628984782415842
IDA025_S1_cell_26,Basal II cells,0.13449740851100303
IDA025_S1_cell_27,Basal II cells,0.06534070938255249
IDA025_S1_cell_28,Secretory cells (HLA-DQA1),0.67157209031841
IDA025_S1_cell_29,Goblet cells,0.016180082007866015
IDA025_S1_cell_30,Secretory cells (HLA-DQA1),0.7077004421590255
IDA025_S1_cell_31,Basal II cells,0.2905758799249402
IDA025_S1_cell_32,Basal II cells,-0.6270556411116556
IDA025_S1_cell_33,Basal II cells,-0.1433238383540807
IDA025_S1_cell_34,Secretory cells (HLA-DQA1),0.4279082707562377
IDA025_S1_cell_35,Basal II cells,0.16057070612146998
IDA025_S1_cell_36,Secretory cells (HLA-DQA1),0.5743018907176664
IDA025_S1_cell_37,Secretory cells (HLA-DQA1),0.6118612606204099
IDA025_S1_cell_38,Basal II cells,0.5427869393747159
IDA025_S1_cell_39,Neutrophils & macrophages,0.8610418583693974
IDA025_S1_cell_40,Secretory cells (HLA-DQA1),0.6621350823205449
IDA025_S1_cell_41,Basal II cells,0.41391022651450016
IDA025_S1_cell_42,Neutrophils & macrophages,0.8702462593065137
IDA025_S1_cell_43,Goblet cells,-0.057869389309967434
IDA025_S1_cell_44,Basal II cells,-0.5966501222385441
IDA025_S1_cell_45,Secretory cells (HLA-DQA1),0.5821811994925218
IDA025_S1_cell_46,Basal II cells,0.3064734316582844
IDA025_S1_cell_47,Secretory cells (HLA-DQA1),0.6537560878056231
IDA025_S1_cell_48,Neutrophils & macrophages,0.8428219142192362
IDA025_S1_cell_49,Neutrophils & macrophages,0.8256869698724896
IDA025_S1_cell_50,Secretory cells (HLA-DQA1),0.5946170149142003
IDA025_S1_cell_51,Secretory cells (HLA-DQA1),0.5702185610070472
IDA025_S1_cell_52,Basal cells,0.5715338539267737
IDA025_S1_cell_54,Neutrophils & macrophages,0.8691610221498334
IDA025_S1_cell_55,Basal cells,0.6133425171966571
IDA025_S1_cell_56,Secretory cells (HLA-DQA1),0.5085479352557015
IDA025_S1_cell_57,Secretory cells (HLA-DQA1),0.234638094112445
IDA025_S1_cell_58,Secretory cells (HLA-DQA1),0.7190914904600794
IDA025_S1_cell_59,T cells,0.724107113669829
IDA025_S1_cell_60,Basal II cells,0.6188262384866678
IDA025_S1_cell_61,Neutrophils & macrophages,0.8691666099732592
IDA025_S1_cell_62,Basal cells,0.5029073596445293
IDA025_S1_cell_64,Basal II cells,-0.23743733355498833
IDA025_S1_cell_65,Secretory cells (HLA-DQA1),0.6280687955927953
IDA025_S1_cell_66,Neutrophils & macrophages,0.8528009061099014
IDA025_S1_cell_67,Secretory cells (HLA-DQA1),0.7116226494183852
IDA025_S1_cell_68,Basal II cells,-0.3978843574368139
IDA025_S1_cell_69,Secretory cells (HLA-DQA1),0.5502595563910088
IDA025_S1_cell_70,Goblet cells,0.053495722296229634
IDA025_S1_cell_71,Neutrophils & macrophages,0.8419364910129048
IDA025_S1_cell_72,Secretory cells (HLA-DQA1),0.7112954664548362
IDA025_S1_cell_74,T cells,0.6825422272843485
IDA025_S1_cell_75,Secretory cells (HLA-DQA1),0.5481932358099182
IDA025_S1_cell_76,Secretory cells (HLA-DQA1),0.6757362582073659
IDA025_S1_cell_77,Neutrophils & macrophages,0.8692284691561293
IDA025_S1_cell_78,Maturing ciliated cells,0.9150068628139579
IDA025_S1_cell_79,Secretory cells (HLA-DQA1),0.5638087074125538
IDA025_S1_cell_81,Secretory cells (HLA-DQA1),0.6627312591936463
IDA025_S1_cell_82,Basal II cells,-0.49385404021701096
IDA025_S1_cell_83,Basal cells,0.6195189844146293
IDA025_S1_cell_84,Secretory cells (HLA-DQA1),0.6944081076439568
IDA025_S1_cell_85,Basal II cells,-0.0039436918065225614
IDA025_S1_cell_86,Basal cells,0.5947023947423877
IDA025_S1_cell_87,Suprabasal cells,0.779153598023864
IDA025_S1_cell_88,Basal cells,0.6287154170681433
IDA025_S1_cell_89,Secretory cells (HLA-DQA1),0.07384110326671951
IDA025_S1_cell_90,Basal cells,0.5614939388148519
IDA025_S1_cell_91,Basal II cells,-0.13269616545873753
IDA025_S1_cell_92,Neutrophils & macrophages,0.8468562937533086
IDA025_S1_cell_93,Secretory cells (HLA-DQA1),0.5032230526281014
IDA025_S1_cell_94,Secretory cells (HLA-DQA1),0.5737872801328485
IDA025_S1_cell_95,Goblet cells,0.25227191130171667
IDA025_S2_cell_3,Goblet cells,0.018584172718883088
IDA025_S2_cell_4,Secretory cells (HLA-DQA1),0.6408825045804377
IDA025_S2_cell_5,Basal II cells,0.6925051886171432
IDA025_S2_cell_6,Goblet cells,0.023778823209931167
IDA025_S2_cell_8,Basal II cells,0.4425917813844646
IDA025_S2_cell_10,Goblet cells,0.061073038965730575
IDA025_S2_cell_11,Secretory cells (HLA-DQA1),0.6392091680331351
IDA025_S2_cell_12,Secretory cells (HLA-DQA1),0.6282516023427903
IDA025_S2_cell_13,Basal II cells,0.6801337388061061
IDA025_S2_cell_14,Secretory cells (HLA-DQA1),0.7108795081576005
IDA025_S2_cell_15,Secretory cells (HLA-DQA1),0.6987290740795306
IDA025_S2_cell_16,Maturing ciliated cells,0.9234468614776029
IDA025_S2_cell_18,Secretory cells (HLA-DQA1),0.5272434219977901
IDA025_S2_cell_21,Secretory cells (HLA-DQA1),0.5688474645578449
IDA025_S2_cell_22,Neutrophils & macrophages,0.8441532332436824
IDA025_S2_cell_23,Secretory cells (HLA-DQA1),0.7152417618312239
IDA025_S2_cell_24,Basal II cells,-0.6262832978717572
IDA025_S2_cell_25,Neutrophils & macrophages,0.8301714500915872
IDA025_S2_cell_26,Secretory cells (HLA-DQA1),0.6887018918762804
IDA025_S2_cell_27,Secretory cells (HLA-DQA1),0.7044558031021934
IDA025_S2_cell_28,Secretory cells (HLA-DQA1),0.7202204491975278
IDA025_S2_cell_29,Neutrophils & macrophages,0.7753062836623245
IDA025_S2_cell_30,Secretory cells (HLA-DQA1),0.6569914918282751
IDA025_S2_cell_31,Secretory cells (HLA-DQA1),0.37827483691790503
IDA025_S2_cell_32,Secretory cells (HLA-DQA1),0.6882828453654699
IDA025_S2_cell_33,Secretory cells (HLA-DQA1),0.2503674792053695
IDA025_S2_cell_34,Secretory cells (HLA-DQA1),0.29500733405089985
IDA025_S2_cell_35,Basal cells,0.6604203284796709
IDA025_S2_cell_36,Goblet cells,0.07494812500184238
IDA025_S2_cell_37,Secretory cells (HLA-DQA1),0.574259456694751
IDA025_S2_cell_38,Secretory cells (HLA-DQA1),0.723673391471045
IDA025_S2_cell_39,Suprabasal cells,-0.8147038175858077
IDA025_S2_cell_40,Basal II cells,0.4318653291288172
IDA025_S2_cell_41,Dendritic cells,0.8880916872099587
IDA025_S2_cell_42,Dendritic cells,0.8889895916523921
IDA025_S2_cell_43,Basal cells,0.5439835431759156
IDA025_S2_cell_44,Secretory cells (HLA-DQA1),0.6893881453657733
IDA025_S2_cell_45,Basal II cells,0.15521654878573574
IDA025_S2_cell_46,Secretory cells (HLA-DQA1),0.6336788779685832
IDA025_S2_cell_47,Ciliated cells,0.961330265945031
IDA025_S2_cell_48,Secretory cells (HLA-DQA1),0.6215223587594617
IDA025_S2_cell_49,Secretory cells (HLA-DQA1),0.7171900906156874
IDA025_S2_cell_50,Secretory cells (HLA-DQA1),0.5622362350759453
IDA025_S2_cell_51,Secretory cells (HLA-DQA1),0.6997710918005143
IDA025_S2_cell_52,Secretory cells (HLA-DQA1),0.6485614218419414
IDA025_S2_cell_53,Suprabasal cells,0.7767710277189469
IDA025_S2_cell_54,Basal cells,0.6646786228878283
IDA025_S2_cell_55,Secretory cells (HLA-DQA1),0.6313434665334275
IDA025_S2_cell_57,Secretory cells (HLA-DQA1),0.6336885620846818
IDA025_S2_cell_58,Secretory cells (HLA-DQA1),0.561817067542739
IDA025_S2_cell_59,Basal II cells,0.2707098747054027
IDA025_S2_cell_60,Secretory cells (HLA-DQA1),0.5982216041760282
IDA025_S2_cell_61,Basal II cells,-0.03878146300174085
IDA025_S2_cell_62,Secretory cells (HLA-DQA1),0.6984271872642466
IDA025_S2_cell_63,Neutrophils & macrophages,0.8496879909557883
IDA025_S2_cell_64,Secretory cells (HLA-DQA1),0.36081395536449595
IDA025_S2_cell_66,Basal cells,0.6382759555052564
IDA025_S2_cell_67,Goblet cells,-0.23830340710845774
IDA025_S2_cell_68,Basal II cells,0.5610877538147617
IDA025_S2_cell_69,Goblet cells,0.21560011142924343
IDA025_S2_cell_70,Goblet cells,0.047343652240021475
IDA025_S2_cell_71,Secretory cells (HLA-DQA1),0.6924199712065396
IDA025_S2_cell_73,Secretory cells (HLA-DQA1),0.33076633894189367
IDA025_S2_cell_74,Goblet cells,0.010336524317943952
IDA025_S2_cell_75,Secretory cells (HLA-DQA1),0.6620958904729509
IDA025_S2_cell_76,Secretory cells (HLA-DQA1),0.6972470250987473
IDA025_S2_cell_80,Secretory cells (HLA-DQA1),0.7121284299343144
IDA025_S2_cell_81,Secretory cells (HLA-DQA1),0.5982527378473671
IDA025_S2_cell_82,Secretory cells (HLA-DQA1),0.7215357203375499
IDA025_S2_cell_83,Goblet cells,0.02247505516455245
IDA025_S2_cell_84,Secretory cells (HLA-DQA1),0.6659017765340156
IDA025_S2_cell_85,Maturing ciliated cells,0.8572685877203531
IDA025_S2_cell_86,Dendritic cells,0.8862785267231599
IDA025_S2_cell_87,Secretory cells (HLA-DQA1),0.6725351570479969
IDA025_S2_cell_89,Secretory cells (HLA-DQA1),0.6864198420801573
IDA025_S2_cell_90,Suprabasal cells,0.6660490342337384
IDA025_S2_cell_91,Secretory cells (HLA-DQA1),0.670690337470646
IDA025_S2_cell_92,Secretory cells (HLA-DQA1),0.6886849949816483
IDA025_S2_cell_95,Basal cells,0.6744916629038907
IDA025_S2_cell_96,Goblet cells,-0.058413431311043366
IDA026_S1_cell_9,Basal cells,0.5817430101930671
IDA026_S1_cell_12,Basal II cells,0.3885456429210523
IDA026_S1_cell_17,Basal II cells,-0.8612507166064518
IDA026_S1_cell_20,Basal cells,0.5709029823492925
IDA026_S1_cell_25,Club cells,0.7407392258955772
IDA026_S1_cell_26,T cells,0.6950303854267074
IDA026_S1_cell_27,Club cells,0.7428314294248929
IDA026_S1_cell_29,Club cells,0.739463905797982
IDA026_S1_cell_31,Club cells,0.6885610434888029
IDA026_S1_cell_32,Club cells,0.721812529762161
IDA026_S1_cell_33,Club cells,0.735271897052935
IDA026_S1_cell_34,Club cells,0.6531938454379783
IDA026_S1_cell_36,Basal II cells,0.5613915328172601
IDA026_S1_cell_38,Club cells,0.7156793572328095
IDA026_S1_cell_39,Basal II cells,0.632309011415727
IDA026_S1_cell_40,Club cells,0.7436535307520772
IDA026_S1_cell_41,Goblet cells,0.13090816674302175
IDA026_S1_cell_42,Club cells,0.5761711527496348
IDA026_S1_cell_44,Basal II cells,0.22461559750986282
IDA026_S1_cell_46,Basal cells,0.5513084551025087
IDA026_S1_cell_47,Basal cells,0.5556253778129687
IDA026_S1_cell_48,Club cells,0.7404016450559138
IDA026_S1_cell_49,Club cells,0.6843020796576291
IDA026_S1_cell_50,Basal cells,0.49440248709864815
IDA026_S1_cell_52,T cells,0.6998973312321904
IDA026_S1_cell_53,Club cells,0.7380990884496015
IDA026_S1_cell_54,Basal cells,0.49574282219587384
IDA026_S1_cell_55,Club cells,0.7006256512530684
IDA026_S1_cell_56,Goblet cells,0.25986912755224595
IDA026_S1_cell_57,Basal cells,0.558039844792716
IDA026_S1_cell_58,Basal II cells,0.6946041965020595
IDA026_S1_cell_59,Basal cells,0.5185221698977961
IDA026_S1_cell_60,Club cells,0.5326719988889914
IDA026_S1_cell_61,Club cells,0.7271947059337949
IDA026_S1_cell_64,Ciliated cells,0.9534768263170362
IDA026_S1_cell_67,Goblet cells,0.18735233121478387
IDA026_S1_cell_69,Ciliated cells,0.952795384668533
IDA026_S1_cell_70,Basal II cells,0.6722783381075644
IDA026_S1_cell_71,Basal cells,0.5685723103941707
IDA026_S1_cell_72,T cells,0.7211810150982728
IDA026_S1_cell_73,Club cells,0.517339198160533
IDA026_S1_cell_74,Basal II cells,0.5925338312400463
IDA026_S1_cell_75,Basal cells,0.5159029189756519
IDA026_S1_cell_76,T cells,0.7353967862605305
IDA026_S1_cell_78,Basal II cells,0.6114104425236006
IDA026_S1_cell_79,Basal II cells,0.4597365506499029
IDA026_S1_cell_80,Club cells,0.6173868393874915
IDA026_S1_cell_81,Club cells,0.7142998122049016
IDA026_S1_cell_83,Basal cells,0.4931073378830848
IDA026_S1_cell_85,Club cells,0.7434782322661772
IDA026_S1_cell_86,Club cells,0.41230824984509795
IDA026_S1_cell_87,Basal II cells,0.49402345968725847
IDA026_S1_cell_88,Basal II cells,0.6509373654026067
IDA026_S1_cell_90,Basal II cells,0.570598637114817
IDA026_S1_cell_91,Basal II cells,0.43328611395546346
IDA026_S1_cell_92,Goblet cells,0.22649960684469062
IDA026_S1_cell_94,Basal cells,0.6050921616669531
IDA026_S2_cell_2,Club cells,0.4839014349674151
IDA026_S2_cell_3,Club cells,0.7382375523964221
IDA026_S2_cell_4,Club cells,0.729075697736971
IDA026_S2_cell_5,Basal II cells,0.5836992438764941
IDA026_S2_cell_7,Club cells,0.6724126949017262
IDA026_S2_cell_9,Club cells,0.2645465166940464
IDA026_S2_cell_12,Basal cells,0.5188194125610998
IDA026_S2_cell_13,Club cells,0.6016957163797717
IDA026_S2_cell_14,Club cells,0.5781477084939999
IDA026_S2_cell_16,Club cells,0.5959464307776703
IDA026_S2_cell_20,Basal II cells,0.6613268296261282
IDA026_S2_cell_21,Club cells,0.7258414848647475
IDA026_S2_cell_22,Club cells,0.7020499917422992
IDA026_S2_cell_24,Basal II cells,0.5675039768315638
IDA026_S2_cell_25,Club cells,0.6913938585043918
IDA026_S2_cell_26,Basal cells,0.4901078546668542
IDA026_S2_cell_27,T cells,0.7124145866803129
IDA026_S2_cell_28,Goblet cells,0.09631874685366922
IDA026_S2_cell_29,Club cells,0.7249016226433699
IDA026_S2_cell_30,Basal II cells,0.6713074153705669
IDA026_S2_cell_32,Basal II cells,0.6220038352375492
IDA026_S2_cell_33,Basal cells,0.5355832684344958
IDA026_S2_cell_34,Club cells,0.7082103990811119
IDA026_S2_cell_35,Maturing ciliated cells,0.9038834551605904
IDA026_S2_cell_36,T cells,0.7236871104577806
IDA026_S2_cell_37,Club cells,0.6986992905056992
IDA026_S2_cell_38,Basal II cells,0.656576826666175
IDA026_S2_cell_40,Basal cells,0.5196349910621104
IDA026_S2_cell_41,Club cells,0.7027052394540239
IDA026_S2_cell_42,Club cells,0.47541629018474263
IDA026_S2_cell_43,Basal cells,0.6540065255332201
IDA026_S2_cell_44,Club cells,0.18125644956296544
IDA026_S2_cell_46,Ciliated cells,0.9616707648949184
IDA026_S2_cell_47,Basal II cells,0.6462476901357724
IDA026_S2_cell_48,Basal II cells,0.41329092991483557
IDA026_S2_cell_50,Basal cells,0.44989102931728875
IDA026_S2_cell_52,Club cells,0.565081215215778
IDA026_S2_cell_53,Basal cells,0.39341385130474665
IDA026_S2_cell_54,Basal cells,0.363953213493057
IDA026_S2_cell_55,Basal II cells,0.6005591277308715
IDA026_S2_cell_56,Basal cells,0.5444689793224988
IDA026_S2_cell_57,Basal II cells,0.5587072695271754
IDA026_S2_cell_58,Club cells,0.7285323267067201
IDA026_S2_cell_59,Basal cells,0.364354119071608
IDA026_S2_cell_60,Club cells,0.7267886861874758
IDA026_S2_cell_61,Club cells,0.6726066536936679
IDA026_S2_cell_62,Basal cells,0.5440197809334455
IDA026_S2_cell_63,Basal II cells,0.2754971220255357
IDA026_S2_cell_67,Club cells,0.679711400085275
IDA026_S2_cell_69,Goblet cells,0.24233563953078538
IDA026_S2_cell_71,Basal II cells,0.595134554266729
IDA026_S2_cell_72,Basal cells,0.46964076281974126
IDA026_S2_cell_74,Goblet cells,0.20311022018811292
IDA026_S2_cell_75,Club cells,0.7304400404718918
IDA026_S2_cell_77,Basal cells,0.465247676408672
IDA026_S2_cell_80,Basal cells,0.6780349154384322
IDA026_S2_cell_81,Club cells,0.706479075101773
IDA026_S2_cell_82,Basal II cells,0.5939397650284127
IDA026_S2_cell_83,Maturing ciliated cells,0.7410240580223794
IDA026_S2_cell_84,Basal cells,0.48583435872956543
IDA026_S2_cell_86,Basal II cells,0.5517345544516156
IDA026_S2_cell_87,Club cells,0.7234333912149095
IDA026_S2_cell_89,Club cells,0.5908468461712751
IDA026_S2_cell_90,Basal II cells,0.594648025782321
IDA026_S2_cell_91,Basal cells,0.5888637784196908
IDA026_S2_cell_92,Club cells,0.5725441855244858
IDA026_S2_cell_93,Basal II cells,0.6260479124666464
IDA027_S1_cell_2,Goblet cells,0.5141611519261914
IDA027_S1_cell_4,Goblet cells,0.43577129306979057
IDA027_S1_cell_5,Goblet cells,0.4463962284741857
IDA027_S1_cell_7,Peri-goblet cells,-0.08277837015950103
IDA027_S1_cell_8,Ciliated cells,0.948714312915099
IDA027_S1_cell_9,Goblet cells,0.5418406644314715
IDA027_S1_cell_10,Dendritic cells,0.8803662029332101
IDA027_S1_cell_11,Peri-goblet cells,0.5357267846936727
IDA027_S1_cell_12,Peri-goblet cells,0.3439540928097275
IDA027_S1_cell_14,Peri-goblet cells,0.267857205026488
IDA027_S1_cell_17,Goblet cells,0.512555545073248
IDA027_S1_cell_18,Goblet cells,0.3835570946204797
IDA027_S1_cell_20,Ionocytes,0.98317675557623
IDA027_S1_cell_21,Peri-goblet cells,0.48560510952153296
IDA027_S1_cell_22,Peri-goblet cells,0.605061743380512
IDA027_S1_cell_23,Goblet cells,0.3714760777383045
IDA027_S1_cell_24,Neutrophils & macrophages,0.8213268637254149
IDA027_S1_cell_25,Dendritic cells,0.8798624944275716
IDA027_S1_cell_26,Goblet cells,0.3311368431054657
IDA027_S1_cell_27,Peri-goblet cells,0.6010790041389085
IDA027_S1_cell_28,Neutrophils & macrophages,0.8190025034347026
IDA027_S1_cell_29,Peri-goblet cells,0.5196761089612939
IDA027_S1_cell_30,Basal II cells,0.7210153170650777
IDA027_S1_cell_31,Neutrophils & macrophages,0.8576768859727988
IDA027_S1_cell_33,Peri-goblet cells,0.6044711809097728
IDA027_S1_cell_34,Goblet cells,0.43737556907492314
IDA027_S1_cell_35,Neutrophils & macrophages,0.8140881745889348
IDA027_S1_cell_36,Peri-goblet cells,0.446852707102643
IDA027_S1_cell_37,Basal cells,0.17541495079499245
IDA027_S1_cell_38,Neutrophils & macrophages,0.8298397079160305
IDA027_S1_cell_39,Goblet cells,0.31013674800183905
IDA027_S1_cell_40,Neutrophils & macrophages,0.868581428107882
IDA027_S1_cell_43,Basal cells,0.28910208021470846
IDA027_S1_cell_44,Goblet cells,0.36193876398502944
IDA027_S1_cell_45,Peri-goblet cells,0.6044587017482047
IDA027_S1_cell_47,Goblet cells,0.4856848582109344
IDA027_S1_cell_48,Peri-goblet cells,0.5980061825702891
IDA027_S1_cell_49,Dendritic cells,0.8870161435122127
IDA027_S1_cell_50,Peri-goblet cells,0.37377609354162944
IDA027_S1_cell_51,Peri-goblet cells,0.439927282669522
IDA027_S1_cell_52,Neutrophils & macrophages,0.8223608934135906
IDA027_S1_cell_53,Peri-goblet cells,0.5992777042554702
