,author_cell_type,silhouette_score
36758,MNP-a/classical monocyte derived,0.22926070685321337
36759,Proximal tubule,-0.03167359130978533
36762,Proximal tubule,0.09071325456691119
36763,B cell,0.6854294108682316
36765,Thick ascending limb of Loop of Henle,0.2116977198725878
36771,Proximal tubule,0.07038229562247388
36772,Proximal tubule,0.13232534315549113
36773,Proximal tubule,0.10878918628657057
36774,Proximal tubule,0.10984732784653214
36775,Proximal tubule,0.05726559433427677
36777,NK cell,0.33605271920617535
36779,Proximal tubule,0.030450749390992796
36782,B cell,0.6490087644158695
36783,Proximal tubule,0.018214141918615992
36785,Proximal tubule,0.09271402520285241
36787,Proximal tubule,0.12167792966832011
36791,Proximal tubule,0.05229958199960353
36794,Glomerular endothelium,0.804672427042818
36797,Myofibroblast,-0.09804874785096028
36798,Proximal tubule,0.0978585756795626
36799,Proximal tubule,0.014730946598223276
36803,Proximal tubule,0.02899230046553326
36804,Distinct proximal tubule 2,-0.8037800046115463
36805,CD4 T cell,-0.317848820103001
36806,Proximal tubule,-0.179026451725375
36812,Proximal tubule,0.015134647913059865
36817,Peritubular capillary endothelium 1,-0.023958832942912924
36819,Proximal tubule,0.0004481888318482554
36820,CD4 T cell,-0.18922175944423636
36822,Proximal tubule,0.11285706097968248
36824,Proximal tubule,0.1047342666227956
36825,Proximal tubule,0.0248496833151216
36826,Proximal tubule,0.04668096577032425
36827,CD4 T cell,0.056929826742984115
36832,NKT cell,0.026931407790340842
36835,Proximal tubule,0.09926094609404315
36837,Proximal tubule,0.0998030443906318
36839,B cell,0.65679329151694
36842,Epithelial progenitor cell,0.05679254635565139
36843,NK cell,-0.13333217397473773
36844,Proximal tubule,-0.07540250908082245
36845,B cell,0.4710420970015785
36847,Proximal tubule,0.04842491911523569
36848,CD4 T cell,-0.2036138935691473
36853,CD4 T cell,-0.08179338220998121
36854,Glomerular endothelium,0.5204652898338064
36855,CD8 T cell,-0.016574051056242003
36856,Proximal tubule,0.09582412539270144
36857,Proximal tubule,0.09395692552398653
36861,Glomerular endothelium,0.7745445824377745
36864,CD8 T cell,0.18339232480205908
36865,NKT cell,0.11001562141755596
36867,Proximal tubule,-0.9570045778057562
36870,NKT cell,-0.0181149847890459
36871,Myofibroblast,-0.32480940702433264
36872,Proximal tubule,0.05063453170047751
36873,Glomerular endothelium,0.7935719060964338
36875,Proximal tubule,-0.012348116297243195
36876,Proximal tubule,0.021269014567927465
36877,Proximal tubule,-0.16518679258263674
36878,Peritubular capillary endothelium 1,-0.16873675765754453
36881,Proximal tubule,0.10283897463426864
36882,Proximal tubule,0.12343828693551508
36883,CD4 T cell,-0.13457011185702195
36884,MNP-b/non-classical monocyte derived,0.26054170422431444
36886,MNP-b/non-classical monocyte derived,0.36301318054698595
36889,NKT cell,-0.05305304611764916
36894,Proximal tubule,0.0445555954974901
36896,B cell,0.7652737391201739
36897,Glomerular endothelium,0.25753621509037045
36899,CD4 T cell,-0.09998312783778823
36901,NKT cell,-0.24137299631985548
36903,Proximal tubule,-0.08141061782273996
36907,CD4 T cell,0.06101044257074707
36908,Proximal tubule,0.10830214571683751
36910,Proximal tubule,0.12162537807056065
36914,Proximal tubule,0.12070493197210107
36915,MNP-a/classical monocyte derived,-0.0654880257924213
36916,Proximal tubule,0.04171841786193428
36917,CD8 T cell,0.02328043291262216
36919,CD4 T cell,-0.021600819243299787
36921,Proximal tubule,-0.08175787979765334
36923,NK cell,0.3241720038295344
36927,Type B intercalated cell,0.14383304894154775
36936,Proximal tubule,0.11673542535306497
36937,B cell,0.2336243742141567
36938,CD4 T cell,-0.049546281525999894
36939,Proximal tubule,0.09179551095099096
36940,CD8 T cell,-0.05669938686767799
36942,Proximal tubule,0.11156967296694195
36945,Proximal tubule,-0.4651083627502418
36946,Proximal tubule,-0.3093129778755275
36947,NK cell,0.2728661850866912
36950,Proximal tubule,0.016280575130133073
36954,Proximal tubule,0.11703567472066946
36955,CD8 T cell,-0.08822847575285972
36957,CD8 T cell,-0.22280443344205061
36960,B cell,0.7612621615589827
36962,Peritubular capillary endothelium 2,0.4576779339606195
36966,Proximal tubule,0.12386690461699998
36967,Proximal tubule,-0.0802432008562652
36969,Peritubular capillary endothelium 1,0.3249102820461326
36971,MNP-a/classical monocyte derived,-0.27585163868000406
36972,NK cell,-0.009616218623935507
36974,Proximal tubule,-0.026991750498541765
36976,Proximal tubule,0.11713640703106523
36977,CD4 T cell,0.06397829038924283
36978,CD4 T cell,0.0702934119515769
36980,Proximal tubule,0.06272008818068801
36982,Glomerular endothelium,0.8125110398349884
36983,Proximal tubule,0.0168363871289858
36985,CD8 T cell,0.03391204049822548
36987,CD4 T cell,-0.1217458390231885
36991,Proximal tubule,0.11213643010837526
36993,CD8 T cell,-0.389873496545825
36996,Proximal tubule,0.022749180722046326
36997,CD4 T cell,-0.12621440691272146
36998,CD8 T cell,-0.21001722787266588
36999,NK cell,0.21945463810865384
37000,Proximal tubule,-0.021276542065639822
37001,Proximal tubule,0.07706284283966654
37002,Proximal tubule,-0.034933970380295463
37004,Epithelial progenitor cell,0.46091408213049717
37005,Proximal tubule,0.134966385781988
37006,Proximal tubule,-0.47727027478356693
37012,Peritubular capillary endothelium 1,-0.07905372009993701
37015,Proximal tubule,0.02938056457782864
37016,Proximal tubule,0.09597667341231357
37017,Distinct proximal tubule 2,-0.8560035026543036
37019,Ascending vasa recta endothelium,-0.368680126514673
37020,Peritubular capillary endothelium 2,0.3767031026341049
37021,Proximal tubule,0.0852523985446288
37024,B cell,0.6394108144314731
37025,Proximal tubule,-0.006633716042729179
37026,CD4 T cell,-0.24636577078826183
37028,Proximal tubule,-0.019230215317924182
37029,Epithelial progenitor cell,-0.21238056906745215
37034,Proximal tubule,-0.30656088247056584
37038,CD4 T cell,-0.31497579409366355
37039,Proximal tubule,0.003937758141075196
37041,Proximal tubule,0.12756719809756972
37043,Proximal tubule,0.13146575154597065
37047,Proximal tubule,-0.07815096680458548
37050,Peritubular capillary endothelium 1,-0.08916487026516472
37059,Connecting tubule,0.17137223745750702
37061,Proximal tubule,0.12152641955380943
37062,Proximal tubule,0.11570619735096159
37063,Proximal tubule,-0.11983899111350435
37065,CD4 T cell,-0.13208400423780095
37067,NK cell,0.3297880726519379
37068,Proximal tubule,0.12359647732054845
37070,Thick ascending limb of Loop of Henle,0.26652723149211893
37072,Neutrophil,0.4792005652940263
37073,Proximal tubule,-0.016552689185573906
37075,Proximal tubule,0.051692730985819856
37076,Proximal tubule,0.10653938794170272
37077,CD4 T cell,-0.061464770911647676
37081,Proximal tubule,0.11000407584772862
37083,Proximal tubule,-0.02601994377933684
37084,Proximal tubule,0.027254019086951065
37091,Proximal tubule,0.08356732657799586
37093,MNP-c/dendritic cell,0.22222744482512719
37095,B cell,0.7606267410419378
37097,Glomerular endothelium,0.7722810922483891
37098,Proximal tubule,0.11129758191198612
37101,CD4 T cell,-0.1411178788294809
37102,Proximal tubule,0.05121587568467938
37103,MNP-d/Tissue macrophage,0.3175697576387486
37105,NK cell,0.3150095636783342
37106,Proximal tubule,0.1251895123216608
37107,Myofibroblast,-0.46299019129090013
37108,Proximal tubule,0.04876019193938576
37110,Epithelial progenitor cell,0.11201867081244102
37111,NK cell,0.3096449680905784
37113,MNP-c/dendritic cell,0.36404884140339694
37114,Proximal tubule,-0.0808302188980144
37115,Proximal tubule,0.12156145506951442
37118,MNP-b/non-classical monocyte derived,0.13092170843332054
37119,CD8 T cell,0.17697606782154737
37120,Proximal tubule,0.12471118626462005
37122,NK cell,0.0766092361768754
37123,Glomerular endothelium,0.7888088374390948
37124,Proximal tubule,0.03991453419153713
37129,Proximal tubule,0.11212739564098297
37131,B cell,0.6731073681275452
37132,Peritubular capillary endothelium 1,-0.41599284471934395
37134,Proximal tubule,0.03019972703471897
37136,Descending vasa recta endothelium,-0.21720354066058928
37137,Proximal tubule,0.12166049721537668
37138,Proximal tubule,-0.05224334782088683
37139,Proximal tubule,0.12431977423399193
37140,Proximal tubule,0.1337082496939802
37141,CD4 T cell,-0.04343443175046044
37148,CD4 T cell,-0.0952659684281356
37152,Proximal tubule,0.12946159573006966
37156,Proximal tubule,0.1286886980928661
37161,Proximal tubule,0.11720428248924375
37165,Connecting tubule,0.08360104317509864
37166,Proximal tubule,0.0804740101369741
37168,NK cell,0.10893504036918615
37171,Type A intercalated cell,-0.24008838888773806
37174,NKT cell,0.09466703685715927
37176,B cell,0.7085769103202985
37181,Proximal tubule,-0.1956672989477606
37185,Proximal tubule,0.03678813423284316
37189,Proximal tubule,0.08322832598123837
37195,Proximal tubule,0.11837315581125267
37196,CD4 T cell,-0.029456306502574935
37198,Proximal tubule,0.027279557400317157
37200,CD8 T cell,0.1751553195050278
37201,Proximal tubule,-0.07574719936663937
37202,CD8 T cell,0.016239477828679568
37204,CD4 T cell,-0.26319938751286137
37206,Proximal tubule,0.1309099082546577
37207,CD4 T cell,-0.5049442474290446
37208,MNP-b/non-classical monocyte derived,0.35209087529581407
37209,Proximal tubule,0.07761953441329152
37210,Proximal tubule,0.11905206528631337
37213,NKT cell,-0.02041726249978809
37215,Proximal tubule,0.10988718759282569
37216,CD4 T cell,-0.06819359710855269
37219,Indistinct intercalated cell,0.3836315494944604
37220,Mast cell,-0.7341029638038398
37222,NK cell,0.21942463787597086
37223,Proximal tubule,0.10730656137364462
37224,CD4 T cell,-0.10378778204993605
37227,Proximal tubule,0.04904131917003575
37228,Descending vasa recta endothelium,-0.3368110986318571
37229,Proximal tubule,-0.07662918945579301
37230,NK cell,0.08741465099319648
37232,CD4 T cell,-0.10615062670492244
37235,NK cell,0.3221732516567128
37237,Proximal tubule,0.12371770576475587
37239,Proximal tubule,0.1139787886833368
37241,CD4 T cell,-0.1432256153459225
37243,Proximal tubule,0.11622646912961433
37244,Proximal tubule,0.13062131379654504
37245,Neutrophil,0.7337139690704527
37246,Proximal tubule,-0.049456781676203196
37247,NKT cell,0.12416178436110456
37248,Proximal tubule,-0.4964797008623841
37250,Proximal tubule,0.021424013609912283
37252,NK cell,0.2390476803751371
37254,Proximal tubule,-0.1838620670929115
37255,Proximal tubule,0.09747403221384074
37259,CD4 T cell,-0.06586127549503044
37261,Proximal tubule,0.0577842209292623
37262,CD4 T cell,-0.08707908416636914
37263,NKT cell,0.17350523171860802
37267,Proximal tubule,0.08535994773174953
37272,Proximal tubule,-0.0809412592617634
37273,Proximal tubule,0.06398834891257459
37274,CD4 T cell,-0.017123693832707235
37275,MNP-a/classical monocyte derived,0.28064945388293955
37276,MNP-c/dendritic cell,-0.6032621717315634
37277,Myofibroblast,-0.2656388429728974
37278,CD4 T cell,-0.06736727557169153
37280,Proximal tubule,0.08820353612088626
37284,Proximal tubule,0.017982419201283847
37288,Proximal tubule,0.1315539397890107
37289,Proximal tubule,0.1137328168588939
37290,Proximal tubule,0.09346218094859256
37291,Proximal tubule,-0.08163721983598658
37292,Proximal tubule,0.017915242173356105
37293,NK cell,-0.13739647473847508
37294,NKT cell,-0.2905517448627364
37296,Type A intercalated cell,0.36743217376137843
37298,Proximal tubule,0.1000484932082146
37300,CD4 T cell,-0.404682729754213
37302,NK cell,-0.06970890286455007
37303,Descending vasa recta endothelium,-0.2675934923361916
37304,B cell,0.7560105323752832
37307,Glomerular endothelium,0.3091043622353622
37308,Proximal tubule,0.052743760317010245
37311,Descending vasa recta endothelium,-0.36137894933653314
37312,Proximal tubule,-0.005219391763091283
37313,CD8 T cell,-0.01761000815653475
37314,Connecting tubule,-0.03415047456420956
37315,CD8 T cell,-0.19808002640080757
37325,Proximal tubule,0.12626158527636008
37327,CD4 T cell,-0.43036508878795005
37328,CD4 T cell,-0.05034249092979724
37329,Peritubular capillary endothelium 1,-0.18936672823200704
37330,Proximal tubule,-0.08021347414697547
37331,Proximal tubule,0.06956596308099276
37332,Proximal tubule,0.09284389533069999
37334,Proximal tubule,0.08860493632800229
37335,CD4 T cell,0.05844321623189669
37337,NKT cell,0.18003141804868109
37338,Proximal tubule,0.09835776123336312
37340,Peritubular capillary endothelium 1,-0.10025967615984392
37342,B cell,0.6425646131500399
37343,Ascending vasa recta endothelium,0.22512006045638958
37345,CD4 T cell,-0.10177351544127963
37346,Proximal tubule,0.11358950953691155
37347,CD4 T cell,-0.7570757068133052
37349,CD8 T cell,0.14653931645232451
37352,CD4 T cell,0.09777883428039254
37353,B cell,0.6693351815696595
37355,Proximal tubule,0.059357276259997184
37358,Proximal tubule,-0.5089082250496418
37362,Proximal tubule,-0.2843142972630822
37364,Proximal tubule,0.13562879001458217
37365,Proximal tubule,-0.2088282069132702
37366,Type A intercalated cell,0.34699030926177254
37367,CD4 T cell,-0.24675057745563486
37369,Proximal tubule,0.07273413413395409
37370,MNP-b/non-classical monocyte derived,0.36112015735652575
37371,CD4 T cell,-0.06528779519066798
37374,Epithelial progenitor cell,-0.23513506146902838
37375,Proximal tubule,0.0929185009150091
37377,Ascending vasa recta endothelium,0.18749861798868714
37378,MNP-c/dendritic cell,0.11413874754919248
37380,CD4 T cell,-0.3805900654792213
37381,Glomerular endothelium,0.7387301941201038
37382,Epithelial progenitor cell,-0.1746842754721794
37384,Proximal tubule,0.008815939621145689
37385,Proximal tubule,-0.08126748962680258
37388,Proximal tubule,-0.07806683095514545
37389,Proximal tubule,0.11311471478306834
37390,B cell,0.645420416604779
37392,Proximal tubule,0.04819486274529692
37393,Epithelial progenitor cell,0.4592004567411582
37394,Proximal tubule,0.12430167404501803
37395,Proximal tubule,0.1254643051627028
37398,NKT cell,-0.031694000125022326
37400,Proximal tubule,-0.08242661070730785
37403,CD8 T cell,-0.10940980035498328
37405,Proximal tubule,-0.03741103624124506
37407,Epithelial progenitor cell,0.17453322054202886
37409,B cell,0.7555702448246019
37411,Type A intercalated cell,0.32174563110086246
37414,Thick ascending limb of Loop of Henle,0.4312158236605435
37416,Proximal tubule,0.10389620123758281
37417,MNP-c/dendritic cell,0.10248913265713405
37418,Proximal tubule,-0.07875096336545695
37420,Proximal tubule,0.004866805759131083
37421,Proximal tubule,0.04814155976674245
37422,Proximal tubule,-0.08097942930833257
37423,CD4 T cell,-0.10400360101817498
37429,CD8 T cell,-0.5280739594606676
37430,Proximal tubule,0.10100145722507373
37431,Proximal tubule,0.10692686448248713
37432,Proximal tubule,0.11419463402023858
37433,CD8 T cell,0.0011839658710092677
37434,NK cell,0.3141282211668601
37435,MNP-b/non-classical monocyte derived,-0.512721810255143
37436,CD8 T cell,0.02887024854010195
37438,Thick ascending limb of Loop of Henle,-0.7937775726337417
37439,Proximal tubule,0.00871653490098753
37440,Proximal tubule,0.09209581923303128
37443,Peritubular capillary endothelium 2,0.4194477991927781
37447,Proximal tubule,-0.016933085283390506
37453,Proximal tubule,0.044112397720030956
37455,Proximal tubule,-0.004214511480891999
37460,Proximal tubule,0.10861300713707418
37462,Peritubular capillary endothelium 1,0.24064865787488704
37463,Proximal tubule,-0.08236916397861088
37467,CD4 T cell,-0.005925326445148098
37468,Proximal tubule,-0.02985423815210372
37470,CD4 T cell,-0.1222984184452118
37471,Type A intercalated cell,0.30894918770429375
37472,Proximal tubule,-0.0004589908335689326
37474,MNP-c/dendritic cell,0.07734109928165989
37475,Proximal tubule,-0.036192644053739675
37476,Proximal tubule,0.11094550935313542
37477,Proximal tubule,0.1007071922589752
37479,Proximal tubule,0.08039419785241764
37480,Epithelial progenitor cell,0.5784582620653688
37481,CD4 T cell,0.009833807013787612
37482,Proximal tubule,0.10131813431230383
37486,Proximal tubule,0.09767623141088409
37488,B cell,0.6521437212542395
37489,Proximal tubule,0.01384337270999338
37491,Proximal tubule,0.12160401985461655
37498,Proximal tubule,0.017879541446081948
37499,Proximal tubule,0.00086287221477837
37501,Myofibroblast,-0.19681633838291418
37507,Proximal tubule,0.10706297299817266
37509,CD8 T cell,-0.023010967687442336
37510,B cell,0.1969513316314218
37513,NKT cell,-0.09690831830184331
37517,Proximal tubule,-0.08182243368046307
37520,CD8 T cell,0.22996991509282033
37521,Proximal tubule,0.07912242727728615
37522,Epithelial progenitor cell,0.1984500994446917
37523,Proximal tubule,0.1100997642928023
37525,Proximal tubule,0.07872073824964279
37526,NK cell,0.2861403655382479
37530,Peritubular capillary endothelium 2,0.21298330709308447
37531,Proximal tubule,0.12683708776621938
37532,CD8 T cell,0.06575145663565297
37533,Proximal tubule,-0.5406916711663309
37534,NK cell,0.2610561478439023
37536,NK cell,0.26249990324720934
37537,Proximal tubule,-0.08183532585103044
37538,Glomerular endothelium,0.5540883248718426
37539,CD4 T cell,-0.25665492896682685
37541,Glomerular endothelium,0.6563046544427653
37544,Proximal tubule,0.08920663107051569
37545,Proximal tubule,0.0009291265762214445
37551,NKT cell,0.10467643668916103
37552,Proximal tubule,-0.07988154043473561
37553,CD4 T cell,-0.2965704166953864
37559,Glomerular endothelium,0.7959076182244583
37560,Proximal tubule,0.10905112700567253
37562,Type A intercalated cell,0.23410802556386923
37570,Proximal tubule,-0.06469883576913041
37572,Proximal tubule,-0.03272841657039106
37573,MNP-a/classical monocyte derived,-0.5786722126032458
37574,Proximal tubule,-0.017698509797949662
37576,CD4 T cell,-0.10679191643421758
37577,CD4 T cell,-0.16215222567658627
37578,Proximal tubule,0.12086627517218825
37580,Proximal tubule,0.07627245800554278
37585,Glomerular endothelium,0.7992873257806553
37586,B cell,0.7386686496296295
37589,Proximal tubule,0.13355514182380948
37592,B cell,0.7588822040770892
37594,NK cell,-0.11140896762322476
37598,Proximal tubule,0.09836717442106345
37600,Proximal tubule,0.13406964241271796
37601,Proximal tubule,-0.4859673084328539
37604,NK cell,0.04432499975435294
37605,B cell,0.7313957474859503
37606,CD4 T cell,-0.3790718827441975
37608,CD4 T cell,-0.35682140663422895
37609,Proximal tubule,0.04157565684170275
37614,Proximal tubule,0.12126952972824348
37620,Proximal tubule,0.09445670346353825
37622,CD4 T cell,0.037074614116200014
37625,Proximal tubule,0.01935664637869725
37627,CD4 T cell,-0.2013472809177162
37628,Proximal tubule,0.09999371328103734
37629,Proximal tubule,-0.0907712765832773
37631,Proximal tubule,-0.08159705058689462
37632,Proximal tubule,0.08959953844474995
37633,NKT cell,-0.3139221575378812
37635,CD4 T cell,-0.09018869547702305
37637,NK cell,0.2693906131285009
37639,Proximal tubule,0.09110628254632354
37641,CD4 T cell,-0.12186939470041887
37643,Proximal tubule,0.13560299750443625
37644,Proximal tubule,0.0757645493288667
37647,Thick ascending limb of Loop of Henle,-0.27788175091663847
37648,Proximal tubule,0.13132820444586815
37649,CD4 T cell,-0.07780915276238881
37654,Proximal tubule,0.12212155867365809
37655,MNP-b/non-classical monocyte derived,0.3443044859694786
37659,Type B intercalated cell,0.1948440163366128
37661,Epithelial progenitor cell,-0.565709407248927
37663,Proximal tubule,-0.08028215274494763
37665,Proximal tubule,0.12196949263598933
37666,Proximal tubule,-0.04034037190412326
37668,Proximal tubule,0.13168653711126216
37671,Proximal tubule,0.03408136684976941
37678,Thick ascending limb of Loop of Henle,-0.6071733930882761
37680,CD4 T cell,-0.19859325167634756
37682,Proximal tubule,0.1214545500291325
37683,Proximal tubule,-0.07822257631834283
37685,CD8 T cell,0.11309753391733321
37687,Proximal tubule,-0.08252839863475174
37688,Proximal tubule,-0.0816334748227706
37689,Ascending vasa recta endothelium,0.1597696931691345
37692,Peritubular capillary endothelium 1,0.39874653142582905
37693,Proximal tubule,-0.027869336408860756
37694,Proximal tubule,0.03178903697710425
37696,Peritubular capillary endothelium 1,-0.31311898223717993
37697,MNP-a/classical monocyte derived,0.2335451770858495
37699,Proximal tubule,0.08083282433993906
37700,Proximal tubule,-0.016610467949439718
37701,Proximal tubule,0.06734856413071041
37702,Proximal tubule,0.08760234362688595
37705,CD8 T cell,0.19606695875949273
37707,Proximal tubule,0.09830331129030076
37709,Proximal tubule,-0.03855578936462355
37711,Proximal tubule,-0.5153838377224987
37712,MNP-a/classical monocyte derived,-0.04375431902921645
37715,B cell,0.7078524317195961
37716,CD8 T cell,-0.03858534343267227
37717,Principal cell,-0.08526271170900798
37718,Proximal tubule,0.11313199877271841
37720,Proliferating Proximal Tubule,-0.10136666981675499
37721,Proximal tubule,0.10748768253465875
37726,MNP-c/dendritic cell,0.38497080889071095
37729,NKT cell,-0.33058285931133274
37731,Proximal tubule,0.08170638601160153
37732,Proximal tubule,0.08016549359827264
37736,NK cell,0.20272005701384446
37737,Type A intercalated cell,-0.20472010309895333
37739,Proximal tubule,0.1114856915317501
37740,Proximal tubule,-0.022288563166239974
37741,B cell,0.5212056355040259
37742,Distinct proximal tubule 1,0.604378371032857
37745,Type A intercalated cell,0.36310430192001797
37748,Proximal tubule,0.11827971637709941
37749,Proximal tubule,0.10769271816691434
37750,Proximal tubule,-0.009772085819777704
37751,Proximal tubule,0.11394995643413168
37752,Proximal tubule,0.07537416138751997
37753,MNP-a/classical monocyte derived,0.17010677659296372
37760,Proximal tubule,0.104664119645254
37761,B cell,0.6364967717883215
37767,Peritubular capillary endothelium 1,0.3056087406493813
37768,Proximal tubule,0.1053218734959598
37769,Proximal tubule,-0.02070246312306206
37770,Proximal tubule,0.11300878402679007
37771,CD4 T cell,-0.010666163220947177
37774,Proximal tubule,0.13391389216318111
37775,Descending vasa recta endothelium,-0.20725681113598293
37776,CD8 T cell,-0.09874330679902915
37781,MNP-a/classical monocyte derived,-0.06440046073027036
37785,NK cell,-0.036023358942494525
37786,Proximal tubule,-0.03339786185117346
37787,CD4 T cell,-0.03597650959580323
37790,CD8 T cell,0.11810939631848999
37793,MNP-a/classical monocyte derived,-0.16626379120669213
37800,Epithelial progenitor cell,0.3920788087771724
37802,NKT cell,-0.3178488536855122
37803,NKT cell,-0.30455815285289084
37804,Proximal tubule,0.10172667520521557
37805,Proximal tubule,0.021508336114677066
37808,CD4 T cell,-0.10782981769980125
37811,Proximal tubule,0.04636967538168802
37813,Proximal tubule,0.11048497197869822
37814,Proximal tubule,-0.45057526365767747
37816,Connecting tubule,0.018863520515319886
37819,Proximal tubule,-0.0812985573285186
37820,Peritubular capillary endothelium 1,-0.09483858558403413
37821,CD8 T cell,0.0061193585846766995
37823,Proximal tubule,0.07741256625395179
37824,Proximal tubule,0.11698690811799926
37825,Proximal tubule,-0.46809668688791245
37827,Thick ascending limb of Loop of Henle,0.4276363268427875
37828,Proximal tubule,-0.07940030681661592
37829,Proximal tubule,-0.07979546810483674
37832,Proximal tubule,0.1306451910277717
37836,CD8 T cell,0.18413267184875357
37838,Proximal tubule,-0.08284642498703756
37840,NKT cell,0.013539995346448423
37841,CD4 T cell,-0.15443524840571524
37842,CD4 T cell,-0.039554787983088764
37843,NKT cell,0.16071564111246076
37844,Proximal tubule,0.004452350461013618
37845,Myofibroblast,-0.7239086581957992
37847,NK cell,0.09395233009050141
37852,Proliferating Proximal Tubule,-0.9178799860482658
37853,Glomerular endothelium,0.7641243169295928
37854,Proximal tubule,0.12421973577980384
37858,Proximal tubule,0.07211362404000311
37859,Proximal tubule,0.09147373945094958
37860,Proximal tubule,0.0371034305519613
37861,Proximal tubule,-0.5410712515217475
37864,Proximal tubule,0.11031433454601847
37866,NKT cell,0.047334051372854
37867,B cell,0.7664167647094047
37868,Proximal tubule,0.1350103146183294
37869,Peritubular capillary endothelium 1,-0.39950652733532865
37870,Proximal tubule,0.09467726732732737
37872,Proximal tubule,0.12133060351486821
37874,NK cell,0.2949198468800958
37875,Proximal tubule,0.05555261376102799
37876,NK cell,0.25565851167161785
37878,CD4 T cell,0.03219637556323496
37879,Peritubular capillary endothelium 1,0.3778071146865388
37880,Proximal tubule,0.021936472352008324
37882,Proximal tubule,0.09252851128226015
37883,Proximal tubule,0.09159894222841593
37884,Ascending vasa recta endothelium,0.011770359822785013
37885,Proximal tubule,0.12600679105021212
37888,B cell,0.7517407770325166
37889,Proximal tubule,0.11712993917225266
37890,Proximal tubule,0.11471248527779891
37894,B cell,0.7570253096967909
37897,Proximal tubule,-0.07990720442155186
37900,CD4 T cell,-0.030754152137418094
37901,Proximal tubule,0.014040030339327627
37907,Proximal tubule,-0.5263479312806915
37908,MNP-a/classical monocyte derived,-0.7669169263370255
37909,Proximal tubule,-0.0794291840644496
37910,NK cell,0.2882283128933232
37912,Descending vasa recta endothelium,-0.16545222751536656
37916,Proximal tubule,0.08948951132882882
37918,CD4 T cell,-0.08214380737504823
37920,NK cell,0.2912807204633527
37926,NKT cell,-0.41676876175385125
37929,NK cell,0.13654291783775993
37931,Proximal tubule,-0.06728682717871767
37933,Proximal tubule,0.1120980504194096
37935,Glomerular endothelium,0.6542194951956435
37936,Proximal tubule,-0.02471633338728674
37939,Proximal tubule,-0.08238497496982627
37944,NK cell,0.14507754927920172
37945,Proximal tubule,0.03768994902514695
37946,Proximal tubule,0.0851313867322456
37947,Proximal tubule,-0.06655086558054545
37949,NK cell,0.024391134658035305
37950,Proximal tubule,0.09773566966300434
37951,Proximal tubule,0.06607055858493448
37954,Proximal tubule,0.050475234262711936
37955,Proximal tubule,0.11764498222465489
37956,B cell,0.7503678742964868
37957,CD4 T cell,-0.020620014065882476
37958,Proximal tubule,0.0883134023150486
37962,Proximal tubule,0.06345522930666864
37967,Distinct proximal tubule 1,-0.5526745474506423
37969,Proximal tubule,0.049366034042306016
37970,Proximal tubule,0.12669853273770856
37975,CD4 T cell,-0.043080451503304626
37976,Proximal tubule,0.12334809660410115
37978,CD4 T cell,-0.0016292680907560053
37980,B cell,0.7568053384054038
37985,CD4 T cell,-0.23097014789005338
37988,B cell,0.281850159846354
37989,CD4 T cell,-0.09463104794391347
37993,Epithelial progenitor cell,0.5665839274973624
37994,Proximal tubule,0.11828636636504657
37997,Proximal tubule,0.015807381982373
37998,Type A intercalated cell,0.18599201163338577
37999,NKT cell,-0.23380570831878125
38002,B cell,0.0729722103221687
38004,Proximal tubule,0.10534367506128753
38007,CD4 T cell,0.08200559400783768
38008,Proximal tubule,-0.019827735976367097
38010,Proximal tubule,0.11694658292734536
38011,Proximal tubule,0.11673329471853376
38013,Proximal tubule,0.12132022534521827
38016,Proximal tubule,0.12991650010822833
38020,NK cell,-0.1451469853138026
38021,NKT cell,-0.17705760484469318
38024,CD4 T cell,-0.28883557443129965
38025,Podocyte,0.9463437129638039
38026,Glomerular endothelium,0.5585355738592943
38029,Proximal tubule,0.12777006728823234
38030,Proximal tubule,0.026241748949784604
38032,Proximal tubule,-0.0662595292007446
38034,Mast cell,0.0023481361068176357
38036,Proximal tubule,0.03594180804784616
38037,Peritubular capillary endothelium 2,0.36982793076640336
38040,Proximal tubule,-0.08073991547520579
38045,CD4 T cell,-0.17387967137315402
38046,Proximal tubule,0.13164198917775044
38049,Proximal tubule,0.10463711652903744
38050,Proximal tubule,0.08430671908738041
38051,NK cell,0.31976509749089277
38057,Proximal tubule,0.1280968411740426
38058,Proximal tubule,0.05885355122366584
38060,Proximal tubule,-0.01668493312960228
38064,B cell,0.5389175262051532
38066,MNP-a/classical monocyte derived,-0.3076123906667
38067,Proximal tubule,0.10950755237550298
38069,Proximal tubule,-0.12853821632396273
38071,CD4 T cell,-0.13457254877012548
38073,Type B intercalated cell,0.3531676184575036
38074,Proximal tubule,-0.08002654042029532
38077,Proximal tubule,-0.026449386022679336
38083,Thick ascending limb of Loop of Henle,-0.22849401152780827
38084,Proliferating Proximal Tubule,0.06230699967425202
38089,Thick ascending limb of Loop of Henle,0.2193616897990471
38090,CD8 T cell,0.22974218208096944
38092,CD4 T cell,-0.19259385918261107
38093,CD4 T cell,0.02584479988031288
38095,Type B intercalated cell,0.40961109230176324
38097,Proximal tubule,-0.003967581133410048
38098,Proximal tubule,-0.18651850298461817
38100,Proximal tubule,0.11008410478681517
38101,Proximal tubule,0.12020279268411733
38102,NK cell,0.2745031814588618
38104,CD4 T cell,-0.13698382884056678
38105,CD8 T cell,0.22697900746824032
38106,Proximal tubule,-0.08085821989849289
