,ASDC,BFU-E,Basophilic Erythroblast,CD14 Mono,CD16 Mono,CD4 Central Memory,CD4 Effector Memory,CD4 Naive,CD4 Regulatory,CD8 Central Memory,CD8 Effector Memory 1,CD8 Effector Memory 2,CD8 Naive,CD8 Tissue Resident Memory,CFU-E,CLP,Cycling Progenitor,Early GMP,Early ProMono,EoBasoMast Precursor,GMP-Cycle,GMP-Mono,GMP-Neut,HSC,Immature B,LMPP,Large Pre-B,Late ProMono,MEP,MLP,MLP-II,MPP-MkEry,MPP-MyLy,Mature B,Megakaryocyte,Megakaryocyte Precursor,NK,NK CD56high,NK Proliferating,Orthochromatic Erythroblast,Plasma Cell,Polychromatic Erythroblast,Pre-ProB,Pre-cDC,Pre-pDC,Pre-pDC Cycling,Pro-B Cycling,Pro-B VDJ,Pro-Erythroblast,Small Pre-B,Stromal,T Proliferating,cDC1,cDC2,pDC
CP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8443255,0.0,0.0,0.0,0.0
CPA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49495864,0.0,0.79540807,0.7351411,0.0,0.6198236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPNE1,0.0,0.42015237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329907,0.0,0.45061827,0.51013327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58463967,0.36044863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45200592,0.0,0.0,0.0,0.0,0.0,0.0,0.6258677,0.0,0.5439535,0.0,0.550821,0.0,0.24239957,0.0,0.0,0.0,0.0,0.0,0.0
CPNE3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2817655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2551208,0.0,0.0,0.0,1.4382684,0.0,0.0
CPOX,0.0,0.0,0.30555093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77158695,0.0,0.0,0.0,0.0,0.0,0.0,0.25679073,0.0,0.0,0.0,0.0,0.0,0.0
CPPED1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6381511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPSF3,0.0,0.0,0.2552746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30989337,0.0,0.0,0.0,0.0,0.0,0.0
CPSF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22311606,0.0,0.0,0.0,0.0,0.0,0.0
CPSF6,0.0,0.4772578,0.42690673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51424897,0.0,0.40639228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53382534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53267455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38941866,0.0,0.5685622,0.0,0.5418317,0.0,0.0,0.0,0.0,0.0,0.0
CPT1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23910037,0.0,0.0,0.0,0.0,0.0,0.0
CPVL,0.0,0.0,0.74329835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4676013,0.0,0.0,0.0,0.0,0.48093084,0.0,0.0,0.0,2.3245583,1.2497799,0.0
CR1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.589141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRBN,0.0,0.5910946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57956874,0.0,0.2659744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41427153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35844952,0.0,0.0,0.0,0.0,0.0,0.0
CREG1,0.0,0.0,0.41744703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.527825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6079596,0.0,0.0,0.0,0.0,0.0,0.0
CRELD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9389871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRHBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7152177,0.0,0.44391695,0.0,0.0,0.0,0.0,0.0,1.2732229,1.2576054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRIP1,0.7874036,0.0,0.0,0.0,1.3092604,1.2837394,1.3291359,0.0,1.4445455,0.0,0.0,1.0464855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5765122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8200177,0.0,0.0,0.0,0.0,0.4129119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4697598,1.0763233,0.82840264,0.0
CRIPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28347033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33916816,0.0,0.0,0.0,0.0,0.0,0.0
CRLS1,0.0,0.0,0.6522619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36716494,0.0,0.0,0.0,0.0,0.0,0.0,0.575897,0.0,0.0,0.0,0.0,0.0,0.0
CRYGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3716715,0.50284827,0.0,0.0,0.34674516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27149177,0.0,0.0,0.0,0.0,0.0,0.0
CSDE1,0.9822638,0.86024714,0.9353415,0.0,0.82721066,0.0,0.0,0.0,0.94390416,0.0,0.0,0.0,0.0,0.0,0.892237,0.8549125,0.78478277,0.8136656,0.0,0.7465135,0.73115087,0.820421,0.68707806,0.8273139,0.0,0.8131938,0.9403169,0.0,0.85627365,0.88742936,0.8058741,0.8598343,0.79782385,0.0,0.0,0.8465367,0.0,0.0,0.0,0.0,0.48064217,0.6957574,1.0174602,0.86113334,0.8800558,0.76437235,0.88579386,0.0,0.9729979,0.0,0.75198287,0.93798524,0.92106116,0.98929316,0.6605679
CSE1L,0.0,0.0,0.3754906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35852748,0.0,0.0,0.0,0.0,0.0,0.0
CSF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29329008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2847309,0.0,0.0,0.0,0.0
CSF1R,0.0,0.0,0.0,0.0,0.9530079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3353561,0.0,0.0,0.0,0.0,0.8191065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF3R,0.0,0.0,0.0,1.1049185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68434,0.912743,0.0,0.0,0.71302325,0.0,0.46870637,0.0,0.0,0.90314525,0.0,0.0,0.0,0.0,0.0,0.0,0.7713369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4057427,0.0,0.0,0.0
CSNK1A1,0.60642016,0.59891486,0.7053154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6131891,0.0,0.5436655,0.48677325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5240042,0.5770414,0.0,0.5819448,0.53210866,0.0,0.0,0.0,0.0,0.0,0.65487313,0.0,0.0,0.0,0.0,0.0,0.47929192,0.6357379,0.6345698,0.6094881,0.5926353,0.7685976,0.0,0.7234411,0.0,0.0,0.51464856,0.739836,0.6781663,0.0
CSNK1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24242029,0.0,0.0,0.0,0.0,0.0,0.0
CSNK2A1,0.0,0.0,0.3186857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30249587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4116725,0.0,0.0,0.0,0.0,0.0,0.0
CSNK2B,0.9092099,0.97147334,0.9449455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99665594,0.81533134,0.9399366,0.8860027,0.0,0.90650374,0.92096615,0.8031622,0.84350646,0.0,0.0,0.8421879,1.1959826,0.0,0.88864994,0.7994715,0.94366366,0.8416992,0.7408965,0.0,0.0,1.0732381,0.0,0.0,1.2035997,0.0,0.0,0.54355955,0.959865,0.9060348,0.8884813,1.0643575,1.1442077,0.0,0.98885846,0.0,0.0,0.906637,0.7630226,0.7607106,0.0
CSRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5607861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23619807,0.0,0.0,0.0,0.44659814,0.0,0.0
CST3,3.869042,0.97521317,0.4528804,3.4388385,3.5004747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3349863,0.0,0.4905855,0.0,2.6334991,0.0,0.0,1.3346082,0.0,1.0116327,0.0,0.0,0.0,3.204776,0.0,0.0,0.0,0.0,0.0,0.0,2.3008418,1.5789107,0.0,0.0,0.0,0.0,0.35448152,0.0,0.0,3.4040012,1.2389196,1.85506,0.0,0.0,0.9309293,0.0,1.7949611,0.0,4.4405155,3.9930816,2.747405
CST7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.890729,2.2589111,2.2452083,0.0,1.6056093,0.0,0.0,0.0,0.0,0.0,0.0,1.1636735,0.0,1.4611874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7376652,2.184526,2.2077227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5798672,0.0,0.0,0.0
CSTA,0.0,0.0,0.0,2.4804726,1.5721085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3393145,0.0,0.8779554,1.7592496,1.0462282,0.0,0.0,0.0,0.0,2.5759113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8952227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9573106,0.0
CSTB,1.1145579,0.64654064,0.27540788,1.2189964,1.8178179,0.0,0.0,0.0,1.0801587,0.0,0.0,0.0,0.0,0.0,0.6404023,0.73804003,0.84628963,0.76865894,0.0,0.6902349,0.7007837,0.58750236,0.0,0.71971697,0.0,0.73621666,0.47764695,1.1823195,0.0,0.6371111,0.0,0.0,0.6801071,0.0,0.0,0.47894096,0.0,0.0,1.0375017,0.0,0.43272212,0.0,0.6972219,1.2027298,0.7566954,0.5703276,0.6767967,0.0,0.48860484,0.0,0.96386,1.0465279,1.5734103,1.5254211,0.0
CSTF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23245317,0.0,0.0,0.0,0.0,0.0,0.0
CTBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43407676,0.42147362,0.0,0.0,0.30706862,0.0,0.0,0.0,0.0,0.0,0.0
CTCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25362933,0.0,0.0,0.0,0.0,0.0,0.0
CCN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0882115,0.0,0.0,0.0,0.0
CTNNA1,0.0,0.0,0.19032942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28794065,0.0,0.0,0.0,0.0,0.0,0.0
CTNNAL1,0.0,0.0,0.34808627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42204174,0.0,0.0,0.0,0.0,0.0,0.0
CTNNB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90638644,0.0,0.0,0.0,0.0
CTNNBL1,0.0,1.082025,0.1664354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8654474,0.0,0.0,0.0,0.0,0.6188678,0.0,0.0,0.0,0.0,0.0,0.0,0.7718376,0.0,0.95565915,0.0,0.0,0.0,0.0,0.0,0.0,0.68244666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4475162,0.0,0.0,0.0,0.0,0.0,0.0
CTR9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19806498,0.0,0.0,0.0,0.0,0.0,0.0
CTSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0860038,0.5193968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1486666,0.0,0.0,0.0,0.0,0.0,0.0
CTSB,0.63491255,0.0,0.28292108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6258071,0.0,0.5321521,0.0,0.0,0.42269358,1.1188362,0.0,0.0,0.36182547,0.0,0.0,0.0,0.0,0.52165043,1.2547307
CTSC,0.6500509,0.5082655,0.0,0.0,1.1343131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42700863,0.0,0.5462074,0.59385943,0.0,0.0,0.5807629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7103052,0.0,0.0,0.0,0.0,0.6639337,0.0,0.0,1.2288245,0.0,0.0,0.0,0.0,0.66860855,0.683392,0.9083697,0.0,0.0,0.25998956,0.0,1.5229024,0.8715153,0.0,0.0,1.0959527
CTSD,0.0,0.0,0.28228593,1.6534083,1.1481606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55225396,0.561562,1.2005076,0.0,0.53518504,0.0,0.0,0.0,0.0,0.60291487,0.0,1.9734956,0.0,0.52939796,0.79695463,0.0,0.0,0.0,0.0,0.5057314,1.2312236,0.0,1.1419522,0.0,0.0,0.0,0.0,0.0,0.5510835,0.6284486,0.0,0.0,0.3817575,0.0,1.0442551,0.3234763,0.0,0.0,0.0
CTSE,0.0,0.0,0.2245676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6537198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6727409,0.8704248,0.0,1.7451457,1.622471,2.2821164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSH,1.1056619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7254832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1777515,0.0
CTSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38071305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0850649,0.0,0.0,0.0,0.0
CTSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95501935,0.0,0.0,0.0,0.0
CTSS,1.2916319,0.0,0.0,3.0294106,3.1770792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9854885,0.0,0.0,0.0,0.0,0.0,1.1371105,0.48090157,0.0,1.8601133,0.0,0.0,0.8449808,0.0,0.0,1.1673199,0.0,0.0,0.0,0.0,0.0,0.0,0.7258269,0.0,0.0,1.0674767,0.6193427,0.7444184,0.0,0.0,0.0,0.0,0.0,0.0,1.0686101,1.8645926,1.2623086
