,PP,alpha_MHC II,alpha_immature,alpha_mature,alpha_stress II,beta_MHC/autoantigen,beta_immature,beta_mature,beta_mtDNA deficient,beta_stress I,beta_stress II,delta
ENSG00000178035,0.0,0.0,0.6907199,0.4839843,0.6397799,0.0,0.0,0.0,0.0,0.0,0.0,0.40220314
ENSG00000233276,1.3805842,0.0,0.0,1.2532051,0.0,0.0,1.1286153,1.330127,1.7174773,1.1840796,0.753433,1.1964791
ENSG00000067560,1.5679706,1.626692,2.254152,2.0660667,2.48254,1.3553809,1.7934518,1.623298,1.8424387,1.861076,1.825389,1.8565186
ENSG00000145022,0.0,0.0,0.67881817,0.31443787,0.0,0.0,0.0,0.39885616,0.0,0.0,0.0,0.0
ENSG00000114353,0.89582705,0.0,0.77353096,0.7726106,0.56488395,0.0,0.5592143,0.76616496,0.0,0.0,0.0,0.7764553
ENSG00000214706,0.0,0.0,0.4646282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114383,0.0,0.0,0.7941861,0.78655714,0.8102725,0.0,0.81895465,0.7605032,0.0,0.0,0.9459558,0.71332777
ENSG00000068028,0.0,0.0,0.0,0.0,0.5118333,0.0,0.0,0.0,0.0,0.0,0.44394833,0.0
ENSG00000126062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3405618,0.0
ENSG00000145050,0.8747638,1.5758944,1.232753,1.1102349,1.2781498,2.3225906,1.6463219,1.5021354,1.71822,1.4468703,2.9437633,1.2897496
ENSG00000164081,0.0,0.0,0.0,0.0,0.0,0.23865834,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000248487,0.0,0.0,0.0,0.0,0.0,0.44892117,0.0,0.49766043,0.0,0.0,0.0,0.0
ENSG00000162244,2.9548624,1.827592,3.0823374,3.1285589,2.7631896,2.3981342,3.2596736,3.3115337,3.6673455,3.789263,3.355936,3.0481353
ENSG00000168273,0.0,0.0,0.0,0.5667445,0.0,0.0,0.0,0.80192924,0.0,0.0,0.0,0.5418346
ENSG00000163939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6520343,0.0
ENSG00000163938,0.0,0.0,0.6092277,0.0,0.648856,0.0,0.8630826,0.67070997,0.0,0.0,2.3944356,0.55944836
ENSG00000016864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44673374,0.0,0.0,0.0,0.0
ENSG00000114902,1.6076467,2.3525152,1.8618928,2.0817637,1.8847766,2.6285694,1.7919346,1.9580787,2.0393012,2.241129,2.0163994,1.9279395
ENSG00000163931,0.8426115,0.0,0.7111802,0.8541727,0.61012167,1.6731937,0.9183331,1.2119259,1.3604399,0.53065556,0.0,1.1239241
ENSG00000113811,1.580698,1.9318986,1.6905632,1.7743412,1.8699961,2.0660124,2.1958826,1.9389688,2.170186,2.5363746,3.2224948,1.8087491
ENSG00000157500,0.0,0.0,0.0,0.0,0.0,0.0,0.50758207,0.39848298,0.0,0.0,0.0,0.0
ENSG00000168374,0.9771945,0.0,1.3543661,1.2035022,1.8162485,1.8598467,1.6663238,1.3692621,1.6358647,1.4450129,2.6009128,1.2684699
ENSG00000163684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38865632,0.0
ENSG00000168291,0.6660641,0.0,0.6555202,0.7028045,0.0,0.0,0.67014456,0.6288529,0.0,0.0,0.0,0.705137
ENSG00000114405,1.1738013,0.0,1.5848974,1.4354343,1.4767444,0.0,1.3853297,1.3342804,1.6140696,0.7231818,1.1094733,1.4852021
ENSG00000163618,0.0,0.501603,0.7717805,0.82818997,0.761112,0.0,0.79499304,0.7377607,0.0,0.0,0.0,0.86646074
ENSG00000163634,0.80523896,0.0,1.1780102,1.1984221,1.0296432,0.0,0.8252281,0.89371634,1.1670448,0.0,0.3543386,0.9690166
ENSG00000163636,0.0,0.0,0.62446004,0.5673461,0.66348505,0.0,0.55221146,0.0,0.0,0.0,0.6162011,0.61943525
ENSG00000144747,0.0,0.0,0.0,0.0,0.38197708,0.0,0.0,0.0,0.0,0.0,0.6944001,0.0
ENSG00000144746,0.46431458,0.92659414,0.78580916,0.7078675,0.7955784,1.7732539,0.8310793,0.9511578,0.0,0.4986052,0.0,0.80622166
ENSG00000114861,0.0,0.0,0.8421102,0.50218004,0.70534754,0.0,0.8799327,0.49893758,0.0,0.0,0.83983064,0.85505354
ENSG00000083937,0.0,0.0,0.799192,0.6311163,0.9657,0.0,0.8782921,0.6614746,0.0,0.66658884,1.0670651,0.6651171
ENSG00000163320,0.0,0.0,0.0,0.0,0.0,0.0,0.47961697,0.0,0.0,0.0,0.81992644,0.0
ENSG00000080822,0.0,0.0,0.0,0.0,0.0,0.0,0.38100326,0.0,0.0,0.0,0.53629225,0.0
ENSG00000114354,0.0,0.0,0.82445675,0.6206518,0.8398411,0.0,0.8332596,0.6807338,0.755622,1.1893302,1.2287446,0.7955083
ENSG00000081154,0.8945315,0.0,1.2674831,1.1994451,1.4348028,0.0,1.3119555,1.2004089,1.4409151,1.3516755,1.5121534,1.1068048
ENSG00000114391,3.1663947,2.252629,3.0488691,3.2115464,2.9616868,2.653954,3.6414735,3.556301,4.006875,4.215018,3.8720715,3.241503
ENSG00000170017,0.5350206,1.0402226,0.61549413,0.67942685,0.563005,0.87654877,0.56832016,0.7514115,0.0,0.0,0.45397946,0.73042524
ENSG00000114439,1.0638974,0.0,0.78812116,0.79209375,0.6790069,0.0,0.9736306,0.98650557,0.0,0.0,0.51527935,1.0242519
ENSG00000196776,0.7001345,0.9897852,1.57788,1.1424603,1.2857459,1.2790428,0.4760586,0.44142622,0.0,0.0,0.0,1.1451857
ENSG00000114446,0.6533201,0.0,0.8694397,0.74512786,0.8256619,0.0,0.5408834,0.53696007,0.0,1.081253,0.40491015,0.8615901
ENSG00000198919,0.0,0.6001126,0.0,0.34635282,0.0,0.0,0.0,0.55166006,0.0,0.0,0.0,0.0
ENSG00000240891,0.0,0.0,0.0,0.0,0.0,0.0,0.44776103,0.0,0.0,0.0,0.0,0.0
ENSG00000144834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90702134,0.0,0.0
ENSG00000091972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59558475,0.0,0.0,0.0,0.0
ENSG00000144848,0.0,0.0,0.7553117,0.6645493,0.80277145,0.0,0.8592628,0.650896,0.0,0.0,1.0310687,0.68460774
ENSG00000121579,0.0,0.0,0.0,0.0,0.0,0.0,0.36763754,0.0,0.0,0.0,0.0,0.0
ENSG00000114573,0.0,0.0,0.0,0.0,0.0,0.0,0.7462649,0.53561234,0.0,0.0,0.0,0.0
ENSG00000181722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59417725,0.0,0.0,0.0,0.0
ENSG00000113845,0.0,0.0,0.54940677,0.6564726,0.6428875,0.61495316,0.8288932,0.75623596,0.0,0.0,0.9905905,0.64351547
ENSG00000138495,2.04811,1.1791632,2.2566538,2.2818246,1.8609889,1.4354442,1.7483886,2.0769453,2.5653417,1.6643432,1.7183505,2.2477498
ENSG00000065518,1.788631,1.3581055,1.8090687,1.9446763,1.8140568,1.6371917,1.8178091,1.9647689,2.4352489,1.7925335,1.6619205,2.0462732
ENSG00000173230,0.0,0.0,0.0,0.0,0.0,0.0,0.5832544,0.6174835,0.0,0.0,1.0999581,0.38166234
ENSG00000145088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37482363,0.0
ENSG00000036828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40670738,0.0,0.0,0.0,0.0
ENSG00000114023,0.0,0.0,0.0,0.60964453,0.0,0.0,0.8384333,0.9642956,1.307395,0.0,0.0,0.7993714
ENSG00000173702,0.0,0.90308464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000058262,0.75619316,1.2589846,0.76037043,0.6690171,0.72174543,1.1137298,0.6333697,0.7097882,0.0,0.0,0.91128737,0.7710525
ENSG00000163902,0.82427603,0.0,0.74491066,0.6531351,0.78319675,1.536722,0.574173,0.6170879,0.0,0.0,0.78872573,0.76477027
ENSG00000075785,1.2012136,0.0,1.4170285,1.3601794,1.5216082,0.0,1.2222539,1.2786404,1.4252098,1.3162031,0.89838785,1.3325909
ENSG00000169714,1.0622128,0.0,1.4669793,1.396778,1.4569885,0.978388,1.7439849,1.4252671,1.3973441,1.718633,1.8136303,1.314973
ENSG00000184897,1.7171774,0.0,1.6560426,1.6118715,1.2773215,0.0,1.1112118,1.0791801,0.0,1.2322208,0.7287476,1.1388532
ENSG00000114686,0.5874006,0.0,1.0460883,0.8282542,0.89244497,0.0,0.8630628,0.85529935,0.95361626,0.0,0.57267,0.95329976
ENSG00000081307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5708944,0.0
ENSG00000091527,0.0,0.0,0.719747,0.0,0.70003676,0.0,0.8342808,0.5909532,0.0,0.0,1.3926394,0.0
ENSG00000144867,0.0,0.0,0.652126,0.0,0.9190884,1.3468032,0.7118061,0.68492746,0.0,0.0,1.1762421,0.5297741
ENSG00000129055,0.78143585,0.0,1.0436504,1.1246523,1.1818063,0.0,1.2806379,1.1615067,1.5133779,0.9965137,1.6884906,1.0307199
ENSG00000184432,0.50905585,0.0,0.43321833,0.47637275,0.6154653,0.0,0.0,0.0,0.0,0.0,0.567437,0.58536345
ENSG00000114115,1.5470123,0.0,0.7680064,0.7806672,0.0,0.0,0.7682299,1.3229485,1.8120651,1.4563329,0.70481336,2.1332667
ENSG00000177311,0.0,0.0,0.0,0.0,0.0,0.0,0.44472417,0.38519555,0.0,0.0,0.0,0.0
ENSG00000114125,1.2105886,0.0,1.5778371,1.4929458,1.548101,0.0,1.7034898,1.4943559,1.6864383,1.4207865,1.6851847,1.4823629
ENSG00000069849,0.0,0.0,0.70622,0.5568164,0.63479006,1.4347907,0.53556466,0.57632023,0.0,0.0,0.0,0.0
ENSG00000163714,0.0,0.0,0.0,0.0,0.0,0.0,0.6254754,0.472111,0.0,0.0,0.55545866,0.58787686
ENSG00000152952,0.8450972,0.0,0.9718744,0.68469906,0.8090692,1.4187121,1.1415191,0.71569353,0.0,0.0,0.640074,0.7133048
ENSG00000188313,0.0,0.0,0.6120022,0.0,0.0,0.0,0.4869937,0.0,0.0,0.64876395,0.0,0.0
ENSG00000163754,0.0,0.0,0.5387938,0.59585625,0.48055995,0.0,0.5060784,0.6115689,0.0,0.8872358,0.0,0.0
ENSG00000169908,0.0,0.0,1.0112371,0.0,0.48950493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169903,2.0411747,3.0734663,1.4746153,2.506945,1.0183067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000082996,0.0,0.0,0.0,0.0,0.0,0.8378996,0.601947,0.501316,0.0,0.0,0.7224396,0.0
ENSG00000070087,0.0,0.0,0.81023157,0.98200923,0.69055,0.0,1.1316438,1.3517252,1.378413,1.8932215,0.92920136,0.8915128
ENSG00000120742,1.4502606,1.238806,1.6314901,1.5251082,1.8037381,1.5146848,1.9758508,1.7650354,1.8636042,1.8654088,3.1100361,1.4725374
ENSG00000144895,0.0,0.0,0.0,0.0,0.0,0.0,0.62723094,0.5743615,0.0,0.97841877,0.8826789,0.0
ENSG00000198843,1.1276345,1.8334602,1.5737371,1.6151615,1.6551269,1.884446,1.5196664,1.478957,1.5754158,1.2278968,1.3825264,1.5396903
ENSG00000174953,0.6526411,0.0,0.7008084,0.7233795,0.6860584,0.0,0.84342086,0.7222166,0.0,0.0,0.77347267,0.7382275
ENSG00000169359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5672301,0.0
ENSG00000114850,1.0740243,1.4218781,1.3103616,1.171104,1.387862,1.9921479,1.367543,1.4374629,1.5348022,1.2368665,1.8596978,1.2542181
ENSG00000163660,0.6045217,0.0,0.0,0.0,0.7161241,0.0,0.4298896,0.5026649,0.0,0.69493824,0.62579113,0.0
ENSG00000178053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1046559,0.0,0.0
ENSG00000196542,0.0,0.0,0.65002555,0.44230962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114209,0.0,0.0,0.6946645,0.5609377,0.7167671,0.0,0.6976021,0.45090505,0.0,0.0,0.93676794,0.6137974
ENSG00000008952,1.2048726,1.540544,1.3526255,1.3232043,1.5937536,2.0722153,1.6431488,1.5166837,1.2594248,1.937326,2.1071126,1.4590956
ENSG00000163584,0.0,0.0,0.79189485,0.7176164,0.67695075,0.0,0.5772709,0.65870494,0.0,0.7767216,0.6568738,0.62139636
ENSG00000075420,0.7961936,0.0,0.42977837,0.0,0.0,0.0,0.65166986,0.0,0.0,0.0,0.7485943,0.0
ENSG00000197584,0.0,0.0,0.0,0.70889366,0.0,0.0,0.0,0.48636553,0.0,0.0,0.0,0.0
ENSG00000136522,0.6799725,0.0,0.8130371,0.80038375,0.95049614,0.0,0.72253233,0.6252326,0.0,0.0,0.5695599,0.74114174
ENSG00000136521,0.7163841,0.0,0.82390875,0.979197,1.0102266,1.1667149,0.8564992,0.9292597,1.1266792,0.46825764,0.81577474,0.9587995
ENSG00000114416,0.0,0.0,0.0,0.0,0.0,0.0,0.4370998,0.46168533,0.0,0.0,0.51025176,0.0
ENSG00000205981,0.0,0.0,0.7333703,0.8137321,0.5260603,0.52661884,0.910355,1.021322,1.0469406,0.7953966,0.72254467,0.856806
ENSG00000175193,0.0,0.0,0.7062786,0.68150145,0.7365927,0.0,0.60566425,0.64109516,0.0,0.69193685,0.667806,0.629477
ENSG00000161203,1.2719951,0.0,1.7470186,1.527709,1.4075086,1.1581031,1.1003577,1.2384996,1.5008998,1.4296851,1.0215056,1.5822521
ENSG00000175166,0.76682454,0.0,0.94697785,0.85910577,0.8345166,0.0,0.7106378,0.7367372,0.0,0.68467045,0.62146544,1.0387989
ENSG00000114867,0.7943655,0.0,0.7665101,0.6706829,0.6967754,0.0,0.53237283,0.45392236,0.0,0.0,0.5946016,0.6891567
ENSG00000163882,0.0,0.0,0.5814751,0.61378706,0.6013548,0.0,0.5739601,0.52179503,0.0,0.0,0.348362,0.54386723
ENSG00000177383,0.0,0.0,0.6248291,0.5971208,0.6888165,0.0,0.6445306,0.65508664,0.0,0.49269816,0.76243997,0.6781576
ENSG00000073803,0.88979894,0.0,0.8006264,0.8005396,0.791463,0.0,1.0628797,0.97934055,1.0315777,0.78247964,1.000199,0.9422129
ENSG00000136527,0.7341914,0.0,0.76610684,0.67788744,0.85335463,0.0,0.6500286,0.6221367,0.0,0.9567338,1.0855553,0.62440425
ENSG00000090520,0.0,0.0,0.7419042,0.47567078,0.72442305,1.5364895,0.9026277,0.62287265,0.0,1.1426613,1.8649257,0.731747
ENSG00000156976,1.236014,1.3026739,1.3093013,1.4233973,1.3070955,1.7148976,1.9374939,1.9055446,2.1627774,3.0637991,2.1705315,1.6256019
ENSG00000157005,2.7549837,3.268257,2.4413931,2.5990038,2.3573694,3.6526067,2.91851,2.9922209,3.3372955,3.0729904,2.7252073,6.7777243
ENSG00000145012,0.0,0.0,0.9151142,0.7446979,0.96652156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152492,0.0,0.0,0.6351041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114315,0.0,0.0,0.0,0.577431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184203,0.0,0.0,0.69583094,0.6728215,0.81497705,0.0,0.9853278,0.77169126,0.0,0.46758285,1.0947931,0.70768756
ENSG00000114503,0.0,0.0,0.66286623,0.0,0.6866633,0.0,0.52217966,0.47893333,0.0,0.0,0.0,0.0
ENSG00000270170,0.0,0.0,0.0,0.39826462,0.64525014,0.0,0.7416317,0.6785599,0.0,0.0,0.67226297,0.0
ENSG00000122068,0.0,0.0,0.0,0.0,0.0,0.0,0.46859482,0.42745873,0.0,0.0,0.0,0.0
ENSG00000182899,2.9665034,1.8994577,2.9998157,3.0723834,2.9552863,2.5032136,3.372355,3.3583143,3.8346763,4.0414605,3.6686542,3.096879
ENSG00000169020,1.7563055,0.0,1.567985,1.6918609,1.4791075,1.017995,1.4823799,1.6741059,2.1177387,1.7040224,1.5161247,1.685271
ENSG00000159692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48079982,0.0,0.0,0.0,0.0
ENSG00000163950,0.0,0.0,0.0,0.0,0.6036425,0.0,0.526444,0.0,0.0,0.0,0.54503167,0.0
ENSG00000243449,1.9468038,1.2945628,1.4539789,1.5736729,1.0807596,1.6949542,1.3342334,1.6688709,1.992871,1.5876409,1.0457144,1.7992465
ENSG00000063978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41094473,0.0
ENSG00000168884,0.0,0.0,0.5674949,0.0,0.48948258,0.0,0.3285314,0.0,0.0,0.0,0.0,0.0
ENSG00000109736,0.0,0.0,0.54570127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163956,1.0689462,2.1244168,1.0937619,1.2079581,1.1591152,1.6822983,0.61467516,0.8153352,0.0,0.98375386,0.417782,1.0471272
ENSG00000179010,1.686418,1.3149716,2.0908144,2.0194209,2.2209706,1.416837,2.2670767,1.8771456,2.1223474,1.793825,2.3706172,1.9044819
ENSG00000178988,0.0,0.0,0.0,0.0,0.0,0.0,0.5586784,0.0,0.0,0.0,0.5754122,0.0
ENSG00000109519,0.0,0.0,0.0,0.0,0.0,0.0,0.4800765,0.0,0.0,0.0,0.5552195,0.0
ENSG00000071127,0.0,0.0,1.0660038,0.59027326,1.1534461,0.0,0.68014294,0.23425637,0.0,0.0,0.0,0.77309006
ENSG00000237765,0.0,0.0,0.6729498,0.75875396,0.4938617,0.0,0.8906895,1.061591,1.2311091,0.46649507,0.68867624,0.81592715
ENSG00000151552,1.1896319,0.0,0.9652707,1.491739,1.0802032,0.0,0.7039613,0.6905493,0.0,0.8935342,0.0,1.3431963
ENSG00000118579,0.0,0.0,0.6787741,0.63731194,0.69064295,0.0,0.658477,0.51068056,0.0,0.0,0.5948201,0.5295052
ENSG00000250317,0.0,0.0,0.0,0.0,0.0,0.0,0.63223016,0.55331045,0.0,0.0,0.66335356,0.5496383
ENSG00000035928,0.0,0.0,0.0,0.0,0.0,0.0,0.461915,0.35888278,0.0,0.0,0.52487123,0.0
ENSG00000163682,3.4956355,2.3715093,3.6006784,3.7454817,3.4292743,2.9376292,3.8323858,3.8637922,4.2750072,4.6148777,4.0342255,3.642256
ENSG00000109814,0.0,0.0,1.2784204,0.46103618,1.3016479,0.0,1.2632505,0.47150752,0.0,0.0,1.1195617,0.0
ENSG00000163683,0.90501773,0.0,0.740395,0.80809975,0.933277,0.0,1.1184334,1.0694324,1.0112338,0.0,1.2439251,0.7549516
ENSG00000078140,0.6060369,0.0,0.8136002,0.796721,0.7687269,0.0,0.67652005,0.63693845,0.0,0.0,0.0,0.71427405
ENSG00000154277,1.9826589,0.0,1.600088,1.0139964,1.0899032,2.285708,2.117367,2.3696082,2.6873474,2.4496548,2.1553402,2.2782798
ENSG00000064042,1.3930736,0.0,1.1807051,0.93018633,0.86963433,0.7993134,0.58702016,0.90889126,0.0,0.0,0.0,0.44685632
ENSG00000109133,0.0,0.0,0.0,0.0,0.0,0.0,0.3792851,0.42006755,0.0,0.0,0.0,0.0
ENSG00000169019,0.0,0.0,0.5492355,0.0,0.6683218,0.0,0.47406146,0.0,0.0,0.0,0.0,0.0
ENSG00000109180,0.941844,1.6381559,1.11231,1.1886808,1.2241201,2.085447,1.3262078,1.295429,1.3012109,1.8926332,1.4952165,1.1698259
ENSG00000145247,1.2354463,0.0,0.951931,1.0861522,0.81571954,1.6161218,1.3481042,1.5133175,1.6934662,1.8409501,1.3787593,1.6587888
ENSG00000163069,0.0,0.0,0.7398234,0.0,0.62368906,0.7520262,0.0,0.38066575,0.0,0.0,0.0,0.0
ENSG00000134851,0.6940318,1.1379383,0.6929729,0.5776035,0.7098008,1.0735611,0.65001255,0.6238721,0.0,0.0,0.63924646,0.0
ENSG00000174780,0.0,0.0,0.69989717,0.6216412,0.6755509,0.0,0.70077175,0.6482876,0.0,0.7431402,1.166214,0.6836674
ENSG00000171476,0.0,0.0,0.0,0.4211858,0.0,0.64098644,1.0613242,1.7380545,1.9646577,2.2004943,0.0,0.0
ENSG00000163453,1.2232461,1.7871227,0.9642332,1.2960566,1.1590464,1.1953739,0.78282326,0.7956971,0.0,1.5869724,0.0,0.0
ENSG00000083896,0.0,0.0,0.40535715,0.0,0.5830431,0.0,0.51720214,0.34585962,0.0,0.0,0.77915645,0.0
ENSG00000018189,0.0,0.0,0.0,0.0,0.55970633,0.0,0.6820803,0.4715808,0.0,0.0,0.5677491,0.38741547
ENSG00000132463,0.0,0.0,0.71759015,0.78774434,0.72318584,0.0,0.7041414,0.655516,0.0,0.0,0.3808684,0.0
ENSG00000145321,1.183169,3.3304515,2.1832168,2.0664256,2.461406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169429,0.0,0.0,0.54446965,0.0,0.0,0.0,0.11723632,0.0,0.0,0.0,0.0,0.0
ENSG00000163738,0.0,0.0,0.0,0.46710032,0.0,0.0,0.0,0.549975,0.0,0.0,0.0,0.0
ENSG00000169116,0.6643189,1.0608158,0.0,0.39745837,0.0,1.1420052,0.0,0.7627387,0.0,0.0,0.0,0.0
ENSG00000163743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40123406,0.0
ENSG00000138757,0.76615554,0.0,0.31406984,0.58393365,0.6125118,0.0,0.7734755,0.650567,0.0,0.0,0.9445928,0.68465346
ENSG00000138768,0.0,0.0,0.0,0.0,0.0,0.0,0.41126868,0.4769232,0.0,0.0,0.73227835,0.42626613
ENSG00000138760,1.1466272,1.6805817,1.0011498,1.0510767,0.97565365,1.6802837,0.76527166,0.97426045,0.0,0.0,0.0,1.1931177
ENSG00000118816,1.8830724,1.1307406,2.1522868,2.0455718,2.0403557,1.5323085,2.3226523,2.3079252,2.2374907,2.4098618,2.4718652,2.0650914
ENSG00000169288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408256,0.0,0.0,0.0,0.37069145
ENSG00000138668,0.8408626,0.0,0.84522027,0.81135875,0.7628432,0.0,0.78594047,0.67523646,0.0,0.0,0.81671846,0.8455327
ENSG00000152795,1.5921595,1.6416502,1.9567585,1.7503912,1.8291773,1.5053871,1.3948963,1.4170614,1.5032097,2.2515051,1.6919291,1.6797124
ENSG00000145293,0.0,0.0,0.63516647,0.0,0.65306014,0.0,0.49690405,0.40220982,0.0,0.0,0.0,0.0
ENSG00000145284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43442503,0.0,0.0
ENSG00000138674,0.5749541,0.0,0.6048124,0.5885061,0.7511053,0.0,0.7003828,0.63890207,0.0,0.0,1.0797173,0.6526431
ENSG00000251022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43531483,0.0
ENSG00000138663,0.0,0.0,0.0,0.0,0.44644895,0.0,0.5444126,0.3371278,0.0,0.0,0.5663623,0.5522099
ENSG00000145287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6183046
ENSG00000163319,0.7956548,0.0,0.88764375,0.9029212,0.90719634,0.0,0.8331679,0.81234074,0.0,0.0,0.7638533,0.86134756
ENSG00000163623,0.0,0.0,0.0,0.0,0.0,0.0,0.7905321,0.83256745,0.0,0.0,0.0,0.0
ENSG00000198189,0.0,0.0,0.0,0.0,0.0,0.25118336,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170502,0.0,0.0,0.56212574,0.0,0.5674409,1.5398847,0.78052044,0.7573506,0.0,0.49716517,0.2722149,0.84729004
ENSG00000163644,0.0,0.0,0.0,0.65060455,0.0,0.0,0.5239354,0.67769414,0.0,0.0,0.0,0.0
ENSG00000145337,0.9315871,0.0,1.3384897,1.4864935,1.3337681,1.104907,1.5153842,1.5488704,1.7103968,1.6338899,1.3626823,1.2373604
ENSG00000145335,0.0,0.0,0.42462003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163110,0.0,0.0,0.6954719,0.0,0.61322796,0.0,0.62975395,0.52544886,0.0,0.0,0.0,0.40871194
ENSG00000151247,0.0,0.0,0.84639144,0.7885652,0.97304636,0.0,0.9511276,0.67106265,0.81909066,0.76194245,1.0699352,0.79714984
ENSG00000109270,0.0,0.0,0.0,0.0,0.74080414,0.0,0.76296973,0.5089505,0.0,0.0,1.0225424,0.0
ENSG00000164032,1.3767432,1.4921947,1.9620506,1.8575314,2.0961103,1.7131407,2.1310165,1.8176914,1.965559,1.9961885,2.2070212,1.7266694
ENSG00000138814,0.0,0.0,0.6554104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109332,1.1109021,1.1583233,1.9003692,1.7751825,1.9526317,1.331989,1.9190491,1.6548702,1.8443176,2.2083943,2.3173609,1.5325707
ENSG00000145354,0.41140547,0.0,0.8771331,0.87550837,0.9810275,1.6063988,1.194386,1.0134219,1.1989641,1.1838808,1.5434189,1.0254737
ENSG00000138777,0.0,0.0,0.0,0.54007953,0.0,0.0,0.0,0.49752775,0.0,0.0,0.0,0.62140346
ENSG00000164022,0.0,0.0,0.81130207,0.65236473,0.79808915,0.0,0.67171335,0.51594186,0.0,0.0,0.61846346,0.72546095
ENSG00000138796,0.0,0.0,0.0,0.0,0.0,1.5643533,0.99773926,1.6521425,1.57161,2.190483,1.2060461,0.8060861
ENSG00000109475,3.375423,2.0123081,3.200073,3.3626366,3.1343627,2.688388,3.694181,3.731053,4.312828,4.3453727,3.9538634,3.3851795
ENSG00000198856,1.0093613,1.3426247,1.3205922,1.2133324,1.2474953,2.1464915,1.5214747,1.5741982,1.8007355,1.8371131,1.9945747,1.5251093
ENSG00000005059,0.0,0.0,0.7514136,0.0,0.6459161,0.0,0.5656322,0.553314,0.0,0.0,0.0,0.4926972
ENSG00000123739,0.0,0.0,0.0,0.62789726,0.0,0.0,0.5910056,0.6740325,0.0,0.0,0.83697426,0.47632146
ENSG00000109534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59865123,0.0
ENSG00000174720,0.0,0.0,0.0,0.0,0.0,0.0,0.5460364,0.500156,0.0,0.0,0.0,0.51954395
ENSG00000269893,1.0123044,0.0,1.4532202,1.389159,1.6222428,0.0,1.583176,1.4438283,1.6111743,2.5205564,2.2413075,1.2211125
ENSG00000150961,0.6740668,0.0,0.0,0.0,0.0,0.0,0.3855255,0.4670187,0.0,0.0,0.9069144,0.0
ENSG00000164096,1.3287251,0.0,1.1998899,1.3243276,1.1361291,0.0,1.4703342,1.3501909,1.6408689,1.051568,0.9120525,1.1732605
ENSG00000164111,1.3540719,0.0,1.8004864,1.3164655,1.9150796,1.3777112,1.4997016,1.3297125,1.8242921,1.3258173,1.861012,1.4694387
ENSG00000138709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7563537,0.0
ENSG00000164040,0.0,0.0,0.0,0.6427624,0.3800257,1.1749203,0.9807911,0.9114751,0.0,0.9853883,1.2511477,0.66218054
ENSG00000109390,1.1922243,0.0,1.3303256,1.5484017,1.1860596,0.0,1.1969062,1.316131,1.6977258,1.4987011,1.048405,1.4082575
ENSG00000273247,0.7667115,0.0,0.0,0.0,0.0,0.0,0.0,0.49535334,0.0,0.0,0.0,0.0
