,Cell_label,silhouette_score
138938_Aged2_138938_4,Conventional dendritic cell 2,0.6286123303927952
679576_Aged2_679576_4,CD4+ memory T cells,0.21323666368107866
553700_Aged2_553700_4,HSCs & MPPs,0.5161916299416853
508540_Aged2_508540_4,Conventional dendritic cell 1,0.21938057202261502
625216_Aged2_625216_4,CD8+CD103+ tissue resident memory T cells,-0.6088966045315627
576806_Aged2_576806_4,HSCs & MPPs,0.5895965077397983
392440_Aged2_392440_4,CD8+CD103+ tissue resident memory T cells,-0.40581839131926173
7697_Aged2_7697_4,HSCs & MPPs,0.6274302568241708
310010_Aged2_310010_4,CD8+ effector memory T cells,0.07369152144193701
560075_Aged2_560075_4,Early erythroid progenitor,0.4688375762475807
841413_Aged2_841413_4,CD4+ memory T cells,0.2870431940001708
327623_Aged2_327623_4,Conventional dendritic cell 1,0.35663604694306916
635303_Aged2_635303_4,Early erythroid progenitor,0.3968496980648856
639360_Aged2_639360_4,CD4+ memory T cells,0.2994419848231975
187594_Aged2_187594_4,Plasmacytoid dendritic cells,0.6077747592090413
407596_Aged2_407596_4,CD11c+ memory B cells,-0.2795555227640533
274549_Aged2_274549_4,Conventional dendritic cell 2,0.5735919238402254
845632_Aged2_845632_4,CD8+CD103+ tissue resident memory T cells,-0.43595566712503686
113327_Aged2_113327_4,CD4+ memory T cells,0.2997828464459263
376468_Aged2_376468_4,Nonswitched memory B cells,0.1397277580106219
239993_Aged2_239993_4,Pro-B cells,0.20622973818284593
630922_Aged2_630922_4,CD4+ memory T cells,0.1684583772028262
349099_Aged2_349099_4,HSCs & MPPs,0.3166288515562344
386563_Aged2_386563_4,Plasmacytoid dendritic cell progenitors,0.38970489003865766
344782_Aged2_344782_4,Nonswitched memory B cells,0.1834646501761334
585831_Aged2_585831_4,CD4+ memory T cells,0.3235644147160298
501443_Aged2_501443_4,CD4+ memory T cells,0.22732241063120678
196610_Aged2_196610_4,Late erythroid progenitor,0.6169351923282942
107813_Aged2_107813_4,Pre-B cells,-0.14525020531768917
622790_Aged2_622790_4,Plasmacytoid dendritic cells,0.733549563017061
527859_Aged2_527859_4,Plasmacytoid dendritic cells,0.7035621294125514
212471_Aged2_212471_4,CD8+CD103+ tissue resident memory T cells,-0.572294951641733
30405_Aged2_30405_4,CD8+CD103+ tissue resident memory T cells,-0.31987151983432616
555699_Aged2_555699_4,CD8+ effector memory T cells,0.4186557119318422
182118_Aged2_182118_4,CD4+ memory T cells,0.2621303802536924
711022_Aged2_711022_4,Late erythroid progenitor,-0.2170950449496145
664751_Aged2_664751_4,CD8+ effector memory T cells,-0.4773485318169547
204914_Aged2_204914_4,Pro-B cells,0.4317662876837482
208549_Aged2_208549_4,Plasmacytoid dendritic cells,0.4247464607668544
164990_Aged2_164990_4,GammaDelta T cells,0.34579492342974183
337606_Aged2_337606_4,Lymphomyeloid prog,0.18977191043507513
527046_Aged2_527046_4,Plasmacytoid dendritic cells,0.7154588981724186
662266_Aged2_662266_4,CD4+ memory T cells,0.23671254440738118
761861_Aged2_761861_4,Lymphomyeloid prog,-0.7705154361290076
384440_Aged2_384440_4,Pro-B cells,0.2526061853549673
160012_Aged2_160012_4,Plasmacytoid dendritic cells,0.6385891515457928
625881_Aged2_625881_4,CD8+ effector memory T cells,-0.052587043398054846
736983_Aged2_736983_4,CD8+CD103+ tissue resident memory T cells,-0.43801981264275847
749813_Aged2_749813_4,CD4+ memory T cells,0.19840681070083746
170003_Aged2_170003_4,CD8+CD103+ tissue resident memory T cells,-0.2898355269292689
173173_Aged2_173173_4,Conventional dendritic cell 2,0.46572679560912034
205897_Aged2_205897_4,Nonswitched memory B cells,0.15250779217799867
701643_Aged2_701643_4,CD8+CD103+ tissue resident memory T cells,-0.18530464032034366
816102_Aged2_816102_4,CD4+ memory T cells,-0.4778661882719306
1070_Aged2_1070_4,Pre-B cells,0.0859332530616356
363145_Aged2_363145_4,Lymphomyeloid prog,0.12139720514667124
6335_Aged2_6335_4,Pre-B cells,0.5234882762884095
31403_Aged2_31403_4,Mature naive B cells,0.08126623609847557
350976_Aged2_350976_4,CD4+ memory T cells,0.002066535343399183
818360_Aged2_818360_4,CD8+CD103+ tissue resident memory T cells,-0.33819384237054045
868335_Aged2_868335_4,Late erythroid progenitor,-0.4878179629349801
706925_Aged2_706925_4,CD8+ central memory T cells,-0.30879160124644367
179999_Aged2_179999_4,CD4+ memory T cells,-0.13657226884389803
532591_Aged2_532591_4,CD4+ memory T cells,0.32993466213234857
323404_Aged2_323404_4,CD4+ memory T cells,0.07170976772022668
823944_Aged2_823944_4,CD8+ effector memory T cells,-0.6313769888421726
34360_Aged2_34360_4,GammaDelta T cells,-0.03856562855852032
273552_Aged2_273552_4,Nonswitched memory B cells,0.18977621794132063
721129_Aged2_721129_4,Conventional dendritic cell 2,0.6330084318917196
128473_Aged2_128473_4,Plasmacytoid dendritic cells,0.7438059180738567
626995_Aged2_626995_4,CD8+CD103+ tissue resident memory T cells,-0.3448518804359779
38753_Aged2_38753_4,Nonswitched memory B cells,-0.21159579200989895
65662_Aged2_65662_4,Pre-B cells,0.5239013908841031
247419_Aged2_247419_4,HSCs & MPPs,0.6233885740571821
714215_Aged2_714215_4,Pro-B cells,0.2891923809939748
116839_Aged2_116839_4,Plasmacytoid dendritic cells,0.584393222659401
203191_Aged2_203191_4,CD8+ effector memory T cells,-0.7050693081104218
228444_Aged2_228444_4,Nonswitched memory B cells,0.0598884303109724
355377_Aged2_355377_4,CD4+ memory T cells,0.42370337193971547
787643_Aged2_787643_4,Nonswitched memory B cells,0.17483169732709036
41405_Aged2_41405_4,Early promyelocytes,0.13553407917885993
503938_Aged2_503938_4,HSCs & MPPs,0.5646417493856659
837920_Aged2_837920_4,HSCs & MPPs,0.1851817106592969
475091_Aged2_475091_4,Early erythroid progenitor,0.4679387070195159
38781_Aged2_38781_4,CD8+ effector memory T cells,-0.382729802194046
688663_Aged2_688663_4,Conventional dendritic cell 2,0.4804410859748092
787724_Aged2_787724_4,HSCs & MPPs,0.46026775980379614
557468_Aged2_557468_4,CD4+ memory T cells,0.044948707909573594
10947_Aged2_10947_4,Plasmacytoid dendritic cells,0.7406377609854479
861244_Aged2_861244_4,CD8+CD103+ tissue resident memory T cells,-0.5752258561929078
579527_Aged2_579527_4,CD4+ memory T cells,0.231160934485209
420376_Aged2_420376_4,CD8+ effector memory T cells,-0.7133180317125443
92199_Aged2_92199_4,HSCs & MPPs,0.5125705097951755
153454_Aged2_153454_4,Conventional dendritic cell 2,0.5878551490992243
158088_Aged2_158088_4,CD8+CD103+ tissue resident memory T cells,-0.4272992309380661
667524_Aged2_667524_4,Conventional dendritic cell 1,-0.019373506722123193
140772_Aged2_140772_4,CD8+ effector memory T cells,-0.4945388811977101
492201_Aged2_492201_4,Plasmacytoid dendritic cells,0.7561920324331576
637355_Aged2_637355_4,Early erythroid progenitor,0.15411522025050536
106131_Aged2_106131_4,Class switched memory B cells,-0.22737402886616406
785585_Aged2_785585_4,Pre-B cells,0.5264183902884585
749266_Aged2_749266_4,CD8+CD103+ tissue resident memory T cells,-0.14609217911941128
368795_Aged2_368795_4,Pro-B cells,0.04313776387806854
547708_Aged2_547708_4,Pre-B cells,0.5349661554620928
318584_Aged2_318584_4,HSCs & MPPs,-0.26721949747402474
177228_Aged2_177228_4,Nonswitched memory B cells,0.10630582150955414
91641_Aged2_91641_4,HSCs & MPPs,0.47203871350157567
101862_Aged2_101862_4,CD8+CD103+ tissue resident memory T cells,-0.6933208182447985
572374_Aged2_572374_4,CD4+ memory T cells,0.050605402727750236
850804_Aged2_850804_4,Pro-B cells,0.13868967242322153
503611_Aged2_503611_4,CD4+ memory T cells,0.14092862944839904
505219_Aged2_505219_4,CD8+ effector memory T cells,0.17903015850717746
437781_Aged2_437781_4,CD4+ memory T cells,0.32572990647974365
457178_Aged2_457178_4,CD4+ memory T cells,0.23927956878477483
718765_Aged2_718765_4,Mature naive B cells,0.022940519322140335
65570_Aged2_65570_4,CD8+CD103+ tissue resident memory T cells,-0.41031595937285775
756796_Aged2_756796_4,Mature naive B cells,0.038863399673897486
91418_Aged2_91418_4,CD4+ memory T cells,0.3459405227140974
18454_Aged2_18454_4,CD4+ memory T cells,0.06576914157002905
632532_Aged2_632532_4,Conventional dendritic cell 1,0.35239034175980793
258130_Aged2_258130_4,Late erythroid progenitor,0.6191832023347844
545567_Aged2_545567_4,Plasmacytoid dendritic cells,0.6686001919326968
774121_Aged2_774121_4,CD8+CD103+ tissue resident memory T cells,-0.8833567468017826
61893_Aged2_61893_4,CD4+ memory T cells,0.14674840522157379
359179_Aged2_359179_4,CD4+ memory T cells,0.14272340080004906
98704_Aged2_98704_4,Class switched memory B cells,0.06703030183579393
805990_Aged2_805990_4,Plasmacytoid dendritic cells,0.6032894408209014
646799_Aged2_646799_4,CD8+CD103+ tissue resident memory T cells,-0.2925487314800655
706316_Aged2_706316_4,Nonswitched memory B cells,0.0990779035473592
780601_Aged2_780601_4,Lymphomyeloid prog,-0.37363923173093566
832694_Aged2_832694_4,CD8+CD103+ tissue resident memory T cells,-0.42120586396695486
850480_Aged2_850480_4,CD8+ effector memory T cells,0.10444932038619384
228019_Aged2_228019_4,CD8+CD103+ tissue resident memory T cells,-0.3734852994446218
883252_Aged2_883252_4,Plasmacytoid dendritic cells,0.7437144749312795
595626_Aged2_595626_4,CD8+ effector memory T cells,0.09632871731594861
119007_Aged2_119007_4,Early erythroid progenitor,0.13042422164807566
522992_Aged2_522992_4,Plasmacytoid dendritic cells,0.7543579155890849
407393_Aged2_407393_4,CD8+CD103+ tissue resident memory T cells,-0.36240326210123036
464371_Aged2_464371_4,CD4+ memory T cells,0.0362016705531712
231568_Aged2_231568_4,Early erythroid progenitor,0.31098594647029576
102078_Aged2_102078_4,Early erythroid progenitor,0.4840085803302521
807928_Aged2_807928_4,CD8+CD103+ tissue resident memory T cells,-0.43984802433689146
288176_Aged2_288176_4,CD4+ memory T cells,-0.004980644998714977
686968_Aged2_686968_4,Lymphomyeloid prog,-0.34223046344855007
200075_Aged2_200075_4,CD8+CD103+ tissue resident memory T cells,-0.5632832465666241
92562_Aged2_92562_4,Pro-B cells,0.19736255743708322
448112_Aged2_448112_4,CD4+ memory T cells,0.013439080145488311
804876_Aged2_804876_4,CD4+ memory T cells,0.03790298473485808
417649_Aged2_417649_4,Conventional dendritic cell 2,0.37900641737416824
199654_Aged2_199654_4,HSCs & MPPs,0.38295283142518693
329756_Aged2_329756_4,HSCs & MPPs,0.5922502298892199
43275_Aged2_43275_4,Nonswitched memory B cells,-0.17751932237040532
52084_Aged2_52084_4,Classical Monocytes,0.4006399311007477
872100_Aged2_872100_4,Nonswitched memory B cells,0.19849392633889862
602806_Aged2_602806_4,CD8+CD103+ tissue resident memory T cells,-0.09569683710342257
35412_Aged2_35412_4,CD4+ memory T cells,0.3693850909626855
645705_Aged2_645705_4,CD8+CD103+ tissue resident memory T cells,-0.3018169383153096
270227_Aged2_270227_4,Nonswitched memory B cells,-0.01399226142177622
439362_Aged2_439362_4,Nonswitched memory B cells,0.23233431310649413
695125_Aged2_695125_4,CD4+ memory T cells,0.14737796965532393
508030_Aged2_508030_4,Nonswitched memory B cells,0.20447676764560205
251949_Aged2_251949_4,Class switched memory B cells,0.008085533839117762
224666_Aged2_224666_4,CD8+CD103+ tissue resident memory T cells,-0.14177920085618279
202838_Aged2_202838_4,CD4+ memory T cells,0.11570444934935122
821171_Aged2_821171_4,Pro-B cells,0.4051876172061909
549356_Aged2_549356_4,Pro-B cells,0.28003571289769397
42312_Aged2_42312_4,CD4+ memory T cells,-0.07415252971747509
272613_Aged2_272613_4,CD4+ memory T cells,0.23092153420943634
745153_Aged2_745153_4,CD4+ memory T cells,0.0649933883276867
533996_Aged2_533996_4,HSCs & MPPs,0.5379071834777176
502154_Aged2_502154_4,Nonswitched memory B cells,0.09818641066171317
596400_Aged2_596400_4,Pro-B cells,-0.5351745944188614
559062_Aged2_559062_4,CD8+ effector memory T cells,0.15303077657352962
66068_Aged2_66068_4,CD4+ memory T cells,0.32713496052163016
832490_Aged2_832490_4,GammaDelta T cells,0.27737923610795023
485734_Aged2_485734_4,GammaDelta T cells,0.32927319515298586
524425_Aged2_524425_4,CD4+ memory T cells,0.04892282714546118
861765_Aged2_861765_4,CD4+ memory T cells,-0.053558219971357256
72120_Aged2_72120_4,CD8+CD103+ tissue resident memory T cells,-0.36633053504741486
649856_Aged2_649856_4,CD4+ memory T cells,0.11602032993029998
735853_Aged2_735853_4,CD8+ central memory T cells,-0.24579452226258763
162609_Aged2_162609_4,CD4+ memory T cells,0.15673560431894307
555408_Aged2_555408_4,CD4+ memory T cells,0.013308738077556394
134899_Aged2_134899_4,CD8+CD103+ tissue resident memory T cells,-0.44293813539163407
219081_Aged2_219081_4,HSCs & MPPs,0.5083947702071765
562283_Aged2_562283_4,Plasma cells,-0.8256781040875534
54579_Aged2_54579_4,Mature naive B cells,0.01123126003732757
579492_Aged2_579492_4,CD4+ memory T cells,-0.21007818539452724
72524_Aged2_72524_4,CD8+CD103+ tissue resident memory T cells,-0.4317280161776687
211123_Aged2_211123_4,Class switched memory B cells,-0.1797934981346483
537033_Aged2_537033_4,CD4+ memory T cells,0.21875631908197385
44775_Aged2_44775_4,Plasmacytoid dendritic cells,0.6774577440661436
232568_Aged2_232568_4,Plasmacytoid dendritic cells,0.744006672004463
662681_Aged2_662681_4,CD4+ memory T cells,0.1394179323066778
232505_Aged2_232505_4,Conventional dendritic cell 1,0.16846423285851156
728194_Aged2_728194_4,CD4+ memory T cells,0.3307934879035945
218044_Aged2_218044_4,CD8+CD103+ tissue resident memory T cells,-0.5947160274375918
38962_Aged2_38962_4,Pro-B cells,0.3675912043152889
802549_Aged2_802549_4,Non-classical monocytes,0.6884580628556103
676141_Aged2_676141_4,CD4+ memory T cells,0.2601403724063193
221663_Aged2_221663_4,CD8+CD103+ tissue resident memory T cells,-0.0420655480419467
688754_Aged2_688754_4,CD4+ memory T cells,-0.1474554859814751
834232_Aged2_834232_4,Class switched memory B cells,-0.11915251163100894
837972_Aged2_837972_4,Nonswitched memory B cells,-0.08973348810089328
780343_Aged2_780343_4,Class switched memory B cells,-0.18444247393274277
233364_Aged2_233364_4,CD4+ memory T cells,-0.09555729952665067
681723_Aged2_681723_4,CD4+ memory T cells,0.10624677668061087
787504_Aged2_787504_4,CD4+ memory T cells,0.17392092737817177
6434_Aged2_6434_4,Nonswitched memory B cells,0.25919975552262586
38499_Aged2_38499_4,CD8+ effector memory T cells,-0.6415814143889932
71581_Aged2_71581_4,CD8+ central memory T cells,-0.03416750517290369
599381_Aged2_599381_4,Nonswitched memory B cells,0.14012490341152434
223456_Aged2_223456_4,CD8+ central memory T cells,-0.3806575068896917
728148_Aged2_728148_4,Early erythroid progenitor,0.4236304268443085
547860_Aged2_547860_4,CD4+ memory T cells,0.03017976700735142
485162_Aged2_485162_4,Lymphomyeloid prog,0.0884261214107185
337219_Aged2_337219_4,CD4+ memory T cells,0.1436076565572965
324751_Aged2_324751_4,Pro-B cells,0.37903700245808136
633475_Aged2_633475_4,Pro-B cells,0.2711853918608296
766216_Aged2_766216_4,Mature naive B cells,0.3263587816188895
183742_Aged2_183742_4,CD4+ memory T cells,0.22282440682192525
353312_Aged2_353312_4,CD4+ memory T cells,0.05931887580615153
382888_Aged2_382888_4,CD4+ memory T cells,0.27911749159200583
154270_Aged2_154270_4,Plasmacytoid dendritic cells,0.7061703885514679
444382_Aged2_444382_4,CD4+ memory T cells,0.3019583514424095
795119_Aged2_795119_4,CD4+ memory T cells,-0.23356976203824908
28872_Aged2_28872_4,CD8+ effector memory T cells,0.163790809729367
119464_Aged2_119464_4,CD8+ effector memory T cells,-0.4583341824690199
341465_Aged2_341465_4,CD4+ memory T cells,0.19203485473127968
583080_Aged2_583080_4,Nonswitched memory B cells,-0.05765420646720435
674160_Aged2_674160_4,CD4+ memory T cells,0.3940785918354365
55573_Aged2_55573_4,Mature naive B cells,0.2089296113198705
634598_Aged2_634598_4,HSCs & MPPs,0.39123529867954193
735004_Aged2_735004_4,Nonswitched memory B cells,-0.28325032334542183
123982_Aged2_123982_4,GammaDelta T cells,0.2902580988616216
547398_Aged2_547398_4,Nonswitched memory B cells,-0.10797526320581081
209937_Aged2_209937_4,CD8+ effector memory T cells,0.019963958073718546
571012_Aged2_571012_4,CD4+ memory T cells,0.13675679153050563
732939_Aged2_732939_4,HSCs & MPPs,0.31828970952715113
829001_Aged2_829001_4,CD8+CD103+ tissue resident memory T cells,-0.20693943200485637
136156_Aged2_136156_4,CD8+CD103+ tissue resident memory T cells,-0.5946487546301273
159210_Aged2_159210_4,Plasmacytoid dendritic cells,0.6304469935193874
256523_Aged2_256523_4,CD8+CD103+ tissue resident memory T cells,-0.12479908545562719
603125_Aged2_603125_4,Class switched memory B cells,0.10930039430919884
107818_Aged2_107818_4,CD8+ effector memory T cells,0.010924796976415614
115272_Aged2_115272_4,CD8+CD103+ tissue resident memory T cells,-0.35386725884451
248298_Aged2_248298_4,CD8+ effector memory T cells,0.2595556926868593
280445_Aged2_280445_4,CD8+CD103+ tissue resident memory T cells,-0.13949169051945917
218527_Aged2_218527_4,CD8+CD103+ tissue resident memory T cells,-0.24036685291218668
494297_Aged2_494297_4,Nonswitched memory B cells,0.21085875666289577
347990_Aged2_347990_4,CD4+ memory T cells,0.15102235826648186
84625_Aged2_84625_4,CD8+ effector memory T cells,0.02800180616070876
389706_Aged2_389706_4,Plasmacytoid dendritic cells,0.5273661493703111
539740_Aged2_539740_4,Nonswitched memory B cells,0.17511548990371212
67792_Aged2_67792_4,Mature naive B cells,0.018811544810196045
794738_Aged2_794738_4,CD8+ effector memory T cells,0.3159034096021981
763836_Aged2_763836_4,HSCs & MPPs,0.231220948433403
255508_Aged2_255508_4,Nonswitched memory B cells,0.21529364130604897
428526_Aged2_428526_4,Conventional dendritic cell 1,0.22773793861206884
682123_Aged2_682123_4,CD4+ memory T cells,0.2922344544369991
77681_Aged2_77681_4,Nonswitched memory B cells,-0.4187839185030128
713029_Aged2_713029_4,Nonswitched memory B cells,0.05680102662739073
212731_Aged2_212731_4,CD8+ effector memory T cells,0.07616360768068611
485220_Aged2_485220_4,Conventional dendritic cell 2,-0.47110139134118234
440918_Aged2_440918_4,CD4+ memory T cells,0.16397238437781267
872585_Aged2_872585_4,CD4+ memory T cells,0.17677125068478322
664373_Aged2_664373_4,Nonswitched memory B cells,0.19141921638576126
241405_Aged2_241405_4,Nonswitched memory B cells,0.2629494467234235
207818_Aged2_207818_4,CD4+ memory T cells,0.16688570374993694
435089_Aged2_435089_4,CD8+ effector memory T cells,0.16761548138454738
494637_Aged2_494637_4,Class switched memory B cells,0.22992315795009116
160645_Aged2_160645_4,CD56brightCD16- NK cells,0.26200694632549837
630263_Aged2_630263_4,CD8+CD103+ tissue resident memory T cells,-0.43337701069019674
230969_Aged2_230969_4,Plasmacytoid dendritic cells,0.5339883636766609
338604_Aged2_338604_4,Early erythroid progenitor,0.12494707302641055
555003_Aged2_555003_4,CD8+CD103+ tissue resident memory T cells,-0.37294908159214485
323424_Aged2_323424_4,Class switched memory B cells,-0.10285165883050108
431028_Aged2_431028_4,Nonswitched memory B cells,0.12065243327739741
