,B cells,CD16+ NK cells,CD16- NK cells,CD4 T cells,Central venous LSECs,Cholangiocytes,Classical monocytes,DC1,DC2,Fibroblasts,Immune mix,Inflammatory macrophages,Interzonal hepatocytes,MAIT cells,Macrophages,Migratory DCs,NK cells,Neutrophils,Non-classical monocytes,Non-inflammatory macrophages,Pericentral hepatocytes,Periportal LSECs,Periportal hepatocytes,Plasma cells,Portal endothelial cells,Stellate cells,Tem/Temra cytotoxic T cells,Tem/Trm cytotoxic T cells,pDC
CNDP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70158696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNIH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0039561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNKSR3,0.0,0.0,0.0,0.0,0.0,1.1024268,0.0,0.0,0.0,0.0,0.0,0.0,0.663317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2377963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7351132,0.6364873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNOT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23466392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7185968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNOT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5476638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNOT6L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4196653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNPY2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5189991,0.0,0.0,0.0,0.0,0.0
CNPY3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6978586,0.99732155,0.0,0.0,0.85297596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3904337
CNST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6303109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNTLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87717557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4686748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNTN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4398408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7988781,0.0,0.0,0.0
CNTNAP3B,0.0,0.0,0.0,0.0,1.3638463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37925905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COBL,0.0,0.0,0.0,0.0,0.0,1.2050706,0.0,0.0,0.0,0.0,0.0,0.0,0.67563176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3916411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COBLL1,0.0,0.0,0.0,0.0,0.0,1.1073548,0.0,0.0,0.0,0.69848776,0.0,0.0,1.2749296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1464171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56736916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL18A1,0.0,0.0,0.0,0.0,0.0,0.9666778,0.0,0.0,0.0,0.0,0.0,0.0,1.4845037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6661453,0.0,1.3295445,0.0,0.0,0.0,0.0,0.0,0.0
COL25A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9158239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL27A1,0.0,0.0,0.0,0.0,0.0,1.1860974,0.0,0.0,0.0,1.9308486,0.0,0.0,0.60993683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7906126,0.0,0.0,0.0,0.0,1.1458145,0.0,0.0,0.0
COL4A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5892004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4541492,0.0,0.0,0.0
COL4A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82246816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.026926,0.0,0.0,0.0
COL5A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6811248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL6A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1253783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0822185,0.0,0.0,0.0
COL6A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7889377,0.0,0.0,0.0
COL6A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7259531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9484783,0.0,0.0,0.0
COMMD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18208745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7164207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMMD10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4591965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0474718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMMD6,1.7100043,1.500587,1.717839,1.8471754,0.0,0.0,1.7149374,1.616071,1.7588258,0.0,0.0,1.678649,0.0,1.6223621,0.0,1.2947441,0.0,0.0,1.6704006,1.0216229,0.0,0.0,0.0,0.7946507,0.0,0.0,1.5843189,1.7011575,2.339964
COMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62041515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9889746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9294189
COP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1380654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPE,0.0,0.0,0.0,0.0,0.0,0.0,1.1552258,1.1811712,1.1913364,0.0,0.0,1.0894961,0.0,0.0,0.0,1.2302973,0.0,0.0,1.2099204,0.0,0.0,0.0,0.0,1.4489286,0.0,0.0,0.0,0.0,1.5759507
CORO1A,1.6439099,1.939594,2.08399,1.8071318,0.0,0.0,1.7169797,1.5114641,1.9341741,0.0,0.0,1.1075584,0.0,1.8471754,0.0,0.0,0.0,0.0,2.0649433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8994707,2.0112286,1.8981832
CORO1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77716446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORO1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79668486
COTL1,0.0,0.0,0.0,0.0,0.0,0.0,2.4776187,2.0053182,2.5673532,0.0,0.0,1.8334252,0.0,0.0,0.0,2.0314445,0.0,0.0,3.090279,1.3343678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5587609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6472651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74508643,0.64967227,0.0,0.0,0.58348155,0.0,0.0,0.0,0.1994216,0.0,0.0,1.0139775,0.0,0.0,0.0,0.0,0.72031325,0.0,0.0,0.0,0.0,0.0
COX4I1,2.1351733,1.9761678,1.9872683,2.147602,0.0,0.0,2.504522,2.241756,2.421945,0.0,1.7096335,2.3495445,0.0,2.0628207,0.0,2.1684756,0.0,0.0,2.4354706,1.9947183,0.0,1.6679097,0.0,1.953712,1.3767705,0.0,1.9734956,2.0374618,2.2934117
COX5A,0.0,0.0,0.0,0.0,0.0,0.0,1.0294523,1.3920027,1.2933503,0.0,0.0,1.1496322,0.0,0.0,0.0,1.1911483,0.0,0.0,1.1421701,0.6265159,0.0,0.0,0.0,1.2621272,0.0,0.0,0.0,0.0,1.1582513
COX6A1,0.0,0.0,0.0,0.0,0.0,0.0,0.89684415,1.1881742,0.9982139,0.0,0.0,1.0438976,0.0,0.0,0.0,0.86026824,0.0,0.0,1.1544445,0.63350415,0.0,0.436444,0.0,1.2471961,0.0,0.0,0.0,0.0,1.1428969
COX6B1,1.1560085,1.3754432,1.2258406,1.337571,0.0,0.0,1.8872902,1.6452587,1.7656322,0.0,0.0,1.7108086,0.0,1.0809301,0.0,1.5086069,0.0,0.0,2.0096884,1.4650564,0.0,0.0,0.0,1.5485854,0.0,0.0,1.2836922,1.3228385,1.7411096
COX6C,0.86601186,1.3651478,1.4157654,1.4287779,0.0,0.0,1.413643,1.4879887,1.4665807,0.0,0.0,1.3809929,0.0,1.0627427,0.0,1.4773574,0.0,0.0,1.6103987,1.4465706,0.0,0.97082,0.0,1.3647151,0.0,0.0,1.0491123,1.2859612,1.5926906
COX7A2,0.7836017,1.105459,1.1767805,1.1971102,0.0,0.0,1.6357069,1.2691319,1.4055169,0.0,0.0,1.4229338,0.0,0.9467373,0.0,1.2455974,0.0,0.0,1.7625743,1.3142153,0.0,0.0,0.0,1.7192006,0.0,0.0,0.0,1.3007394,1.7189655
COX7A2L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9527877,0.94181824,0.0,0.0,0.85987365,0.0,0.0,0.0,1.0158739,0.0,0.0,0.87066716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1502222
COX7B,0.0,0.0,0.0,0.0,0.0,0.0,1.4455345,1.2247179,1.3629262,0.0,0.0,1.294936,0.0,0.0,0.0,1.0710018,0.0,0.0,1.5840108,1.1388036,0.0,0.0,0.0,1.0075859,0.0,0.0,0.0,0.0,1.054872
COX7C,2.0469966,1.7842987,1.7684305,2.2146573,0.0,0.0,2.2004905,2.4989104,2.154948,0.0,2.0580392,2.0729537,0.0,1.8760878,0.0,2.1540504,0.0,0.0,2.3049228,1.9154341,0.0,1.6559409,0.0,1.9921576,1.4821765,0.0,1.8030989,1.9885824,2.1581953
COX8A,0.0,0.99910665,1.1229237,0.0,0.0,0.0,1.5472577,1.3670163,1.4410284,0.0,0.0,1.3489752,0.0,0.0,0.0,0.9895093,0.0,0.0,1.6282605,1.2471073,0.0,0.0,0.0,1.150888,0.0,0.0,0.0,0.0,1.4079024
CP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6959643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5709472,0.0,2.2631438,0.0,0.0,0.0,0.0,0.0,0.0
CPB2,0.0,0.0,0.0,0.0,0.0,1.283598,0.0,0.0,0.0,0.0,0.0,0.0,1.8959721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0604448,0.0,0.7597707,0.0,0.0,0.0,0.0,0.0,0.0
CPD,0.0,0.0,0.0,0.0,0.0,0.67241204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPEB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43380427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91405725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPEB4,0.0,0.0,0.0,0.0,0.0,1.1397345,0.0,0.0,0.0,0.0,0.0,0.0,1.0636424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPED1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.758588,0.0,0.0,0.75889367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3757749,0.0,0.0,0.0,0.0,1.6946993,0.0,0.0,0.0
CPM,0.0,0.0,0.0,0.0,0.0,1.66608,0.0,0.0,0.0,0.0,0.0,1.043659,0.0,0.0,1.7782395,0.0,0.0,0.0,0.0,1.2980237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPNE3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.895415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPNE8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39458627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78836465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9605616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4254222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7547655,0.0,2.1400661,0.0,0.0,0.0,0.0,0.0,0.0
CPT1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59753776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8843515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPVL,0.0,0.0,0.0,0.0,0.0,0.0,1.0952238,3.1431255,1.6336858,0.0,0.0,1.6342442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2631955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRADD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9783102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5918775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREB3L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86603177,0.0,0.0,0.0,0.0,0.0
CREB3L3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47468948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREBBP,0.0,0.0,0.0,0.0,0.0,0.8372272,0.0,0.0,0.0,0.0,0.0,0.0,0.26691744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85464084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51188207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9485741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRELD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2109556,0.0,0.0,0.0,0.0,0.0
CREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6061169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRHBP,0.0,0.0,0.0,0.0,2.5178988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63578165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8616289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5009791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRISPLD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5705987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9061853,0.0,0.0,0.0
CRLS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6500334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8752122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2799988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88898724,0.0,0.0,0.0,0.0,0.0,0.0
CRY2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63724625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0878494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.525196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34817505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53405815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2167908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6622232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSDE1,0.0,0.0,0.0,0.0,0.0,0.5773839,0.0,0.7993367,0.8432801,0.0,0.0,0.8510103,0.5035984,0.0,0.0,1.1816964,0.0,0.0,0.0,0.9490119,0.4447792,0.0,0.0,0.8201366,0.0,0.0,0.0,0.0,0.8516644
CSF1R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0895616,0.0,0.0,0.0,0.0,0.0,0.0,0.91231924,1.4708405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2RA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9702506,0.94437945,0.0,0.0,0.74923766,0.0,0.0,0.0,2.0451412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF3R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9201388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSMD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNK1A1,0.0,0.0,0.0,0.0,1.2722051,0.0,0.0,0.5653847,0.64028573,1.1406851,0.0,0.0,0.6509644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81396294,0.0,0.0,0.0,0.0,1.4976158,0.0,0.0,0.0
CSPP1,0.0,0.0,0.0,0.0,0.0,0.5409826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CST3,0.0,0.0,0.0,0.0,0.0,0.0,3.3457174,4.9851274,4.2506166,0.0,1.8635565,4.090058,0.9461585,0.0,0.0,1.4771662,0.0,0.0,3.3932478,4.441379,0.0,0.9912602,0.0,0.0,0.0,0.0,0.0,0.0,2.8246498
CST7,0.0,2.784861,2.2194867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8150508,0.0,1.1547725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4406767,2.1920855,0.0
CSTA,0.0,0.0,0.0,0.0,0.0,0.0,1.8172061,0.0,0.75358737,0.0,0.0,0.7214246,0.0,0.0,0.0,0.0,0.0,0.0,1.4377723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSTB,0.0,0.0,0.0,0.0,0.0,0.0,1.3662347,1.6146188,1.6001431,0.0,0.0,1.4889182,0.0,0.0,0.0,1.3739142,0.0,0.0,1.7611096,1.3117987,0.0,0.0,0.0,0.7995479,0.0,0.0,0.0,0.0,0.0
CTBP2,0.0,0.0,0.0,0.0,0.0,0.8679955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTDSPL,0.0,0.0,0.0,0.0,0.0,0.9693103,0.0,0.0,0.0,1.5216423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNA1,0.0,0.0,0.0,0.0,0.0,0.8830395,0.0,0.0,0.0,0.0,0.0,0.0,0.54591674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7356219,0.0,0.0,0.0,0.0,0.9765268,0.0,0.0,0.0
CTNNA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6609671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1079657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNND1,0.0,0.0,0.0,0.0,0.0,0.6960094,0.0,0.0,0.0,0.0,0.0,0.0,0.26217654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNND2,0.0,0.0,0.0,0.0,0.0,1.8869339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTPS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5827456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSC,0.0,1.1521438,1.2351015,0.0,0.0,0.0,0.0,0.0,0.7296176,0.0,0.0,1.1423154,0.0,0.0,0.0,0.94565547,0.0,0.0,1.1225742,1.7152177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7569977
CTSD,0.0,1.117081,1.1712987,0.0,0.0,0.0,1.436142,0.0,0.0,0.0,0.0,1.0948598,0.0,0.0,0.0,0.0,0.0,0.0,1.0947607,2.5375705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9034945
CTSH,0.0,0.0,0.0,0.0,0.0,0.0,0.87647915,0.46703416,1.4573002,0.0,0.0,1.3979567,0.0,0.0,0.0,2.2132375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6096513,0.0,0.0,0.0,0.0,1.0802228,0.0,0.0,0.0,0.0
CTSS,1.0913323,0.0,0.0,0.0,0.0,0.0,2.9788022,1.3321738,1.723884,0.0,0.0,2.3804283,0.0,0.0,1.0979784,1.1909866,0.0,2.9143486,3.1584592,3.0680509,0.0,0.0,0.0,1.0135858,0.0,0.0,0.0,0.0,1.4114888
CTSW,0.0,2.4427123,1.9227024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6210585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0000975,1.7185899,0.0
CTSZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3132333,1.0558183,0.0,0.0,0.909963,0.0,0.0,0.0,1.3917693,0.0,0.0,0.0,1.5771179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0800302
CUL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5030011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39486206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7288116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40555894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
