,Age-associated B cells,CD16+ NK cells,CD16- NK cells,CD24 neutrophils,CMP,CRTAM+ gamma-delta T cells,Classical monocytes,Cycling T&NK,DC precursor,DC1,DC2,ELP,ETP,Early MK,Early erythroid,Erythrocytes,Follicular helper T cells,GMP,HSC/MPP,Late erythroid,MAIT cells,MEMP,Mast cells,Megakaryocyte precursor,Megakaryocytes/platelets,Memory B cells,Mid erythroid,NAMPT neutrophils,Naive B cells,Neutrophil-myeloid progenitor,Neutrophils,Non-classical monocytes,Plasma cells,Plasmablasts,Pro-B cells,Promyelocytes,Regulatory T cells,Small pre-B cells,Tcm/Naive cytotoxic T cells,Tcm/Naive helper T cells,Tem/Effector helper T cells,Tem/Temra cytotoxic T cells,Tem/Trm cytotoxic T cells,pDC,pDC precursor
AP3B1,0.0,0.0,0.0,0.0,0.33674133,0.0,0.0,0.0,0.52997285,0.2875488,0.41870624,0.0063316547,0.0,0.3246832,0.28311056,0.21996674,0.0,0.40331012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07434678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38330537,0.4429508
AP3D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30705026,0.50513124,0.3832682,0.0,0.0,0.3854342,0.19772483,0.3548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20558673,0.0,0.0,0.0,0.0,0.0,0.0,0.38450646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP3M1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19181569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP3S1,0.0,0.0,0.0,0.0,0.45254713,0.0,0.0,0.0,0.4434415,0.28412688,0.0,0.0,0.0,0.3930109,0.33312896,0.3116244,0.0,0.4167763,0.0,0.0,0.0,0.34080446,0.0,0.0,0.0,0.0,0.21354362,0.0,0.0,0.3708645,0.0,0.0,0.06124359,0.14103276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62171626,0.61914515
AP5M1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07503679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APAF1,0.0,0.0,0.0,1.2229573,0.0,0.0,0.0,0.0,0.40763885,0.34115425,0.43283626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8854586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APBB1IP,0.58264226,0.0,0.0,0.98302203,0.33878893,0.0,0.7734053,0.81221855,0.5618931,0.5955348,0.65632075,0.73784405,0.0,0.0,0.33576518,0.4132722,0.7083496,0.38252616,0.0,0.0,0.0,0.24705367,0.0,0.0,0.0,0.0,0.21017233,1.717089,0.0,0.0,0.0,0.8555342,0.0,0.0,0.8469171,0.0,0.9098314,1.6233444,0.0,0.0,0.68480635,0.9564972,0.0,1.1098626,0.72337294
APBB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0736876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19176069,0.1992386,0.24845378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13268349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APEH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3696315,0.36181885,0.45679307,0.0,0.0,0.0,0.0,0.0,0.2735672,0.0,0.0,0.0,0.0,0.6137328,0.0,0.0,0.0,0.0,0.0,0.0,0.23757933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APEX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101297036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09077982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APH1A,0.39218742,0.0,0.0,0.0,0.44469973,0.0,0.0,0.57647735,0.67116857,0.9692087,0.6226476,0.5193877,0.0,0.5894378,0.43088144,0.34436536,0.0,0.5272696,0.48063052,0.0,0.0,0.47331914,0.0,0.53366417,0.0,0.0,0.31681234,0.0,0.0,0.35737497,0.0,0.0,0.0,0.33617535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6385863,0.6361382
API5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29565263,0.23544939,0.38208425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2718965,0.0,0.0,0.0,0.0,0.0,0.0,0.19428341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27675426,0.22023708,0.0,0.0,0.0,0.32065934,0.2429559,0.35696974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22611499,0.0,0.0,0.0,0.0,0.0,0.0,0.18434721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APLP2,0.0,0.0,0.0,0.0,1.5141602,0.0,1.8532752,0.44258833,0.925246,0.2875488,0.69199914,0.48037785,0.0,0.9001001,0.8291472,0.8431765,0.0,1.3921125,0.97843975,0.0,0.0,0.79246044,0.74511534,0.9203297,0.0,0.0,0.74089706,1.5674875,0.0,1.3099515,0.0,1.2260106,0.0,0.12957723,0.0,1.5099142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5147496
APMAP,0.0,1.2738715,1.2822814,1.4960011,0.0,1.0450912,0.0,1.0263398,0.0,0.0,0.0,0.0,0.0,0.40606183,0.22564644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337571,0.0,0.0,0.0,0.0,0.0,0.16472894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOBEC3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15884948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOBEC3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7293116,0.32240963,0.0,0.07289945,0.0,0.0,0.39102948,0.5311682,0.49741518,0.0,0.0,0.0,0.0,0.0,0.47423264,0.0,0.0,0.0,0.0,0.4703321,0.0,0.0,0.0,0.0,0.0,0.0,0.5828402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOBEC3G,0.0,1.0018249,1.088787,0.0,0.0,0.0,0.0,1.0711858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58406585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.012413,0.0,0.0,0.0
APOBR,0.0,0.0,0.0,0.7264328,0.0,0.0,0.0,0.0,0.0,0.35768497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1162518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7851238,1.8118627,0.0,0.0,0.0,0.0,0.0,0.32391518,0.0,0.0,0.0,0.0,1.1703607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80659366,0.42915475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17814595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079552785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35768497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOL6,0.0,0.5359782,0.0,0.0,0.0,0.0,0.0,0.6915261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18917207,0.0,0.24325877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APP,0.0,0.0,0.0,0.0,0.40340906,0.0,0.0,0.0,0.3989098,0.27226898,0.0,0.4061287,0.0,0.20992917,0.0,0.0,0.0,0.45970124,0.47573653,0.0,0.0,0.0,0.0,0.0,1.0994129,0.0,0.0,0.0,0.0,0.32657513,0.0,0.0,0.0,0.0,0.0,0.38608417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8519053,1.242816
APPL1,0.0,0.0,0.0,0.0,0.7566055,0.0,0.0,0.44910967,0.7184622,0.5457487,0.6489082,0.7546482,0.70640594,0.6592362,0.0,0.0,0.0,0.76772934,0.6251604,0.0,0.0,0.33802554,0.5741128,0.4642195,0.0,0.0,0.0,0.0,0.0,0.68263686,0.0,0.0,0.0,0.25906047,0.61997694,0.6900271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7628201,0.73944926
APRT,0.9897175,1.1440619,1.2037027,0.0,1.2551286,1.0947605,0.85646856,0.9131389,1.239197,1.2332883,1.201035,0.94071865,1.1152861,1.4602811,1.3968108,1.1985967,1.0876999,1.3652347,1.1540478,0.0,1.0827351,1.3402097,0.66220087,1.2494692,0.0,0.91608083,1.4269481,0.0,0.0,1.1974865,0.0,1.049977,0.4830209,1.0499568,1.2844664,1.036562,1.2269903,0.0,1.1331706,1.2774993,1.3455532,1.1093941,1.1113049,1.3152117,1.0472684
APTX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19176069,0.0,0.20469728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12638117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0474879,0.0,0.0,0.40442157,0.0,0.0,0.0,0.8392302,0.0,0.0,0.0,0.0
AQP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1738198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18214953,0.0,0.16588034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11541054,0.0,0.099049084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5835166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAP2,0.0,0.0,0.0,0.65376407,0.0,0.0,0.0,0.5185079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARCN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34758222,0.3139043,0.0,0.0,0.0,0.34939492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38533148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AREG,0.0,2.0710578,2.623424,0.0,2.8811898,0.0,0.0,0.9730859,2.4559412,1.1939863,2.4141126,0.69251096,0.0,0.14191629,0.0,0.0,1.0939314,2.6230242,1.7127136,0.0,0.0,0.0,2.4983473,0.0,0.0,0.0,0.0,0.0,0.0,1.5172746,0.0,0.0,0.0,0.0,0.0,1.5231615,0.0,0.0,0.0,0.76680315,0.0,0.0,0.0,1.3961914,0.77879024
ARF1,0.8607786,1.2641281,1.3230911,0.82637334,1.2032771,1.130962,1.2677851,1.3349645,1.1851652,1.083187,1.1510786,1.0426677,1.0914637,1.445153,1.0880908,0.84619385,1.0587332,1.0963507,1.0024523,0.656924,1.1324613,1.1430453,1.2468128,1.0553602,2.5359092,0.8275313,1.0286176,0.9392718,0.0,1.0386944,0.0,1.2440813,0.7416326,1.3607273,1.0583612,1.053288,1.1422458,1.4127371,0.832499,0.94289297,1.0041207,1.1083055,1.092253,1.5330963,1.4080199
ARF3,0.0,0.0,0.0,0.0,0.35404378,0.0,0.0,0.0,0.5047952,0.5214745,0.6272874,0.0,0.0,0.6075212,0.24237005,0.0,0.0,0.3733207,0.0,0.0,0.0,0.2739902,0.0,0.0,1.3476033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26103035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545704,0.0
ARF4,0.0,0.0,0.0,0.0,0.40271074,0.0,0.0,0.0,0.327003,0.40451735,0.39150316,0.0,0.0,0.59999603,0.4454035,0.6000369,0.0,0.38141853,0.0,1.0761285,0.0,0.47656602,0.0,0.0,1.3924761,0.0,0.55607116,0.0,0.0,0.0,0.0,0.0,0.7608237,1.0473591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6849495,0.0
ARF5,0.59255505,0.0,0.0,0.0,0.0,0.0,0.0,0.69960964,0.38675815,1.0828639,0.70666605,0.0,0.0,0.46058387,0.0,0.56496507,0.0,0.0,0.0,0.0,0.0,0.25555283,0.0,0.0,1.3402711,0.0,0.46256673,0.0,0.0,0.0,0.0,0.9116065,0.0,0.36147508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61727905,0.0
ARF6,0.89553505,1.2461948,1.4041281,0.0,0.50159955,1.2626721,0.8344041,1.2844324,0.92214453,1.7005583,1.1054926,0.69388574,0.7205291,0.6497731,0.5910406,0.5730674,1.0372728,0.49102783,0.4773913,0.0,1.076766,0.50962913,0.0,0.35183507,0.0,0.9436592,0.6178154,0.0,0.0,0.40437645,0.0,0.7131293,0.0,0.61937237,0.0,0.46960115,1.004398,0.0,0.8975109,0.94050723,0.95847607,1.1657975,1.168541,0.83374166,0.859059
ARFGAP2,0.0,0.0,0.0,0.0,0.3273354,0.0,0.0,0.3220295,0.3410228,0.0,0.3044914,0.0,0.0,0.47479838,0.45207867,0.34964454,0.0,0.0,0.0,0.0,0.0,0.4500106,0.0,0.4019791,0.0,0.0,0.31640315,0.0,0.0,0.0,0.0,0.0,0.0,0.1720261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFGAP3,0.0,0.0,0.0,0.0,0.29530618,0.0,0.0,0.41000783,0.13205062,0.0,0.0,0.0,0.0,0.41162544,0.249687,0.0,0.0,0.0,0.0,0.0,0.0,0.26814848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28541842,0.3907285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31183493,0.0
ARFGEF1,0.0,0.0,0.0,1.3650393,0.30490398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39634046,0.2174341,0.20469728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFGEF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21758455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19768542,0.124929845,0.1282462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072411336,0.0,0.0,0.0,0.0,0.0,0.0,0.13131355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16741326,0.16694786,0.32561803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19819951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG1,0.0,0.0,0.0,2.5474072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9193033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGLU1,1.1446455,1.3262835,1.2973533,0.90480655,0.9931431,1.3110392,0.73457634,1.3665613,1.0923592,0.7979581,1.0970813,1.4012275,1.5178756,1.2513376,1.1075753,1.0465999,1.4017038,0.9322347,1.2234931,0.0,1.1709154,1.1904616,1.1392246,1.2306515,0.0,1.3310796,0.7937226,0.0,1.3058171,0.9694797,0.119712785,0.6487992,0.26814458,0.8453345,1.4715604,1.0234623,1.2931106,1.7101378,1.137186,1.1126057,1.0765747,1.3188117,1.2286537,1.3221073,1.2963814
ARHGAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027966334,0.0,0.0,0.0,0.0,0.3157655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP15,0.0,0.0,0.0,0.6869552,0.21060792,0.0,0.0,0.6223974,0.0,0.0,0.37851083,0.0,0.0,0.4413523,0.31113744,0.26263654,0.7954408,0.0,0.0,0.0,0.0,0.4879225,0.0,0.46784624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17694849,0.0,0.0,0.0,0.0,0.59106123,0.5351713,0.98428035,0.0,0.0,0.0,0.0
ARHGAP18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50444496,0.0,0.26263654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4241629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40576965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23698708,0.23573935,0.0,0.0,0.0,0.0,0.0,0.0,0.23411676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP24,0.92434573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9673345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP25,0.9881799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9068264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37759534,0.0,0.36171302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3863693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP30,0.0,0.0,0.0,1.123764,0.0,0.0,0.7190147,0.8250403,0.53879696,0.5989149,0.86296415,0.303765,0.0,0.0,0.0,0.0,0.0,0.36782053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0148737,0.0,0.0,0.0,0.6628382,0.0,0.22705108,0.0,0.0,0.60192454,0.0,0.0,0.0,0.0,0.0,0.0,0.5422523,0.0
ARHGAP4,0.0,0.0,0.0,0.0,0.4001208,0.0,0.24981241,0.32127905,0.50438786,0.442071,0.41449797,0.60021865,0.0,0.23149365,0.20352256,0.0,0.0,0.5481562,0.0,0.0,0.0,0.24034174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4462624,0.0,0.6083792,0.0,0.0,0.0,0.52668494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7003747,0.70077634
ARHGAP45,0.0,0.0,0.0,0.655585,0.0,0.0,0.0,0.6488284,0.4852918,0.54746395,0.6226476,0.0,0.0,0.34991515,0.0,0.0,0.0,0.38977224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79795814,0.0,0.0,0.0,0.0,0.0,0.07294999,0.0,0.0,0.737512,0.0,0.7114631,0.0,0.0,0.0,0.0,0.4537066,0.0
ARHGAP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3186407,0.40020192,0.42856002,0.0,0.0,0.3484808,0.23208442,0.20155373,0.0,0.0,0.0,0.0,0.0,0.22733533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52634925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP9,0.0,1.3182101,1.6333839,1.1767029,0.0,1.1288344,0.0,0.97398674,0.2862004,0.0,0.3546848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4426894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667762,0.0
ARHGDIA,0.78906876,0.8754571,1.0570729,1.1370386,0.81213236,1.0288743,1.205398,1.214232,1.0882108,0.96476376,0.88531214,0.6427721,0.521002,0.84222496,0.47265503,0.20960894,0.7916017,0.84448874,0.48971546,0.0,0.98491013,0.513764,0.6445776,0.5400801,0.0,0.0,0.2250875,0.0,0.0,0.87668395,0.0,1.0487509,0.0,1.1125994,0.54817164,1.138642,0.9080174,0.0,0.0,0.0077196215,0.90524495,0.0,0.8399002,1.0256121,0.9336613
