,Age-associated B cells,CD16+ NK cells,CD16- NK cells,CD24 neutrophils,CMP,CRTAM+ gamma-delta T cells,Classical monocytes,Cycling T&NK,DC precursor,DC1,DC2,ELP,ETP,Early MK,Early erythroid,Erythrocytes,Follicular helper T cells,GMP,HSC/MPP,Late erythroid,MAIT cells,MEMP,Mast cells,Megakaryocyte precursor,Megakaryocytes/platelets,Memory B cells,Mid erythroid,NAMPT neutrophils,Naive B cells,Neutrophil-myeloid progenitor,Neutrophils,Non-classical monocytes,Plasma cells,Plasmablasts,Pro-B cells,Promyelocytes,Regulatory T cells,Small pre-B cells,Tcm/Naive cytotoxic T cells,Tcm/Naive helper T cells,Tem/Effector helper T cells,Tem/Temra cytotoxic T cells,Tem/Trm cytotoxic T cells,pDC,pDC precursor
ACSL1,0.0,0.0,0.0,1.8147281,0.0,0.0,1.077596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1554458,0.0,0.0,0.0,0.62453526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18430497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28951037,0.0,0.0,0.0,0.18188626,0.0,0.20974231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1453758,0.0,0.0,0.0,0.0,0.0,0.13131355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37913528,0.0,0.0,0.0,0.10704394,0.0,0.2106379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5549943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54013985,0.0,0.0,0.0,0.0,0.0,0.0,0.48920417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1300566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1467957,0.48663226,0.56383693,0.0,0.0,0.0,0.0,0.0,0.26602986,0.0,0.0,0.0,0.0,0.55380154,0.0,0.0,0.0,0.0,0.0,0.0,0.17029929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTB,3.7476907,3.789784,3.879345,5.0722823,2.9546013,3.725105,4.5100513,4.6080494,4.191983,4.995406,4.490477,3.3337493,3.2278278,4.1729784,3.1322773,3.0682898,3.5585623,3.2681289,2.6140814,1.2904308,3.5743403,3.1979892,2.8756192,2.8655767,6.1151757,3.436542,3.2541647,4.6022577,3.3325179,3.289801,3.6202092,4.5814247,1.6969869,3.226022,3.2280273,3.775299,3.9145231,3.8398967,3.629334,3.4774938,3.5413349,3.6304336,3.77326,3.733479,3.5594583
ACTL6A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47696376,0.34680995,0.38256505,0.0,0.0,0.0,0.0,0.0,0.24283008,0.0,0.0,0.0,0.0,0.5201446,0.0,0.0,0.0,0.0,0.0,0.0,0.1684958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTN1,0.0,0.0,0.0,1.8494285,0.36331266,0.0,0.0,0.0,0.3257059,0.79737675,0.0,0.0,0.0,1.1384089,0.22340384,0.04519174,0.0,0.4532145,0.0,0.0,0.0,0.347049,0.0,0.0,2.7182832,0.0,0.0,1.7233007,0.0,0.37020013,0.0,0.0,0.0,0.0,0.0,0.60451615,0.0,0.0,0.69617236,0.0,0.0,0.0,0.0,0.0,0.0
ACTR10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2530856,0.0,0.0,0.32691076,0.31312144,0.35290068,0.0,0.0,0.0,0.0,0.0,0.28338608,0.0,0.0,0.0,0.0,0.26090434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14028287,0.0,0.0,0.0,0.0,0.3251394,0.0,0.12059511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15019214,0.0,0.0,0.0,0.0,0.0,0.0,0.20406052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR2,1.1446455,1.2849201,1.0250511,2.8163464,0.94542927,1.0870149,2.0141172,1.4695292,1.4528444,1.1479034,1.5378946,1.0036278,1.1095303,1.1827039,0.8111618,0.64511085,0.98609453,1.1566805,0.7556162,0.0,0.92499423,0.86181724,1.0226763,0.8791485,0.0,0.9932896,0.5658781,2.6749403,0.0,1.1187551,0.10335301,1.5219219,0.0,0.6612344,1.048149,1.5195,1.1019603,1.1190052,0.8244691,0.7907443,0.9255395,1.1239042,1.0606395,1.5165911,1.2437884
ACTR3,1.2153978,1.1886308,1.083909,2.4221401,0.67376894,1.0384438,1.3948678,1.472589,1.2062551,1.3273007,1.3559896,0.62461126,0.46371543,1.2068247,0.64721936,0.80619526,1.0492337,0.7322983,0.29607373,0.0,0.9026221,0.6896521,0.8123564,0.55186325,1.8272045,0.98977053,0.70784897,1.991199,0.0,0.78730285,0.0,1.284479,0.0,0.8742068,0.5498405,0.99228585,1.1798162,0.0,0.9226527,0.9332866,0.9830221,1.086364,0.98564637,1.0037394,0.76323783
ACTR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16990483,0.14242248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACY3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5464491,1.5707489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACYP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5279356,0.0,0.0,0.0,0.0,0.0,0.3033613,0.26493475,0.22142197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19669893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACYP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADA,0.0,0.0,0.0,0.0,0.35615265,0.0,0.0,0.0,0.0,0.0,0.0,1.1157885,0.5769045,0.0,0.0,0.0,0.0,0.14411934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10468927,1.1709532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6765244,0.82648194
ADA2,0.0,0.0,0.0,0.0,0.0,0.0,0.7757384,0.0,0.0,0.70080924,0.3865379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83407235,0.12525105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM10,0.0,0.0,0.0,0.94577307,0.0,0.0,0.6283259,0.46676773,0.25838658,0.0,0.23066482,0.0,0.0,0.43833756,0.0,0.21396813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93936664,0.0,0.0,0.0,0.6541185,0.0,0.21304885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20209469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33078247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM28,1.2344964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3506344,0.5989149,0.44636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8469171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59331524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95178556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48802102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48960528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAR,0.0,0.0,0.0,1.2006696,0.42599958,0.0,0.4767998,0.7496496,0.43996435,0.44052717,0.44683003,0.5304472,0.0,0.5027322,0.40735736,0.3765662,0.0,0.4349206,0.39939368,0.0,0.0,0.4726171,0.33591318,0.4386323,0.0,0.0,0.22751035,1.0111318,0.0,0.3939796,0.0,0.60353374,0.0,0.4866162,0.46571636,0.42284644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5626577,0.47615206
ADAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25006193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1918379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32366917,0.3606974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADD1,0.0,0.0,0.0,0.92886263,0.23923832,0.0,0.0,0.7225676,0.49922207,0.0,0.4739445,0.7139071,0.44616115,0.41043144,0.40137404,0.6667105,0.0,0.314881,0.0,0.0,0.0,0.3955369,0.0,0.0,0.0,0.0,0.46921206,0.0,0.0,0.0,0.0,0.0,0.0,0.14557157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66003376,0.6426058
ADD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19152504,0.71202636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7588455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADD3,0.8975108,1.0054374,0.0,1.7494601,0.0,0.0,0.67358774,1.0290525,0.41116235,0.48126704,0.48373562,0.46225074,0.0,0.11077137,0.0,0.33321205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5427364,0.0,0.0,0.05083154,0.0,0.0,0.19805485,0.0,0.0,0.9035387,0.0,0.0,0.8416992,0.87549794,0.0,0.0,0.30441228,0.37136805
ADGRE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86649096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRE5,0.0,1.3063078,1.6301754,0.0,0.0,1.1528848,0.4432261,1.2318107,0.50729096,0.0,0.32679576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0417559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0805442,0.0,0.1684958,0.0,0.48623553,0.0,0.0,0.0,0.0,0.82374465,1.0673516,1.0246189,0.30688408,0.0
ADGRG1,0.0,1.1208293,0.0,0.0,0.0,0.0,0.0,0.7827047,0.0,0.0,0.0,0.0,0.0,0.34980127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRG3,0.0,0.0,0.0,0.90384394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9906212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH5,0.0,0.0,0.0,0.0,0.4410902,0.0,0.0,0.7052908,0.50230354,0.0,0.3606974,0.6008715,0.0,0.6695884,0.7290099,0.5854155,0.0,0.49189034,0.48668864,0.0,0.0,0.660715,0.0,0.6036464,0.0,0.0,0.5678105,0.0,0.0,0.36744562,0.0,0.0,0.0,0.41480318,0.4335415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46877298,0.6190461
ADI1,0.0,0.0,0.0,0.0,0.3225318,0.0,0.0,0.0,0.51928306,0.36000174,0.5898564,0.0,0.0,0.80406743,0.518378,0.34751636,0.0,0.45115554,0.0,0.0,0.0,0.4857002,0.0,0.4402906,0.0,0.0,0.3754595,0.0,0.0,0.25193673,0.0,0.0,0.3052271,0.5538541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62071407,0.39952898
ADIPOR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24074835,0.4006163,0.2934634,0.0,0.0,0.2682678,0.26801082,0.4095169,0.0,0.0,0.0,1.5928466,0.0,0.17923242,0.0,0.0,1.7018903,0.0,0.40188602,0.0,0.0,0.0,0.0,0.50938976,0.0033906738,0.34715858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADK,0.41886643,0.0,0.0,0.0,0.29437435,0.0,0.0,0.0,0.34268987,0.0,0.0,0.0,0.0,0.3842622,0.29328138,0.32954788,0.0,0.36538777,0.0,0.0,0.0,0.23719785,0.0,0.0,0.0,0.0,0.29406315,0.0,0.0,0.0,0.0,0.0,0.0,0.17365827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2038018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADNP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31549472,0.0,0.0,0.0,0.0,0.35277098,0.27984807,0.3925643,0.0,0.0,0.0,0.0,0.0,0.3281545,0.0,0.0,0.0,0.0,0.07538773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADNP2,0.0,0.0,0.0,0.0,0.17748585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11514145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADPGK,0.0,0.0,0.0,0.0,0.3910303,0.0,0.0,0.0,0.52029526,0.40235615,0.49472123,0.0,0.0,0.2663359,0.22032478,0.2106379,0.0,0.49579766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3577764,0.0,0.0,0.0,0.0,0.0,0.43412086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5179734,0.32077247
ADRA2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24933049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRM1,0.0,0.0,0.0,0.0,0.38951916,0.0,0.0,0.7649087,0.5498251,0.41900888,0.5682135,0.0,0.0,0.66028935,0.5162301,0.42065755,0.0,0.4157216,0.0,0.0,0.0,0.46251494,0.0,0.0,0.0,0.0,0.6260803,0.0,0.0,0.20739654,0.0,0.5204751,0.00715918,0.84481305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46738932,0.49864948
ADSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2757824,0.0,0.0,0.0,0.4518988,0.36505058,0.3865443,0.0,0.0,0.0,0.0,0.0,0.3709907,0.0,0.0,0.0,0.0,0.58492124,0.0,0.0,0.0,0.0,0.0,0.0,0.33827627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADSS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5080155,0.0,0.0,0.0,0.0,0.0,0.0,0.19657063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AEBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5192139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLE5,0.0,0.0,0.0,0.0,0.43564254,0.0,0.0,0.0,0.61161715,0.0,0.0,1.1064413,1.1439161,0.0,0.6364911,0.0,0.0,0.46891868,0.75352705,0.0,0.0,0.0,0.0,0.8829979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3796563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1898712
AFF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38395348,0.0,0.4542539,0.0,0.42965087,0.2674124,0.52038276,0.0,0.0,0.0,0.0,0.0,0.29612768,0.0,0.0,0.0,0.0,0.24942449,0.0,0.0,0.0,0.0,0.0,0.0,0.16245984,0.6208513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFF3,0.062082395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.421593,0.32131928,0.6052659,0.6445552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9140168,0.0,0.0,1.4829661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2906928,0.0,0.0,0.0,0.0,0.0,1.0700208,0.46678925
AFF4,0.0,0.0,0.0,0.0,0.3255979,0.0,0.0,0.0,0.34426457,0.49875098,0.33295542,0.0,0.0,0.3546146,0.14437571,0.20871335,0.0,0.0,0.0,0.0,0.0,0.23650315,0.38255578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16245984,0.0,0.0,0.0,1.0736876,0.0,0.0,0.0,0.0,0.0,0.5657387,0.0
AFG3L2,0.0,0.0,0.0,0.0,0.3546896,0.0,0.0,0.0,0.20320103,0.0,0.0,0.0,0.0,0.4500547,0.35511756,0.5346547,0.0,0.36840984,0.0,0.0,0.0,0.30317983,0.0,0.0,0.0,0.0,0.50639904,0.0,0.0,0.0,0.0,0.0,0.0,0.22572826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFMID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12059511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFTPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28951037,0.0,0.0,0.0,0.404261,0.0,0.22632396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23404877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11629245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGBL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13169834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGFG1,0.0,0.0,0.0,1.6368728,0.0,0.0,0.93720776,0.0,0.0,0.0,0.0,0.0,0.0,0.1838598,0.0,0.20469728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9618496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGGF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22988397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGL,0.0,0.0,0.0,0.83285826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1230668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24805316,0.18500045,0.4675785,0.0,0.0,0.0,0.61910516,0.0,0.0,0.0,0.0,0.0,0.0,0.34054792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16847369,0.0,0.16278146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO4,0.0,0.0,0.0,0.89587796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89212084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGPAT2,0.0,0.0,0.0,0.0,0.7504601,0.0,0.0,0.0,0.46186417,0.033968523,0.0,0.0,0.0,0.4757367,0.0,0.0,0.0,0.57880986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48478177,0.0,0.0,0.0,0.0,0.0,0.4641772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32195756,0.5347906
