index,free_annotation,silhouette_score
E14_B001769.gencode.vH29,Pericyte,-0.78906435
E14_B001774.gencode.vH29,Pericyte,-0.80283326
E15_B001773.gencode.vH29,Pericyte,-0.80333424
E9_B001771.gencode.vH29,Pericyte,-0.8442778
E9_B001772.gencode.vH29,Pericyte,-0.8231819
E9_B001773.gencode.vH29,Pericyte,-0.7902072
F11_B001769.gencode.vH29,Pericyte,-0.77313983
F11_B002461.gencode.vH29,Pericyte,-0.806702
F12_B002461.gencode.vH29,Pericyte,-0.7915376
F13_B001773.gencode.vH29,Pericyte,-0.78953755
F15_B001774.gencode.vH29,Pericyte,-0.81759495
G11_B001769.gencode.vH29,Pericyte,-0.80998236
G12_B001769.gencode.vH29,Pericyte,-0.7849512
G12_B001772.gencode.vH29,Pericyte,-0.81693304
G12_B001773.gencode.vH29,Pericyte,-0.791509
G14_B002464.gencode.vH29,Pericyte,-0.77694505
G16_B001769.gencode.vH29,Pericyte,-0.7852464
H10_B001774.gencode.vH29,Pericyte,-0.78281295
H11_B001772.gencode.vH29,Pericyte,-0.8067194
H12_B001769.gencode.vH29,Pericyte,-0.8116775
H12_B001771.gencode.vH29,Pericyte,-0.83086354
H12_B001772.gencode.vH29,Pericyte,-0.80834615
H14_B001769.gencode.vH29,Pericyte,-0.78210944
H15_B001769.gencode.vH29,Pericyte,-0.78183305
H16_B001772.gencode.vH29,Pericyte,-0.8253014
H16_B002461.gencode.vH29,Pericyte,-0.81500334
H22_B003269.gencode.vH29,Pericyte,-0.85786843
H9_B001769.gencode.vH29,Pericyte,-0.80210376
I14_B001771.gencode.vH29,Pericyte,-0.84866846
I16_B001771.gencode.vH29,Pericyte,-0.83626854
I16_B002461.gencode.vH29,Pericyte,-0.81060517
I16_B002464.gencode.vH29,Pericyte,-0.82044697
J10_B002464.gencode.vH29,Pericyte,-0.768721
J11_B002464.gencode.vH29,Pericyte,-0.7792864
J15_B001769.gencode.vH29,Pericyte,-0.77248025
J16_B001771.gencode.vH29,Pericyte,-0.8359083
J9_B001769.gencode.vH29,Pericyte,-0.78537303
J9_B001773.gencode.vH29,Pericyte,-0.8014395
K12_B001773.gencode.vH29,Pericyte,-0.781476
K13_B001769.gencode.vH29,Pericyte,-0.78311175
K15_B001769.gencode.vH29,Pericyte,-0.8000244
K9_B001773.gencode.vH29,Pericyte,-0.78574663
L12_B002464.gencode.vH29,Pericyte,-0.8037895
L13_B001773.gencode.vH29,Pericyte,-0.7738382
L13_B002461.gencode.vH29,Pericyte,-0.778585
L14_B001769.gencode.vH29,Pericyte,-0.7813023
L14_B002461.gencode.vH29,Pericyte,-0.8152884
M10_B001771.gencode.vH29,Pericyte,-0.83712494
M13_B001773.gencode.vH29,Pericyte,-0.7748412
M15_B001771.gencode.vH29,Pericyte,-0.8364501
M15_B001773.gencode.vH29,Pericyte,-0.7977112
M15_B002464.gencode.vH29,Pericyte,-0.77692246
M17_B003269.gencode.vH29,Pericyte,-0.85929173
M9_B001772.gencode.vH29,Pericyte,-0.85303426
N10_B001774.gencode.vH29,Pericyte,-0.79051554
N12_B002461.gencode.vH29,Pericyte,-0.8086425
N13_B001769.gencode.vH29,Pericyte,-0.7747451
N15_B001771.gencode.vH29,Pericyte,-0.84683484
N16_B001769.gencode.vH29,Pericyte,-0.7902979
O12_B001771.gencode.vH29,Pericyte,-0.838303
O13_B001771.gencode.vH29,Pericyte,-0.8461672
O14_B002464.gencode.vH29,Pericyte,-0.7928888
O15_B001772.gencode.vH29,Pericyte,-0.835302
P10_B001772.gencode.vH29,Pericyte,-0.8400381
P11_B002461.gencode.vH29,Pericyte,-0.803031
P12_B001771.gencode.vH29,Pericyte,-0.843612
P9_B001771.gencode.vH29,Pericyte,-0.8453741
A17_B001772.gencode.vH29,Natural Killer,-0.71964914
A19_B002461.gencode.vH29,Natural Killer,-0.6551142
A19_B003269.gencode.vH29,Natural Killer,-0.7482964
A20_B001774.gencode.vH29,Natural Killer,-0.6674122
A20_B002464.gencode.vH29,Natural Killer,-0.75322586
A21_B001774.gencode.vH29,Natural Killer,-0.77733016
A21_B002464.gencode.vH29,Natural Killer,-0.65283084
A21_B003269.gencode.vH29,Natural Killer,-0.79146296
A23_B002461.gencode.vH29,Natural Killer,-0.6043185
A23_B002464.gencode.vH29,Natural Killer,-0.6960698
B17_B001769.gencode.vH29,Natural Killer,-0.75218546
B18_B001769.gencode.vH29,Natural Killer,-0.74694
B18_B001772.gencode.vH29,Natural Killer,-0.6936936
B19_B001771.gencode.vH29,Natural Killer,-0.7910249
B19_B003269.gencode.vH29,Natural Killer,-0.6927263
B20_B003269.gencode.vH29,Natural Killer,-0.7517209
B22_B001774.gencode.vH29,Natural Killer,-0.68102753
B23_B001772.gencode.vH29,Natural Killer,-0.6077941
C18_B001772.gencode.vH29,Natural Killer,-0.5955926
C19_B001772.gencode.vH29,Natural Killer,-0.7641848
C19_B002460.gencode.vH29,Natural Killer,-0.75320846
C20_B001772.gencode.vH29,Natural Killer,-0.712733
C21_B001772.gencode.vH29,Natural Killer,-0.75236225
C22_B001771.gencode.vH29,Natural Killer,-0.7911373
C22_B001772.gencode.vH29,Natural Killer,-0.7701339
C22_B002461.gencode.vH29,Natural Killer,-0.6724262
C23_B001774.gencode.vH29,Natural Killer,-0.75705063
C23_B003269.gencode.vH29,Natural Killer,-0.7837258
D20_B001772.gencode.vH29,Natural Killer,-0.7626753
D21_B001772.gencode.vH29,Natural Killer,-0.734177
D21_B003269.gencode.vH29,Natural Killer,-0.71764684
D22_B003269.gencode.vH29,Natural Killer,-0.8310606
E18_B001772.gencode.vH29,Natural Killer,-0.7713904
E19_B001769.gencode.vH29,Natural Killer,-0.65244436
E19_B001771.gencode.vH29,Natural Killer,-0.7493315
E20_B001772.gencode.vH29,Natural Killer,-0.7236582
E20_B003269.gencode.vH29,Natural Killer,-0.68414813
E21_B001771.gencode.vH29,Natural Killer,-0.78466165
E21_B001772.gencode.vH29,Natural Killer,-0.7253257
E21_B003269.gencode.vH29,Natural Killer,-0.68915457
E23_B001769.gencode.vH29,Natural Killer,-0.7316557
F17_B001772.gencode.vH29,Natural Killer,-0.73217255
F17_B003269.gencode.vH29,Natural Killer,-0.6985888
F18_B001772.gencode.vH29,Natural Killer,-0.60684127
F19_B003269.gencode.vH29,Natural Killer,-0.6669174
F20_B001772.gencode.vH29,Natural Killer,-0.66624606
G17_B001772.gencode.vH29,Natural Killer,-0.7529749
G18_B001772.gencode.vH29,Natural Killer,-0.7887858
G18_B003269.gencode.vH29,Natural Killer,-0.82668555
G19_B001771.gencode.vH29,Natural Killer,-0.79762375
G19_B001772.gencode.vH29,Natural Killer,-0.728856
G20_B001771.gencode.vH29,Natural Killer,-0.7772417
G22_B001771.gencode.vH29,Natural Killer,-0.7324832
G23_B001769.gencode.vH29,Natural Killer,-0.8101806
H17_B001771.gencode.vH29,Natural Killer,-0.7876925
H17_B001772.gencode.vH29,Natural Killer,-0.76278186
H18_B001772.gencode.vH29,Natural Killer,-0.6812036
H18_B003269.gencode.vH29,Natural Killer,-0.6832961
H20_B001771.gencode.vH29,Natural Killer,-0.7387299
H22_B001771.gencode.vH29,Natural Killer,-0.7892385
H23_B002461.gencode.vH29,Natural Killer,-0.7421148
H23_B003269.gencode.vH29,Natural Killer,-0.6029243
I18_B001771.gencode.vH29,Natural Killer,-0.68877363
I18_B001772.gencode.vH29,Natural Killer,-0.7155533
I19_B001772.gencode.vH29,Natural Killer,-0.71833754
I20_B001771.gencode.vH29,Natural Killer,-0.6093721
I21_B001771.gencode.vH29,Natural Killer,-0.7752017
I23_B003269.gencode.vH29,Natural Killer,-0.7225211
J17_B001771.gencode.vH29,Natural Killer,-0.74081564
J17_B001772.gencode.vH29,Natural Killer,-0.74489355
J18_B001771.gencode.vH29,Natural Killer,-0.7498341
J19_B001772.gencode.vH29,Natural Killer,-0.74817675
J20_B001771.gencode.vH29,Natural Killer,-0.72350574
J22_B003269.gencode.vH29,Natural Killer,-0.6850445
K17_B001771.gencode.vH29,Natural Killer,-0.76878893
K18_B001772.gencode.vH29,Natural Killer,-0.7343133
K18_B003269.gencode.vH29,Natural Killer,-0.7814603
K19_B003269.gencode.vH29,Natural Killer,-0.7218689
K20_B001771.gencode.vH29,Natural Killer,-0.744535
K21_B001769.gencode.vH29,Natural Killer,-0.76098245
K21_B001771.gencode.vH29,Natural Killer,-0.78845906
K21_B003269.gencode.vH29,Natural Killer,-0.6798191
K22_B001771.gencode.vH29,Natural Killer,-0.708738
K23_B003269.gencode.vH29,Natural Killer,-0.79946536
L17_B001771.gencode.vH29,Natural Killer,-0.7876447
L17_B001772.gencode.vH29,Natural Killer,-0.73448193
L18_B001771.gencode.vH29,Natural Killer,-0.73337007
L18_B001774.gencode.vH29,Natural Killer,-0.81058264
L19_B003269.gencode.vH29,Natural Killer,-0.6837277
L20_B001771.gencode.vH29,Natural Killer,-0.7030813
L20_B003269.gencode.vH29,Natural Killer,-0.83645165
L21_B001772.gencode.vH29,Natural Killer,-0.695576
L22_B001771.gencode.vH29,Natural Killer,-0.76465416
M17_B001771.gencode.vH29,Natural Killer,-0.74574876
M17_B001772.gencode.vH29,Natural Killer,-0.6969465
M17_B002464.gencode.vH29,Natural Killer,-0.7428056
M19_B001771.gencode.vH29,Natural Killer,-0.7925297
M21_B001771.gencode.vH29,Natural Killer T,-0.37478238
M21_B001772.gencode.vH29,Natural Killer,-0.7416841
M21_B003269.gencode.vH29,Natural Killer,-0.71641266
M22_B001772.gencode.vH29,Natural Killer,-0.7653249
M22_B001774.gencode.vH29,Natural Killer,-0.76620287
M23_B001772.gencode.vH29,Natural Killer,-0.73222846
M23_B001774.gencode.vH29,Natural Killer,-0.70288956
N17_B003269.gencode.vH29,Natural Killer,-0.68441314
N18_B001771.gencode.vH29,Natural Killer,-0.77653533
N18_B003269.gencode.vH29,Natural Killer,-0.7394951
N19_B001771.gencode.vH29,Natural Killer,-0.69754475
N20_B001773.gencode.vH29,Natural Killer,-0.7085021
N21_B001772.gencode.vH29,Natural Killer,-0.6859958
N21_B002461.gencode.vH29,Natural Killer,-0.6858779
N21_B003269.gencode.vH29,Natural Killer T,-0.2662716
N23_B001772.gencode.vH29,Natural Killer,-0.7572289
N23_B001774.gencode.vH29,Natural Killer,-0.7474544
N23_B003269.gencode.vH29,Natural Killer,-0.75604606
O18_B003269.gencode.vH29,Natural Killer,-0.83377767
O19_B001771.gencode.vH29,Natural Killer,-0.7215194
O19_B003269.gencode.vH29,Natural Killer,-0.78593206
O20_B001772.gencode.vH29,Natural Killer,-0.7235897
O20_B002461.gencode.vH29,Natural Killer,-0.7179561
O20_B003269.gencode.vH29,Natural Killer,-0.74773675
O21_B001771.gencode.vH29,Natural Killer,-0.6076871
O21_B001774.gencode.vH29,Natural Killer,-0.747416
O22_B001772.gencode.vH29,Natural Killer,-0.61953914
O23_B001769.gencode.vH29,Natural Killer,-0.78979987
O23_B001771.gencode.vH29,Natural Killer,-0.77771276
P17_B001774.gencode.vH29,Natural Killer,-0.7676281
P17_B002461.gencode.vH29,Natural Killer,-0.84094393
P18_B002461.gencode.vH29,Natural Killer,-0.69088674
P20_B001774.gencode.vH29,Natural Killer,-0.7511993
P21_B001773.gencode.vH29,Natural Killer,-0.7295142
P21_B001774.gencode.vH29,Natural Killer,-0.75616163
P21_B002461.gencode.vH29,Natural Killer,-0.70679593
P22_B001774.gencode.vH29,Natural Killer,-0.7642519
P22_B002461.gencode.vH29,Natural Killer,-0.75168353
D22_B001772.gencode.vH29,Natural Killer,-0.7264021
I17_B001771.gencode.vH29,Natural Killer,-0.7750518
A22_B001772.gencode.vH29,Natural Killer,-0.80488914
A23_B001769.gencode.vH29,Natural Killer,-0.7946327
D19_B003269.gencode.vH29,Natural Killer,-0.7956348
I23_B001769.gencode.vH29,Natural Killer,-0.8119648
N17_B001771.gencode.vH29,Natural Killer,-0.80654705
O17_B001771.gencode.vH29,Natural Killer,-0.784052
P17_B001772.gencode.vH29,Natural Killer,-0.8055707
P18_B001772.gencode.vH29,Natural Killer,-0.7810608
A20_B003269.gencode.vH29,Natural Killer T,-0.6222416
A23_B001774.gencode.vH29,Natural Killer,-0.76786554
B17_B001771.gencode.vH29,Natural Killer,-0.85041094
B17_B001772.gencode.vH29,Natural Killer,-0.6243037
B18_B003269.gencode.vH29,Natural Killer T,-0.68585587
B21_B001771.gencode.vH29,Natural Killer T,-0.6465391
B22_B001771.gencode.vH29,Natural Killer,-0.79706645
B23_B003269.gencode.vH29,Natural Killer,-0.79887205
C17_B001771.gencode.vH29,Natural Killer,-0.7865941
C17_B001772.gencode.vH29,Natural Killer,-0.6943033
C18_B001771.gencode.vH29,Natural Killer,-0.7938343
C20_B001771.gencode.vH29,Natural Killer,-0.79799384
C20_B002460.gencode.vH29,Natural Killer,-0.8165518
C21_B001771.gencode.vH29,Natural Killer,-0.7891813
D17_B001771.gencode.vH29,Natural Killer,-0.78654134
D19_B001772.gencode.vH29,Natural Killer,-0.7854184
D20_B001771.gencode.vH29,Natural Killer,-0.79630786
D21_B001771.gencode.vH29,Natural Killer,-0.7938997
D23_B001771.gencode.vH29,Natural Killer,-0.78687716
E18_B001771.gencode.vH29,Natural Killer,-0.79478204
E18_B003269.gencode.vH29,Natural Killer,-0.80499977
E19_B002460.gencode.vH29,Natural Killer T,-0.5834509
E20_B001771.gencode.vH29,Natural Killer,-0.78651243
E22_B001771.gencode.vH29,Natural Killer,-0.7763375
E23_B001771.gencode.vH29,Natural Killer,-0.78629553
E23_B003269.gencode.vH29,Natural Killer T,-0.60783046
F17_B001771.gencode.vH29,Natural Killer,-0.63468236
F18_B001771.gencode.vH29,Natural Killer,-0.80443
F18_B003269.gencode.vH29,Natural Killer,-0.8153991
F19_B001771.gencode.vH29,Natural Killer,-0.7848134
F20_B001771.gencode.vH29,Natural Killer,-0.7459403
F21_B001771.gencode.vH29,Natural Killer,-0.79572916
F22_B001771.gencode.vH29,Proliferating NK/T,-0.66179764
F23_B001771.gencode.vH29,Natural Killer,-0.7838038
G20_B003269.gencode.vH29,Natural Killer T,-0.5931152
G21_B001771.gencode.vH29,Natural Killer T,-0.66505075
G23_B001771.gencode.vH29,Natural Killer,-0.71846944
I19_B001771.gencode.vH29,Natural Killer,-0.7802303
I23_B001771.gencode.vH29,Natural Killer T,-0.6137437
J19_B001771.gencode.vH29,Natural Killer T,-0.35857445
J21_B001771.gencode.vH29,Natural Killer,-0.7871664
J22_B001771.gencode.vH29,Natural Killer,-0.7842525
K19_B001771.gencode.vH29,Natural Killer,-0.62371576
K19_B001774.gencode.vH29,Natural Killer,-0.74588686
K22_B003269.gencode.vH29,Natural Killer T,-0.6100344
L19_B001771.gencode.vH29,Natural Killer T,-0.65389025
L23_B001771.gencode.vH29,Natural Killer,-0.7109912
L23_B001774.gencode.vH29,Natural Killer T,-0.6666136
M20_B001771.gencode.vH29,Natural Killer T,-0.59934664
M22_B003269.gencode.vH29,Natural Killer T,-0.6298274
M23_B001771.gencode.vH29,Natural Killer T,-0.66700566
N22_B001771.gencode.vH29,Natural Killer T,-0.36199364
O20_B001771.gencode.vH29,Natural Killer T,-0.65683514
P17_B003269.gencode.vH29,Natural Killer,-0.7577049
P18_B001771.gencode.vH29,Natural Killer,-0.6425737
P18_B003269.gencode.vH29,Natural Killer,-0.84347486
P19_B001771.gencode.vH29,Natural Killer,-0.79741496
P19_B003269.gencode.vH29,Natural Killer T,-0.62493706
P22_B001771.gencode.vH29,Natural Killer,-0.7981308
A22_B002460.gencode.vH29,Natural Killer T,-0.66441715
A23_B001773.gencode.vH29,Natural Killer,-0.8635712
B21_B001772.gencode.vH29,Natural Killer T,-0.65640664
B21_B001774.gencode.vH29,Natural Killer,-0.8464758
D18_B001769.gencode.vH29,Natural Killer T,-0.7037589
D21_B001774.gencode.vH29,Natural Killer T,-0.70959973
E17_B001769.gencode.vH29,Natural Killer T,-0.67499495
E23_B002461.gencode.vH29,Natural Killer,-0.8753997
F23_B002460.gencode.vH29,Natural Killer,-0.69872195
G20_B001772.gencode.vH29,Natural Killer T,-0.65841734
H17_B003269.gencode.vH29,Natural Killer,-0.8827325
H19_B002460.gencode.vH29,Natural Killer,-0.88778335
H20_B001774.gencode.vH29,Natural Killer T,-0.68679774
J17_B003269.gencode.vH29,Natural Killer,-0.84883606
K19_B001769.gencode.vH29,Natural Killer T,-0.66729575
L23_B002461.gencode.vH29,Natural Killer T,-0.6537051
M23_B001773.gencode.vH29,Natural Killer,-0.86995417
N18_B001773.gencode.vH29,Natural Killer T,-0.63769925
N19_B001774.gencode.vH29,Natural Killer,-0.87425023
O18_B002460.gencode.vH29,Natural Killer T,-0.7009911
O21_B002464.gencode.vH29,Natural Killer T,-0.7049009
F17_B002460.gencode.vH29,Natural Killer,-0.88488805
I19_B002461.gencode.vH29,Natural Killer T,-0.6634361
L18_B001773.gencode.vH29,Natural Killer,-0.8718628
L22_B002461.gencode.vH29,Natural Killer,-0.5726749
A19_B002460.gencode.vH29,Macrophage,-0.92493266
A20_B001772.gencode.vH29,Myeloid Dendritic Type 2,0.7902772
B17_B001773.gencode.vH29,Myeloid Dendritic Type 2,0.7914445
B17_B002460.gencode.vH29,Macrophage,-0.9248277
B20_B002460.gencode.vH29,Macrophage,-0.92496645
B21_B002461.gencode.vH29,Intermediate Monocyte,-0.9101399
B21_B003269.gencode.vH29,Macrophage,-0.9239071
B22_B001772.gencode.vH29,Natural Killer T,-0.69810617
B23_B002460.gencode.vH29,Myeloid Dendritic Type 2,0.7522961
C19_B001774.gencode.vH29,Basophil/Mast 1,-0.85841763
C21_B002464.gencode.vH29,Macrophage,-0.9508279
C22_B001774.gencode.vH29,Neutrophil,-0.95711136
D17_B001769.gencode.vH29,IGSF21+ Dendritic,-0.8966995
D18_B001772.gencode.vH29,Macrophage,-0.9487815
D20_B003269.gencode.vH29,Natural Killer T,-0.71698666
D22_B002460.gencode.vH29,Natural Killer T,-0.6951762
D23_B001774.gencode.vH29,IGSF21+ Dendritic,-0.8965339
E17_B001771.gencode.vH29,IGSF21+ Dendritic,-0.89652383
E17_B002461.gencode.vH29,Intermediate Monocyte,-0.9102985
E17_B003269.gencode.vH29,Basophil/Mast 1,-0.857913
E18_B002464.gencode.vH29,B,-0.838102
F18_B001769.gencode.vH29,B,-0.8398575
F21_B002461.gencode.vH29,B,-0.8386037
F21_B003269.gencode.vH29,Natural Killer T,-0.6765812
G18_B001769.gencode.vH29,B,-0.8388514
G22_B001773.gencode.vH29,Neutrophil,-0.95782596
H17_B002464.gencode.vH29,B,-0.8395583
H18_B001769.gencode.vH29,Natural Killer T,-0.6887965
H18_B002460.gencode.vH29,Neutrophil,-0.95780903
H19_B001771.gencode.vH29,Basophil/Mast 1,-0.860002
H20_B002464.gencode.vH29,Neutrophil,-0.95835495
H21_B001771.gencode.vH29,Myeloid Dendritic Type 2,0.70047975
H23_B001771.gencode.vH29,Plasmacytoid Dendritic,-0.94662094
I17_B002461.gencode.vH29,B,-0.87933886
I22_B001771.gencode.vH29,Basophil/Mast 1,-0.8618012
J18_B001772.gencode.vH29,IGSF21+ Dendritic,-0.8965458
J19_B003269.gencode.vH29,Basophil/Mast 1,-0.8558514
J21_B001772.gencode.vH29,Basophil/Mast 1,-0.8515584
J22_B002461.gencode.vH29,Natural Killer T,-0.69039774
J23_B001773.gencode.vH29,Basophil/Mast 1,-0.8527572
J23_B003269.gencode.vH29,Macrophage,-0.92515326
K18_B001771.gencode.vH29,Myeloid Dendritic Type 2,0.78964216
K18_B002460.gencode.vH29,Natural Killer T,-0.7278712
K20_B001774.gencode.vH29,Basophil/Mast 1,-0.8519092
K21_B001772.gencode.vH29,Macrophage,-0.9477409
K22_B002461.gencode.vH29,Basophil/Mast 1,-0.85048825
K23_B001774.gencode.vH29,Myeloid Dendritic Type 2,0.77367026
L19_B002460.gencode.vH29,B,-0.8401845
M18_B001773.gencode.vH29,Macrophage,-0.92900413
M19_B001772.gencode.vH29,B,-0.83799106
M19_B002461.gencode.vH29,Neutrophil,-0.9583191
M20_B002461.gencode.vH29,Plasmacytoid Dendritic,-0.9454033
M22_B001771.gencode.vH29,B,-0.83855903
N17_B001772.gencode.vH29,Basophil/Mast 1,-0.85623854
N17_B002460.gencode.vH29,Intermediate Monocyte,-0.9145114
N18_B002461.gencode.vH29,Basophil/Mast 1,-0.8539683
N19_B001772.gencode.vH29,IGSF21+ Dendritic,-0.8969596
N22_B002461.gencode.vH29,Neutrophil,-0.95866436
N23_B001771.gencode.vH29,Basophil/Mast 1,-0.854681
O18_B001772.gencode.vH29,Basophil/Mast 1,-0.8565697
O19_B001772.gencode.vH29,Basophil/Mast 1,-0.85249054
O22_B001774.gencode.vH29,Natural Killer T,-0.7107542
P17_B002464.gencode.vH29,Neutrophil,-0.95745885
P19_B001774.gencode.vH29,Myeloid Dendritic Type 2,-0.22409247
P20_B002461.gencode.vH29,Natural Killer T,-0.74235135
P20_B002464.gencode.vH29,Neutrophil,-0.9569089
P21_B001771.gencode.vH29,Natural Killer T,-0.545665
P23_B001771.gencode.vH29,Macrophage,-0.93440896
A22_B002461.gencode.vH29,Natural Killer,-0.705581
A22_B002464.gencode.vH29,Natural Killer,-0.73907226
C20_B002464.gencode.vH29,Natural Killer,-0.59089327
C23_B001769.gencode.vH29,Natural Killer,-0.74328643
F17_B001769.gencode.vH29,Natural Killer,-0.6310274
F19_B001773.gencode.vH29,Natural Killer,-0.70906425
F20_B003269.gencode.vH29,Natural Killer,-0.69712675
H18_B001771.gencode.vH29,Natural Killer,-0.7197237
I17_B001772.gencode.vH29,Natural Killer,-0.69777334
I22_B001772.gencode.vH29,Natural Killer,-0.57837355
J20_B001772.gencode.vH29,Natural Killer,-0.6465095
K18_B001774.gencode.vH29,Natural Killer,-0.6333861
K19_B001772.gencode.vH29,Natural Killer,-0.74447805
K20_B001769.gencode.vH29,Natural Killer,-0.65942115
K20_B001772.gencode.vH29,Natural Killer,-0.64535576
K22_B001773.gencode.vH29,Natural Killer,-0.73016834
L17_B003269.gencode.vH29,Natural Killer,-0.5797128
L23_B001772.gencode.vH29,Natural Killer,-0.60167116
M20_B001772.gencode.vH29,Natural Killer,-0.7291223
N20_B001772.gencode.vH29,Natural Killer,-0.6828182
O17_B001774.gencode.vH29,Natural Killer,-0.7447313
O21_B002461.gencode.vH29,Natural Killer,-0.73804486
P19_B002464.gencode.vH29,Natural Killer,-0.66156715
P20_B001773.gencode.vH29,Natural Killer,-0.6755611
P23_B001773.gencode.vH29,Natural Killer,-0.75356036
A17_B002460.gencode.vH29,Natural Killer,-0.6522913
A17_B002461.gencode.vH29,Natural Killer,-0.585677
A17_B002464.gencode.vH29,Natural Killer,-0.64110565
A18_B001773.gencode.vH29,Natural Killer,-0.67763007
A18_B002460.gencode.vH29,Natural Killer,-0.64233416
A19_B001773.gencode.vH29,Natural Killer,-0.6968584
A19_B002464.gencode.vH29,Natural Killer,-0.65389216
A20_B001773.gencode.vH29,Natural Killer,-0.7003858
A20_B002461.gencode.vH29,Natural Killer,-0.59633183
A21_B001773.gencode.vH29,Natural Killer,-0.5990992
A21_B002461.gencode.vH29,Natural Killer,-0.689787
A22_B001773.gencode.vH29,Natural Killer,-0.6903589
B17_B001774.gencode.vH29,Natural Killer,-0.73166656
B18_B002461.gencode.vH29,Natural Killer,-0.6406892
B19_B001773.gencode.vH29,Natural Killer,-0.63415945
B19_B001774.gencode.vH29,Natural Killer,-0.687785
B19_B002461.gencode.vH29,Natural Killer,-0.6281456
B20_B001773.gencode.vH29,Natural Killer,-0.6969706
B20_B001774.gencode.vH29,Natural Killer,-0.70780224
B20_B002461.gencode.vH29,Natural Killer,-0.56831276
B21_B001773.gencode.vH29,Natural Killer,-0.6303238
C17_B001769.gencode.vH29,Natural Killer,-0.6718384
C17_B001773.gencode.vH29,Natural Killer,-0.59318054
C17_B001774.gencode.vH29,Natural Killer,-0.68417096
C18_B001769.gencode.vH29,Natural Killer,-0.64599645
C19_B001769.gencode.vH29,Natural Killer,-0.70158815
C19_B002464.gencode.vH29,Natural Killer,-0.6640944
C20_B001769.gencode.vH29,Natural Killer,-0.62623566
C20_B001774.gencode.vH29,Natural Killer,-0.65450215
C21_B001769.gencode.vH29,Natural Killer,-0.70172334
C21_B001773.gencode.vH29,Natural Killer,-0.66492486
C21_B002460.gencode.vH29,Natural Killer,-0.6912264
C22_B001769.gencode.vH29,Natural Killer,-0.6859442
C22_B001773.gencode.vH29,Natural Killer,-0.60138285
C23_B002460.gencode.vH29,Natural Killer,-0.6916659
