index,free_annotation,silhouette_score
I12_B001773.gencode.vH29,Myofibroblast,-0.93137336
I13_B001772.gencode.vH29,Myofibroblast,-0.88493764
I9_B001771.gencode.vH29,Fibromyocyte,0.8055474
I9_B002464.gencode.vH29,Fibromyocyte,0.9039998
J13_B002461.gencode.vH29,Myofibroblast,-0.90809685
J14_B001771.gencode.vH29,Myofibroblast,-0.8840941
J16_B001772.gencode.vH29,Fibromyocyte,0.87655663
K10_B001771.gencode.vH29,Myofibroblast,-0.83121485
K11_B001772.gencode.vH29,Myofibroblast,-0.88025117
K12_B001771.gencode.vH29,Myofibroblast,-0.86584246
K13_B002461.gencode.vH29,Myofibroblast,-0.9244531
K15_B002461.gencode.vH29,Myofibroblast,-0.91177386
K9_B002461.gencode.vH29,Myofibroblast,-0.89658636
L10_B001774.gencode.vH29,Myofibroblast,-0.8993962
L10_B002464.gencode.vH29,Fibromyocyte,0.88206357
L12_B001771.gencode.vH29,Myofibroblast,-0.8570323
L13_B001771.gencode.vH29,Myofibroblast,-0.84413964
M10_B001769.gencode.vH29,Fibromyocyte,0.8522304
M10_B001773.gencode.vH29,Myofibroblast,-0.89621586
M11_B002461.gencode.vH29,Myofibroblast,-0.90830755
M16_B001771.gencode.vH29,Myofibroblast,-0.8717886
O10_B001771.gencode.vH29,Myofibroblast,-0.8778823
O12_B001774.gencode.vH29,Myofibroblast,-0.88381475
O14_B001773.gencode.vH29,Myofibroblast,-0.88848484
O15_B002461.gencode.vH29,Fibromyocyte,0.8744885
C15_B001771.gencode.vH29,Myofibroblast,-0.8604366
C14_B002461.gencode.vH29,Adventitial Fibroblast,-0.7337235
O9_B002461.gencode.vH29,Adventitial Fibroblast,-0.7375643
C15_B002464.gencode.vH29,Adventitial Fibroblast,-0.7028164
A12_B002464.gencode.vH29,Adventitial Fibroblast,-0.7755235
A23_B001772.gencode.vH29,Adventitial Fibroblast,-0.781188
B11_B001773.gencode.vH29,Adventitial Fibroblast,-0.7671084
B12_B001769.gencode.vH29,Adventitial Fibroblast,-0.7216996
B13_B001771.gencode.vH29,Adventitial Fibroblast,-0.77436614
B13_B001773.gencode.vH29,Adventitial Fibroblast,-0.75671595
B14_B001769.gencode.vH29,Adventitial Fibroblast,-0.7769332
B16_B001771.gencode.vH29,Adventitial Fibroblast,-0.7764842
B21_B002460.gencode.vH29,Adventitial Fibroblast,-0.7908789
B9_B002460.gencode.vH29,Adventitial Fibroblast,-0.7903372
C10_B002461.gencode.vH29,Adventitial Fibroblast,-0.7638275
C11_B001772.gencode.vH29,Adventitial Fibroblast,-0.7769556
C12_B001773.gencode.vH29,Adventitial Fibroblast,-0.75884813
C16_B001771.gencode.vH29,Adventitial Fibroblast,-0.7795988
C16_B001773.gencode.vH29,Adventitial Fibroblast,-0.74265075
C18_B001773.gencode.vH29,Adventitial Fibroblast,-0.7681053
C19_B001773.gencode.vH29,Adventitial Fibroblast,-0.7638667
C20_B003269.gencode.vH29,Adventitial Fibroblast,-0.7849355
C23_B001773.gencode.vH29,Adventitial Fibroblast,-0.7605003
D12_B002464.gencode.vH29,Adventitial Fibroblast,-0.7379874
D16_B001774.gencode.vH29,Adventitial Fibroblast,-0.70853114
D19_B002460.gencode.vH29,Adventitial Fibroblast,-0.7979928
D9_B002461.gencode.vH29,Adventitial Fibroblast,-0.7864408
E10_B001769.gencode.vH29,Adventitial Fibroblast,-0.7158567
E11_B001769.gencode.vH29,Adventitial Fibroblast,-0.7457822
E15_B001772.gencode.vH29,Adventitial Fibroblast,-0.7905258
E15_B002461.gencode.vH29,Adventitial Fibroblast,-0.73614395
E16_B001771.gencode.vH29,Adventitial Fibroblast,-0.78423023
F10_B001772.gencode.vH29,Adventitial Fibroblast,-0.76446015
F23_B003269.gencode.vH29,Adventitial Fibroblast,-0.76653385
G11_B002461.gencode.vH29,Adventitial Fibroblast,-0.7340595
G13_B001771.gencode.vH29,Alveolar Fibroblast,-0.82153183
G14_B001773.gencode.vH29,Adventitial Fibroblast,-0.7693041
G15_B002461.gencode.vH29,Adventitial Fibroblast,-0.7534222
G23_B002460.gencode.vH29,Adventitial Fibroblast,-0.78017294
H13_B001773.gencode.vH29,Adventitial Fibroblast,-0.77374935
H13_B002461.gencode.vH29,Adventitial Fibroblast,-0.7724864
H16_B001769.gencode.vH29,Adventitial Fibroblast,-0.7333137
H21_B002460.gencode.vH29,Adventitial Fibroblast,-0.8000005
H9_B002461.gencode.vH29,Adventitial Fibroblast,-0.76814723
I10_B001771.gencode.vH29,Adventitial Fibroblast,-0.7613916
I10_B001774.gencode.vH29,Adventitial Fibroblast,-0.72856385
I11_B001773.gencode.vH29,Adventitial Fibroblast,-0.7473731
I11_B002461.gencode.vH29,Adventitial Fibroblast,-0.76970685
I11_B003269.gencode.vH29,Adventitial Fibroblast,-0.78541994
I14_B002460.gencode.vH29,Adventitial Fibroblast,-0.79241526
I9_B002461.gencode.vH29,Adventitial Fibroblast,-0.77186745
J10_B001769.gencode.vH29,Adventitial Fibroblast,-0.7507311
J18_B003269.gencode.vH29,Adventitial Fibroblast,-0.7851877
J20_B002461.gencode.vH29,Adventitial Fibroblast,-0.75446975
K10_B001773.gencode.vH29,Adventitial Fibroblast,-0.7334078
K11_B002461.gencode.vH29,Adventitial Fibroblast,-0.7557415
K12_B002461.gencode.vH29,Adventitial Fibroblast,-0.76665497
K13_B001771.gencode.vH29,Adventitial Fibroblast,-0.784112
K15_B002460.gencode.vH29,Adventitial Fibroblast,-0.7961447
K16_B001773.gencode.vH29,Adventitial Fibroblast,-0.74382126
K23_B002460.gencode.vH29,Adventitial Fibroblast,-0.7786244
L10_B002461.gencode.vH29,Adventitial Fibroblast,-0.76839477
L11_B001769.gencode.vH29,Adventitial Fibroblast,-0.74614286
L11_B001772.gencode.vH29,Adventitial Fibroblast,-0.712225
L13_B001769.gencode.vH29,Adventitial Fibroblast,-0.7564147
L9_B001772.gencode.vH29,Adventitial Fibroblast,-0.73830396
L9_B001773.gencode.vH29,Adventitial Fibroblast,-0.75072527
M10_B001772.gencode.vH29,Adventitial Fibroblast,-0.7593127
M11_B001773.gencode.vH29,Adventitial Fibroblast,-0.7776957
M12_B002461.gencode.vH29,Adventitial Fibroblast,-0.7518226
M13_B001771.gencode.vH29,Adventitial Fibroblast,-0.77179945
M14_B001772.gencode.vH29,Adventitial Fibroblast,-0.7676305
M14_B002461.gencode.vH29,Adventitial Fibroblast,-0.73201156
M15_B002461.gencode.vH29,Adventitial Fibroblast,-0.7356126
M16_B001769.gencode.vH29,Adventitial Fibroblast,-0.72378093
M17_B002460.gencode.vH29,Adventitial Fibroblast,-0.78097546
M18_B003269.gencode.vH29,Adventitial Fibroblast,-0.7904554
N10_B003269.gencode.vH29,Adventitial Fibroblast,-0.78916234
N13_B003269.gencode.vH29,Adventitial Fibroblast,-0.7935586
N16_B001774.gencode.vH29,Adventitial Fibroblast,-0.73522246
N16_B003269.gencode.vH29,Adventitial Fibroblast,-0.7816255
N18_B001772.gencode.vH29,Adventitial Fibroblast,-0.77125543
O12_B001773.gencode.vH29,Adventitial Fibroblast,-0.73002505
O12_B002461.gencode.vH29,Adventitial Fibroblast,-0.76564044
O14_B001772.gencode.vH29,Adventitial Fibroblast,-0.7740176
O15_B002464.gencode.vH29,Adventitial Fibroblast,-0.7743435
P10_B001773.gencode.vH29,Adventitial Fibroblast,-0.7661773
P11_B001773.gencode.vH29,Adventitial Fibroblast,-0.76288044
P12_B003269.gencode.vH29,Adventitial Fibroblast,-0.7848972
P13_B001771.gencode.vH29,Adventitial Fibroblast,-0.7874798
P14_B002460.gencode.vH29,Adventitial Fibroblast,-0.7864501
P16_B001774.gencode.vH29,Adventitial Fibroblast,-0.7849531
D10_B001774.gencode.vH29,Alveolar Fibroblast,-0.68845993
A12_B003269.gencode.vH29,Alveolar Fibroblast,-0.8033378
A14_B001772.gencode.vH29,Alveolar Fibroblast,-0.7694247
A15_B001772.gencode.vH29,Alveolar Fibroblast,-0.7587243
A16_B001772.gencode.vH29,Alveolar Fibroblast,-0.7636599
A22_B003269.gencode.vH29,Alveolar Fibroblast,-0.7896418
A9_B001772.gencode.vH29,Alveolar Fibroblast,-0.7860597
B12_B001771.gencode.vH29,Alveolar Fibroblast,-0.8152953
B13_B001772.gencode.vH29,Alveolar Fibroblast,-0.7192792
B22_B003269.gencode.vH29,Alveolar Fibroblast,-0.805896
C14_B001771.gencode.vH29,Alveolar Fibroblast,-0.72647446
C15_B001772.gencode.vH29,Alveolar Fibroblast,-0.7281732
C19_B003269.gencode.vH29,Alveolar Fibroblast,-0.76294273
C9_B001771.gencode.vH29,Alveolar Fibroblast,-0.7095601
D10_B001771.gencode.vH29,Alveolar Fibroblast,-0.75689816
D13_B001772.gencode.vH29,Alveolar Fibroblast,-0.7494146
D14_B001771.gencode.vH29,Alveolar Fibroblast,-0.79898334
D15_B001772.gencode.vH29,Alveolar Fibroblast,-0.7134252
E10_B001772.gencode.vH29,Alveolar Fibroblast,-0.7095337
E14_B001771.gencode.vH29,Alveolar Fibroblast,-0.78439474
E15_B001771.gencode.vH29,Alveolar Fibroblast,-0.73545754
E7_B001772.gencode.vH29,Alveolar Fibroblast,-0.75546074
F14_B001771.gencode.vH29,Alveolar Fibroblast,-0.76928663
F15_B001771.gencode.vH29,Alveolar Fibroblast,-0.71495235
F15_B001772.gencode.vH29,Alveolar Fibroblast,-0.6937878
F16_B001772.gencode.vH29,Alveolar Fibroblast,-0.69664556
F9_B001771.gencode.vH29,Alveolar Fibroblast,-0.7613617
G11_B001771.gencode.vH29,Alveolar Fibroblast,-0.7000628
G11_B001772.gencode.vH29,Alveolar Fibroblast,-0.71283376
G14_B001772.gencode.vH29,Alveolar Fibroblast,-0.73066086
G15_B001771.gencode.vH29,Alveolar Fibroblast,-0.8127043
G15_B001772.gencode.vH29,Alveolar Fibroblast,-0.71417385
G16_B001772.gencode.vH29,Alveolar Fibroblast,-0.7891938
H10_B001771.gencode.vH29,Alveolar Fibroblast,-0.73949945
H14_B001771.gencode.vH29,Alveolar Fibroblast,-0.7211944
H15_B001771.gencode.vH29,Alveolar Fibroblast,-0.75956994
H16_B001771.gencode.vH29,Alveolar Fibroblast,-0.76248914
H9_B001771.gencode.vH29,Alveolar Fibroblast,-0.757824
I11_B001772.gencode.vH29,Alveolar Fibroblast,-0.6778017
I14_B002461.gencode.vH29,Alveolar Fibroblast,-0.7796248
I15_B001772.gencode.vH29,Alveolar Fibroblast,-0.7069365
I16_B001772.gencode.vH29,Alveolar Fibroblast,-0.71577525
J11_B001771.gencode.vH29,Alveolar Fibroblast,-0.7074417
J11_B002461.gencode.vH29,Alveolar Fibroblast,-0.758408
J12_B001771.gencode.vH29,Alveolar Fibroblast,-0.74882805
J15_B001771.gencode.vH29,Alveolar Fibroblast,-0.79205406
J9_B001771.gencode.vH29,Alveolar Fibroblast,-0.7542349
K13_B001772.gencode.vH29,Alveolar Fibroblast,-0.7011659
K15_B001772.gencode.vH29,Alveolar Fibroblast,-0.7090626
L10_B001771.gencode.vH29,Alveolar Fibroblast,-0.7191353
L10_B001772.gencode.vH29,Alveolar Fibroblast,-0.72190166
L14_B001771.gencode.vH29,Alveolar Fibroblast,-0.7191108
M11_B001771.gencode.vH29,Alveolar Fibroblast,-0.7669254
M14_B001771.gencode.vH29,Alveolar Fibroblast,-0.7383259
M15_B001772.gencode.vH29,Alveolar Fibroblast,-0.7035808
M9_B001771.gencode.vH29,Alveolar Fibroblast,-0.75329614
N10_B001771.gencode.vH29,Alveolar Fibroblast,-0.7622649
N10_B001772.gencode.vH29,Alveolar Fibroblast,-0.6886941
N11_B001771.gencode.vH29,Alveolar Fibroblast,-0.72854257
N12_B001771.gencode.vH29,Alveolar Fibroblast,-0.70179206
N13_B001771.gencode.vH29,Alveolar Fibroblast,-0.7432739
N14_B001772.gencode.vH29,Alveolar Fibroblast,-0.7558486
N15_B001772.gencode.vH29,Alveolar Fibroblast,-0.7476595
N15_B002461.gencode.vH29,Alveolar Fibroblast,-0.7744801
N16_B001772.gencode.vH29,Alveolar Fibroblast,-0.6984503
N9_B001772.gencode.vH29,Alveolar Fibroblast,-0.7144944
O11_B001774.gencode.vH29,Alveolar Fibroblast,-0.76746863
O13_B001772.gencode.vH29,Alveolar Fibroblast,-0.7451043
O14_B001771.gencode.vH29,Alveolar Fibroblast,-0.74796355
O14_B001774.gencode.vH29,Alveolar Fibroblast,-0.74582905
O15_B001771.gencode.vH29,Alveolar Fibroblast,-0.7746318
O16_B001771.gencode.vH29,Alveolar Fibroblast,-0.7272394
O9_B001774.gencode.vH29,Alveolar Fibroblast,-0.7278324
P11_B001772.gencode.vH29,Alveolar Fibroblast,-0.7492462
P13_B001773.gencode.vH29,Alveolar Fibroblast,-0.680146
P14_B001771.gencode.vH29,Alveolar Fibroblast,-0.7181166
P16_B001771.gencode.vH29,Alveolar Fibroblast,-0.80118525
P16_B001772.gencode.vH29,Alveolar Fibroblast,-0.7517831
P9_B001774.gencode.vH29,Alveolar Fibroblast,-0.782006
A12_B001772.gencode.vH29,Adventitial Fibroblast,-0.7703094
A11_B001772.gencode.vH29,Capillary,-0.6953402
A13_B001772.gencode.vH29,Capillary Aerocyte,-0.70241493
A15_B001774.gencode.vH29,Capillary,-0.68323654
B10_B002464.gencode.vH29,Capillary Aerocyte,-0.7251228
B12_B002464.gencode.vH29,Capillary,-0.6091206
B12_B003269.gencode.vH29,Capillary Aerocyte,-0.68500435
B13_B001774.gencode.vH29,Capillary,-0.6109869
B14_B002464.gencode.vH29,Artery,-0.50587195
B9_B001772.gencode.vH29,Capillary,-0.6802036
C12_B001769.gencode.vH29,Capillary,-0.6298944
C12_B001771.gencode.vH29,Capillary,-0.66897154
C12_B001772.gencode.vH29,Capillary,-0.6710328
C13_B002464.gencode.vH29,Capillary Aerocyte,-0.58823216
C14_B001772.gencode.vH29,Capillary,-0.69125897
C14_B003269.gencode.vH29,Capillary,-0.7067907
C16_B001769.gencode.vH29,Capillary,-0.66613895
C16_B001772.gencode.vH29,Capillary Aerocyte,-0.6697402
C17_B003269.gencode.vH29,Lymphatic,-0.64075714
C3_B001772.gencode.vH29,Capillary,-0.6677016
C9_B001769.gencode.vH29,Capillary,-0.64276606
C9_B001774.gencode.vH29,Capillary,-0.6188442
D13_B001771.gencode.vH29,Capillary,-0.6741002
D13_B001773.gencode.vH29,Lymphatic,-0.6423979
D13_B001774.gencode.vH29,Lymphatic,-0.63582593
D14_B001769.gencode.vH29,Capillary,-0.6306678
E12_B001771.gencode.vH29,Capillary,-0.6430215
E14_B002464.gencode.vH29,Capillary,-0.6085393
F10_B001769.gencode.vH29,Capillary Aerocyte,-0.71694046
F13_B001772.gencode.vH29,Capillary,-0.67688036
F13_B002464.gencode.vH29,Capillary,-0.60597897
F14_B001772.gencode.vH29,Capillary Aerocyte,-0.7094241
F15_B001773.gencode.vH29,Lymphatic,-0.6347531
F15_B002464.gencode.vH29,Capillary,-0.60023725
F16_B001774.gencode.vH29,Capillary,-0.597307
F16_B002464.gencode.vH29,Capillary,-0.6308731
F9_B001769.gencode.vH29,Capillary,-0.6333043
G11_B003269.gencode.vH29,Capillary,-0.65248513
G13_B001769.gencode.vH29,Capillary Aerocyte,-0.7201032
G9_B001772.gencode.vH29,Capillary Aerocyte,-0.71287155
G9_B002464.gencode.vH29,Capillary,-0.58028775
H10_B001773.gencode.vH29,Capillary,-0.6108525
H10_B002464.gencode.vH29,Capillary Aerocyte,-0.7298393
H11_B001769.gencode.vH29,Capillary,-0.6258756
H11_B001771.gencode.vH29,Capillary,-0.6419524
H11_B001774.gencode.vH29,Capillary,-0.6000339
H13_B001769.gencode.vH29,Capillary,-0.61905015
H13_B001771.gencode.vH29,Capillary,-0.6503497
H13_B001774.gencode.vH29,Capillary,-0.5897636
H14_B001772.gencode.vH29,Capillary,-0.61459905
H14_B002461.gencode.vH29,Capillary Aerocyte,-0.70741355
H14_B002464.gencode.vH29,Capillary,-0.5929695
H16_B001774.gencode.vH29,Capillary,-0.6167658
H16_B002464.gencode.vH29,Capillary,-0.5987652
I10_B001769.gencode.vH29,Capillary,-0.58827114
I12_B001771.gencode.vH29,Capillary,-0.6473944
I12_B001772.gencode.vH29,Capillary,-0.6551266
I13_B001771.gencode.vH29,Capillary,-0.65452963
I19_B002464.gencode.vH29,Artery,-0.5583032
I23_B002460.gencode.vH29,Capillary,-0.6153718
I9_B001772.gencode.vH29,Capillary,-0.6562859
I9_B001774.gencode.vH29,Capillary,-0.5807445
J10_B001774.gencode.vH29,Capillary,-0.6016208
J12_B001772.gencode.vH29,Capillary,-0.6817252
J12_B002464.gencode.vH29,Capillary,-0.5896351
J13_B001771.gencode.vH29,Capillary,-0.67543805
J16_B001769.gencode.vH29,Capillary Aerocyte,-0.72208637
J3_B001774.gencode.vH29,Capillary Aerocyte,-0.72759676
K10_B001774.gencode.vH29,Capillary Aerocyte,-0.72245395
K10_B002464.gencode.vH29,Artery,-0.52504164
K11_B001774.gencode.vH29,Capillary,-0.5872071
K12_B002464.gencode.vH29,Capillary,-0.59080976
K12_B003269.gencode.vH29,Capillary,-0.6887293
K13_B001774.gencode.vH29,Capillary,-0.62823653
K14_B001769.gencode.vH29,Capillary,-0.62036157
K14_B001771.gencode.vH29,Capillary Aerocyte,-0.70140344
K15_B001774.gencode.vH29,Capillary,-0.6209986
K16_B002464.gencode.vH29,Capillary Aerocyte,-0.72154224
K2_B001771.gencode.vH29,Capillary Aerocyte,-0.70883065
K9_B001769.gencode.vH29,Capillary Aerocyte,-0.73079103
K9_B001772.gencode.vH29,Capillary,-0.68811035
L10_B001769.gencode.vH29,Capillary,-0.6306372
L12_B001772.gencode.vH29,Capillary,-0.62046635
L13_B001772.gencode.vH29,Capillary,-0.6551606
L13_B001774.gencode.vH29,Artery,-0.48916486
L13_B002464.gencode.vH29,Capillary Aerocyte,-0.7291365
L15_B001769.gencode.vH29,Capillary,-0.62075984
L15_B002464.gencode.vH29,Capillary,-0.5778446
L16_B001771.gencode.vH29,Capillary Aerocyte,-0.6936106
M11_B001769.gencode.vH29,Capillary,-0.5926055
M11_B001772.gencode.vH29,Capillary,-0.6700773
M11_B001774.gencode.vH29,Capillary,-0.6102445
M12_B001769.gencode.vH29,Capillary Aerocyte,-0.72589916
M13_B002464.gencode.vH29,Capillary,-0.58845985
M16_B001772.gencode.vH29,Capillary,-0.6826291
M16_B001774.gencode.vH29,Capillary,-0.65665865
M2_B001769.gencode.vH29,Capillary Aerocyte,-0.70255524
M5_B001769.gencode.vH29,Capillary Aerocyte,-0.7218556
N12_B001773.gencode.vH29,Capillary,-0.6689138
N12_B002464.gencode.vH29,Capillary,-0.6086955
N14_B001774.gencode.vH29,Capillary,-0.62662894
N2_B001774.gencode.vH29,Capillary Aerocyte,-0.7212785
N9_B001771.gencode.vH29,Capillary,-0.68399
N9_B001774.gencode.vH29,Capillary,-0.6032617
O11_B001772.gencode.vH29,Capillary,-0.6874678
O11_B002461.gencode.vH29,Lymphatic,-0.638998
O6_B001771.gencode.vH29,Capillary,-0.69745255
P12_B002464.gencode.vH29,Capillary,-0.63688695
P14_B001772.gencode.vH29,Capillary,-0.6868669
P16_B002461.gencode.vH29,Lymphatic,-0.63429695
P4_B001771.gencode.vH29,Capillary Aerocyte,-0.6947146
G14_B001771.gencode.vH29,Capillary,-0.65528655
G14_B002461.gencode.vH29,Lymphatic,-0.6297199
H12_B003269.gencode.vH29,Capillary,-0.6565831
H4_B003269.gencode.vH29,Capillary,-0.6488437
H9_B002460.gencode.vH29,Artery,-0.53454685
L2_B002460.gencode.vH29,Capillary,-0.65871423
M10_B002464.gencode.vH29,Artery,-0.53376997
N14_B002460.gencode.vH29,Capillary,-0.65030915
D19_B001771.gencode.vH29,Artery,-0.6605621
A11_B001773.gencode.vH29,Airway Smooth Muscle,-0.9298486
B10_B002461.gencode.vH29,Vascular Smooth Muscle,-0.903651
B15_B001772.gencode.vH29,Airway Smooth Muscle,-0.9269202
B16_B002460.gencode.vH29,Vascular Smooth Muscle,-0.91037947
B16_B002461.gencode.vH29,Airway Smooth Muscle,-0.93010396
C15_B001769.gencode.vH29,Airway Smooth Muscle,-0.93008876
C15_B001773.gencode.vH29,Airway Smooth Muscle,-0.92383957
D13_B002461.gencode.vH29,Airway Smooth Muscle,-0.9298406
D14_B001774.gencode.vH29,Airway Smooth Muscle,-0.9143271
D14_B002461.gencode.vH29,Airway Smooth Muscle,-0.92561984
D16_B001771.gencode.vH29,Airway Smooth Muscle,-0.92637205
D16_B002464.gencode.vH29,Airway Smooth Muscle,-0.92845905
E10_B002461.gencode.vH29,Airway Smooth Muscle,-0.93080014
E11_B001773.gencode.vH29,Airway Smooth Muscle,-0.9274072
E11_B002461.gencode.vH29,Airway Smooth Muscle,-0.92053753
E13_B001772.gencode.vH29,Airway Smooth Muscle,-0.9218474
E17_B001773.gencode.vH29,Airway Smooth Muscle,-0.92619336
F14_B001773.gencode.vH29,Airway Smooth Muscle,-0.9794787
F16_B002461.gencode.vH29,Airway Smooth Muscle,-0.92158777
G10_B001773.gencode.vH29,Airway Smooth Muscle,-0.9367011
G12_B001774.gencode.vH29,Airway Smooth Muscle,-0.9286065
G9_B001773.gencode.vH29,Airway Smooth Muscle,-0.9140152
G9_B002461.gencode.vH29,Airway Smooth Muscle,-0.93049294
H12_B002464.gencode.vH29,Airway Smooth Muscle,-0.92373013
H16_B002460.gencode.vH29,Vascular Smooth Muscle,-0.907124
I14_B001769.gencode.vH29,Vascular Smooth Muscle,-0.9015774
I15_B001771.gencode.vH29,Airway Smooth Muscle,-0.926877
I15_B001773.gencode.vH29,Airway Smooth Muscle,-0.92181456
I16_B001773.gencode.vH29,Airway Smooth Muscle,-0.91910213
I20_B002461.gencode.vH29,Airway Smooth Muscle,-0.9258461
J11_B001773.gencode.vH29,Airway Smooth Muscle,-0.926311
J14_B002461.gencode.vH29,Airway Smooth Muscle,-0.9328608
K11_B001769.gencode.vH29,Airway Smooth Muscle,-0.928861
K14_B001772.gencode.vH29,Airway Smooth Muscle,-0.92664784
L11_B001774.gencode.vH29,Airway Smooth Muscle,-0.9261173
L14_B002464.gencode.vH29,Fibromyocyte,0.66182584
L15_B001773.gencode.vH29,Fibromyocyte,0.8985259
L16_B001773.gencode.vH29,Airway Smooth Muscle,-0.93681496
L9_B001769.gencode.vH29,Airway Smooth Muscle,-0.9232813
L9_B001774.gencode.vH29,Airway Smooth Muscle,-0.9312588
M12_B002464.gencode.vH29,Airway Smooth Muscle,-0.93040806
N10_B001769.gencode.vH29,Airway Smooth Muscle,-0.9229484
N14_B001773.gencode.vH29,Airway Smooth Muscle,-0.9365208
N9_B002461.gencode.vH29,Airway Smooth Muscle,-0.9256248
O15_B001773.gencode.vH29,Airway Smooth Muscle,-0.9240313
O19_B002461.gencode.vH29,Airway Smooth Muscle,-0.9234231
O8_B002464.gencode.vH29,Airway Smooth Muscle,-0.93065584
P12_B002461.gencode.vH29,Airway Smooth Muscle,-0.92612815
P14_B002461.gencode.vH29,Airway Smooth Muscle,-0.92808014
P23_B002461.gencode.vH29,Airway Smooth Muscle,-0.92594254
P9_B001773.gencode.vH29,Airway Smooth Muscle,-0.9262319
P16_B002464.gencode.vH29,Fibromyocyte,0.90487766
A12_B002461.gencode.vH29,Vascular Smooth Muscle,-0.89574546
A14_B001774.gencode.vH29,Airway Smooth Muscle,-0.91892177
A9_B002464.gencode.vH29,Vascular Smooth Muscle,-0.8815545
B10_B001773.gencode.vH29,Vascular Smooth Muscle,-0.87830323
B11_B002464.gencode.vH29,Vascular Smooth Muscle,-0.87457025
B13_B002461.gencode.vH29,Vascular Smooth Muscle,-0.8791582
B17_B002461.gencode.vH29,Vascular Smooth Muscle,-0.9002882
B18_B001773.gencode.vH29,Vascular Smooth Muscle,-0.8844678
B22_B002460.gencode.vH29,Vascular Smooth Muscle,-0.8779861
B9_B001769.gencode.vH29,Vascular Smooth Muscle,-0.88362175
B9_B001773.gencode.vH29,Vascular Smooth Muscle,-0.8983213
D17_B001773.gencode.vH29,Vascular Smooth Muscle,-0.88329095
D23_B003269.gencode.vH29,Airway Smooth Muscle,-0.91896117
E14_B001773.gencode.vH29,Airway Smooth Muscle,-0.92092407
G11_B001774.gencode.vH29,Vascular Smooth Muscle,-0.8838129
G13_B001772.gencode.vH29,Vascular Smooth Muscle,-0.8834919
G23_B003269.gencode.vH29,Airway Smooth Muscle,-0.92234004
H10_B001769.gencode.vH29,Vascular Smooth Muscle,-0.8860288
H16_B001773.gencode.vH29,Vascular Smooth Muscle,-0.8786059
I11_B001771.gencode.vH29,Vascular Smooth Muscle,-0.9110857
J12_B001773.gencode.vH29,Vascular Smooth Muscle,-0.87662965
K15_B001773.gencode.vH29,Airway Smooth Muscle,-0.92069054
K9_B001774.gencode.vH29,Airway Smooth Muscle,-0.9201173
L13_B002460.gencode.vH29,Vascular Smooth Muscle,-0.86742353
L16_B001772.gencode.vH29,Vascular Smooth Muscle,-0.87949556
L21_B003269.gencode.vH29,Vascular Smooth Muscle,-0.87679625
M4_B001772.gencode.vH29,Vascular Smooth Muscle,-0.8783161
M6_B001772.gencode.vH29,Vascular Smooth Muscle,-0.90258473
N14_B001769.gencode.vH29,Vascular Smooth Muscle,-0.88781863
O10_B002460.gencode.vH29,Vascular Smooth Muscle,-0.8768039
O11_B001771.gencode.vH29,Airway Smooth Muscle,-0.9176953
O13_B002461.gencode.vH29,Vascular Smooth Muscle,-0.8768359
P10_B001774.gencode.vH29,Airway Smooth Muscle,-0.9144752
P10_B002464.gencode.vH29,Vascular Smooth Muscle,-0.8871529
P13_B001772.gencode.vH29,Vascular Smooth Muscle,-0.88172317
B23_B001774.gencode.vH29,Pericyte,-0.85865384
J11_B001772.gencode.vH29,Pericyte,-0.8539159
M13_B001769.gencode.vH29,Vascular Smooth Muscle,-0.8772644
N11_B001769.gencode.vH29,Pericyte,-0.85874707
O12_B001772.gencode.vH29,Pericyte,-0.8500652
B11_B001771.gencode.vH29,Pericyte,-0.84101236
B11_B001774.gencode.vH29,Pericyte,-0.7965419
B12_B002461.gencode.vH29,Pericyte,-0.80404204
B14_B001772.gencode.vH29,Pericyte,-0.8373572
B14_B001774.gencode.vH29,Pericyte,-0.8113032
B14_B002461.gencode.vH29,Pericyte,-0.81650573
B16_B001773.gencode.vH29,Pericyte,-0.7948384
B16_B001774.gencode.vH29,Pericyte,-0.78838176
B18_B002460.gencode.vH29,Pericyte,-0.82936466
B9_B001774.gencode.vH29,Pericyte,-0.8081936
B9_B002461.gencode.vH29,Pericyte,-0.8113171
B9_B002464.gencode.vH29,Pericyte,-0.78343946
C10_B001772.gencode.vH29,Pericyte,-0.8307408
C12_B002461.gencode.vH29,Pericyte,-0.8099588
C12_B002464.gencode.vH29,Pericyte,-0.78771067
C13_B001769.gencode.vH29,Pericyte,-0.827878
C15_B002461.gencode.vH29,Pericyte,-0.7886752
C9_B001772.gencode.vH29,Pericyte,-0.83455807
C9_B002461.gencode.vH29,Pericyte,-0.7960633
D11_B001771.gencode.vH29,Pericyte,-0.8360153
D12_B001769.gencode.vH29,Pericyte,-0.812583
D12_B001771.gencode.vH29,Pericyte,-0.83604455
D12_B001773.gencode.vH29,Pericyte,-0.828035
D12_B002461.gencode.vH29,Pericyte,-0.803594
D15_B001771.gencode.vH29,Pericyte,-0.8422344
D15_B001773.gencode.vH29,Pericyte,-0.8091118
D16_B002461.gencode.vH29,Pericyte,-0.81065196
D9_B001771.gencode.vH29,Pericyte,-0.8463492
E10_B001771.gencode.vH29,Pericyte,-0.84309393
E11_B001771.gencode.vH29,Pericyte,-0.82234895
E12_B001772.gencode.vH29,Pericyte,-0.8332978
E13_B001769.gencode.vH29,Pericyte,-0.78773034
