,cardiac muscle cell,endothelial cell,fibroblast,leukocyte,mesothelial cell of epicardium,neuron,smooth muscle cell
ENSG00000117054,0.732137161232876,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184005,0.0,3.183844622208649,0.0,0.0,0.0,1.1773735475052503,0.0
ENSG00000117069,0.0,0.0,0.0,0.0,0.0,2.3199620356570527,0.0
ENSG00000036549,0.8677960627068619,0.8418842010436377,0.9051084398691671,0.6561744160160401,0.6061441095285948,0.6174558807476153,0.7021477413485891
ENSG00000077254,0.5459359135044453,0.7745699602162537,0.9537478158746435,0.7723305394586352,0.7767888638405237,0.8499631400801244,0.7185283871108725
ENSG00000180488,0.37597024638822196,0.0,0.5040770342524099,0.0,0.0,0.0,0.0
ENSG00000235927,0.34961598475012956,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162614,3.2185419302870693,0.0,0.6590308240789372,0.0,0.0,0.0,1.4518325841103608
ENSG00000162613,0.4697550261098593,0.5300285211481103,0.6368212501793709,0.0,0.6901457321553593,0.0,0.5934657301794267
ENSG00000137960,0.3457316288199699,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137959,0.0,0.5021634566517021,0.0,0.0,0.0,0.0,0.0
ENSG00000137965,0.0,0.5314511884523343,0.0,0.0,0.0,0.0,0.0
ENSG00000162618,0.0,1.522394392644723,0.0,0.0,0.0,0.0,0.0
ENSG00000117114,1.584059074884708,0.8452772999838929,0.0,0.0,1.0287603287478444,0.0,0.0
ENSG00000137941,0.0,0.0,0.6717117289347277,0.0,0.0,0.8115432754873735,1.5354251870078806
ENSG00000142875,0.5936546615027138,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000097096,0.4155853265016729,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117174,0.29587303146804383,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171502,0.0,0.0,1.0512596011710205,0.0,0.0,0.0,0.0
ENSG00000122417,0.0,0.6648018018470493,0.6175755371287713,0.0,0.0,0.0,0.0
ENSG00000097033,0.5119525565095765,0.38410250306289273,0.0,0.0,0.0,0.0,0.6520899195993626
ENSG00000183291,0.17078525140326667,0.0,0.0,0.0,0.0,0.0,0.0
