,C_BEST4,C_EEC,C_ISC,C_TA,C_earlyACC,C_goblet,C_lateACC,C_secretory_prog,C_tuft,SI_AE2,SI_BEST4,SI_EEC,SI_FAE,SI_ISC,SI_TA,SI_TA2,SI_earlyAE,SI_goblet,SI_intermAE,SI_matureAE,SI_paneth,SI_secretory_prog,SI_tuft
ENSG00000157542,8.556913641366092,4.600089734250849,11.253644176504828,3.5141036212444305,15.059942210262472,7.273991633545268,60.419041720303625,7.00922738422047,5.174555401910435,12.761277930303054,8.059372571381656,1.005224509672685,5.030500135638497,7.021247600967234,5.092641879211772,8.694752817804163,8.697131484746933,5.263485399159518,12.781219189817255,16.030383278023113,5.438873220573772,10.61187556656924,4.778115860440514
ENSG00000162728,2.649717769839547,1.0422570759599858,1.4974010993133893,19.594415187835693,2.522495911879973,8.010054444724863,1.1167496957562186,1.27442557703365,0.9858257472515106,1.1857078075408936,3.7537939873608677,0.9987796599214728,1.0162147473205219,1.344116042960774,3.4226235286755995,1.1071937571872363,1.2812877243215388,0.9888988597826525,1.121554827148264,1.133420163934881,6.3586819551207805,2.2026242803443563,0.984290746125308
ENSG00000236467,0.5185438665476713,0.682386804710735,0.5092736645178362,6.952095427296379,2.4869895685802805,0.5109834481369365,1.6446925672617825,0.6713701703331687,0.5384468571706251,3.857309078628367,0.5126851065592333,0.679507705298337,0.6122577488422394,0.5496727336536754,0.510509420524944,0.5783239196647297,0.535801884802905,0.5837634693492543,20.88539171218872,2.6316674893552605,0.7173810194839131,0.5243546691807833,0.5858965922485698
ENSG00000105642,3.1589116643775594,0.9728975675322793,6.4925684874708,39.51346302032471,1.1657795364206487,5.52333755384792,1.0857416770674966,1.178170938383449,1.3626000447706743,1.1543031443249097,5.918607546524568,0.9734056944196875,0.9799089648506858,1.2332509783181278,0.976098055189306,0.984594317999753,2.4176151237704535,1.0460849458521062,1.2125795971263538,1.1275087053125554,0.9762988009236075,1.2920855608853428,1.098580314354463
ENSG00000178695,1.730282504450191,1.0587718270041726,1.7863643738356503,3.2658702676946465,2.131481698968194,1.7127452872016213,2.72707277265462,2.7529364580457862,1.4756146615201777,1.9419331902807409,1.6111276664517142,1.0217623168771917,1.4506252706050873,1.5476084920493038,2.6844213984229346,1.6808603026650168,1.677851834080436,1.4610257663510062,1.909015411680395,2.0585566623644396,1.4610645066608081,1.7724970172752033,1.5173517980358817
ENSG00000168676,3.237642391161485,1.0132048617709766,1.745770438150926,7.322908171198585,1.1885763488032601,38.75201058387756,1.0642965571446852,1.447217190807516,1.0447793982245706,1.1133478690277447,10.424780336293308,1.0125665962696075,1.019727417013862,1.4616848149082877,1.3785941980101846,1.0858909433538264,1.7730758081782947,1.0283895595507189,1.1206144446676427,1.0909948457371106,1.1352884606881575,11.811428785324097,1.025965224612843
ENSG00000105438,1.6786933297460729,1.7468846440315247,2.184732510284944,2.34233620762825,1.3721088035540148,0.9220905466513201,3.1155364865606483,0.9264267601750114,1.2700182795524597,2.437452337958596,1.044258014722304,1.2127930549058048,0.9307092699137601,1.1526033661582253,2.8832827616821635,0.9685959084467455,2.5635855577208777,0.9460643421519886,3.602019261230122,82.36174680969931,1.4891978339715437,0.9265228862112219,25.075848042964935
ENSG00000256742,2.2390231761065396,1.1448116221211173,1.2577693841674111,1.3510262207551436,1.411022432825782,1.5200329775160009,1.527608717029745,2.2126421332359314,1.0043551163239912,1.4752596562558955,1.2375241843136875,1.1062192700125955,1.3560449128801173,2.1562262421304528,1.093990220264955,3.877060044895519,13.171493443575772,1.0249084830284119,1.18258659677072,1.4091259972615675,1.3896405155008489,1.2725003361701965,1.0047983581369573
ENSG00000121774,0.9225884459235452,0.8256010413169861,0.9277269596403296,0.8642058074474335,0.9722209193489768,4.076450610702688,2.8808099681680854,0.8569784570824016,6.359374734488401,2.286896499720487,0.8767571909861132,0.8189210973002694,0.818979333747517,0.9422883797775615,1.6751834127036007,0.8193026320500807,1.4624394801529972,1.6879416433247654,2.5770162018862637,1.421186162666841,1.237138718366623,0.920051244172183,0.8598110404881564
ENSG00000116299,1.4438228634270756,0.8182318562811072,1.4742467267946764,1.9557082029906185,1.7403799539262599,0.8148430152372881,1.6153805228796871,0.8453198888085105,0.8149652724916284,1.4583850096572528,1.33784712173722,1.0339898060668598,2.431828333572908,0.8181255676529624,1.3239362754605033,2.7837349718267266,4.572507424788042,0.814615013924512,1.6071491729129443,1.475806699557738,0.8404377969828519,0.8281852088191293,0.8507558838887648
